,p1_center,p1_sigma,p2_amplitude,p2_center,p2_sigma,tmean,tstart,tstop,kinetics
-810.0,0.569,0.1472,0.1446,0.929,0.062,-810.0,-900,-720,0.1446
-800.0,0.569,0.1472,0.1467,0.929,0.062,-800.0,-890,-710,0.1467
-790.0,0.569,0.1472,0.1508,0.929,0.062,-790.0,-880,-700,0.1508
-780.0,0.569,0.1472,0.1549,0.929,0.062,-780.0,-870,-690,0.1549
-770.0,0.569,0.1472,0.1619,0.929,0.062,-770.0,-860,-680,0.1619
-760.0,0.569,0.1472,0.1593,0.929,0.062,-760.0,-850,-670,0.1593
-750.0,0.569,0.1472,0.1611,0.929,0.062,-750.0,-840,-660,0.1611
-740.0,0.569,0.1472,0.1469,0.929,0.062,-740.0,-830,-650,0.1469
-730.0,0.569,0.1472,0.1337,0.929,0.062,-730.0,-820,-640,0.1337
-720.0,0.569,0.1472,0.1358,0.929,0.062,-720.0,-810,-630,0.1358
-710.0,0.569,0.1472,0.1329,0.929,0.062,-710.0,-800,-620,0.1329
-700.0,0.569,0.1472,0.1315,0.929,0.062,-700.0,-790,-610,0.1315
-690.0,0.569,0.1472,0.1232,0.929,0.062,-690.0,-780,-600,0.1232
-680.0,0.569,0.1472,0.1215,0.929,0.062,-680.0,-770,-590,0.1215
-670.0,0.569,0.1472,0.1239,0.929,0.062,-670.0,-760,-580,0.1239
-660.0,0.569,0.1472,0.1105,0.929,0.062,-660.0,-750,-570,0.1105
-650.0,0.569,0.1472,0.1039,0.929,0.062,-650.0,-740,-560,0.1039
-640.0,0.569,0.1472,0.1086,0.929,0.062,-640.0,-730,-550,0.1086
-630.0,0.569,0.1472,0.1001,0.929,0.062,-630.0,-720,-540,0.1001
-620.0,0.569,0.1472,0.0912,0.929,0.062,-620.0,-710,-530,0.0912
-610.0,0.569,0.1472,0.084,0.929,0.062,-610.0,-700,-520,0.084
-600.0,0.569,0.1472,0.0866,0.929,0.062,-600.0,-690,-510,0.0866
-590.0,0.569,0.1472,0.086,0.929,0.062,-590.0,-680,-500,0.086
-580.0,0.569,0.1472,0.0859,0.929,0.062,-580.0,-670,-490,0.0859
-570.0,0.569,0.1472,0.0841,0.929,0.062,-570.0,-660,-480,0.0841
-560.0,0.569,0.1472,0.0907,0.929,0.062,-560.0,-650,-470,0.0907
-550.0,0.569,0.1472,0.0946,0.929,0.062,-550.0,-640,-460,0.0946
-540.0,0.569,0.1472,0.0927,0.929,0.062,-540.0,-630,-450,0.0927
-530.0,0.569,0.1472,0.0986,0.929,0.062,-530.0,-620,-440,0.0986
-520.0,0.569,0.1472,0.1079,0.929,0.062,-520.0,-610,-430,0.1079
-510.0,0.569,0.1472,0.1104,0.929,0.062,-510.0,-600,-420,0.1104
-500.0,0.569,0.1472,0.1085,0.929,0.062,-500.0,-590,-410,0.1085
-490.0,0.569,0.1472,0.1033,0.929,0.062,-490.0,-580,-400,0.1033
-480.0,0.569,0.1472,0.1037,0.929,0.062,-480.0,-570,-390,0.1037
-470.0,0.569,0.1472,0.1039,0.929,0.062,-470.0,-560,-380,0.1039
-460.0,0.569,0.1472,0.1041,0.929,0.062,-460.0,-550,-370,0.1041
-450.0,0.569,0.1472,0.1205,0.929,0.062,-450.0,-540,-360,0.1205
-440.0,0.569,0.1472,0.1241,0.929,0.062,-440.0,-530,-350,0.1241
-430.0,0.569,0.1472,0.1288,0.929,0.062,-430.0,-520,-340,0.1288
-420.0,0.569,0.1472,0.1288,0.929,0.062,-420.0,-510,-330,0.1288
-410.0,0.569,0.1472,0.1202,0.929,0.062,-410.0,-500,-320,0.1202
-400.0,0.569,0.1472,0.1251,0.929,0.062,-400.0,-490,-310,0.1251
-390.0,0.569,0.1472,0.1277,0.929,0.062,-390.0,-480,-300,0.1277
-380.0,0.569,0.1472,0.1291,0.929,0.062,-380.0,-470,-290,0.1291
-370.0,0.569,0.1472,0.119,0.929,0.062,-370.0,-460,-280,0.119
-360.0,0.569,0.1472,0.1091,0.929,0.062,-360.0,-450,-270,0.1091
-350.0,0.569,0.1472,0.1058,0.929,0.062,-350.0,-440,-260,0.1058
-340.0,0.569,0.1472,0.0901,0.929,0.062,-340.0,-430,-250,0.0901
-330.0,0.569,0.1472,0.0877,0.929,0.062,-330.0,-420,-240,0.0877
-320.0,0.569,0.1472,0.0926,0.929,0.062,-320.0,-410,-230,0.0926
-310.0,0.569,0.1472,0.1175,0.929,0.062,-310.0,-400,-220,0.1175
-300.0,0.569,0.1472,0.1137,0.929,0.062,-300.0,-390,-210,0.1137
-290.0,0.569,0.1472,0.1123,0.929,0.062,-290.0,-380,-200,0.1123
-280.0,0.569,0.1472,0.1103,0.929,0.062,-280.0,-370,-190,0.1103
-270.0,0.569,0.1472,0.111,0.929,0.062,-270.0,-360,-180,0.111
-260.0,0.569,0.1472,0.119,0.929,0.062,-260.0,-350,-170,0.119
