,tmean,tstart,tstop,size_mean,size_max,num_bursts,burst_width,burst_width_high,phrate_mean
24,-270.0,-360.0,-180.0,143.06,701.6,293,4.18,3.55,213331.9
25,-260.0,-350.0,-170.0,143.06,701.6,290,4.17,3.53,212958.1
26,-250.0,-340.0,-160.0,142.42,701.6,287,4.09,3.45,215207.8
27,-240.0,-330.0,-150.0,141.5,701.6,276,4.04,3.34,212978.4
28,-230.0,-320.0,-140.0,143.47,701.6,268,4.07,3.27,217366.1
29,-220.0,-310.0,-130.0,143.73,739.8,277,4.08,3.32,219350.5
30,-210.0,-300.0,-120.0,141.99,739.8,277,4.08,3.37,216209.3
31,-200.0,-290.0,-110.0,142.87,739.8,273,4.1,3.35,211424.5
32,-190.0,-280.0,-100.0,142.73,739.8,281,4.12,3.35,212672.3
33,-180.0,-270.0,-90.0,142.94,739.8,283,4.12,3.39,210442.9
34,-170.0,-260.0,-80.0,145.38,739.8,286,4.16,3.37,212502.6
35,-160.0,-250.0,-70.0,144.65,739.8,283,4.19,3.38,210202.4
36,-150.0,-240.0,-60.0,145.61,739.8,287,4.2,3.38,211952.0
37,-140.0,-230.0,-50.0,144.58,739.8,291,4.25,3.43,206571.6
38,-130.0,-220.0,-40.0,144.2,739.8,284,4.28,3.46,208183.8
39,-120.0,-210.0,-30.0,145.38,739.8,273,4.33,3.49,202658.0
40,-110.0,-200.0,-20.0,148.65,739.8,288,4.37,3.49,205211.0
41,-100.0,-190.0,-10.0,148.33,739.8,288,4.34,3.48,202409.2
42,-90.0,-180.0,0.0,149.35,739.8,289,4.35,3.53,204939.5
43,-80.0,-170.0,10.0,149.71,739.8,284,4.36,3.54,205546.9
44,-70.0,-160.0,20.0,149.14,739.8,266,4.37,3.59,206488.3
45,-60.0,-150.0,30.0,150.09,739.8,262,4.38,3.59,208799.6
46,-50.0,-140.0,40.0,148.0,739.8,252,4.33,3.62,207054.5
47,-40.0,-130.0,50.0,145.85,523.8,235,4.32,3.62,199814.8
48,-30.0,-120.0,60.0,146.77,523.8,235,4.36,3.6,199119.3
49,-20.0,-110.0,70.0,146.24,500.8,227,4.4,3.83,197062.6
50,-10.0,-100.0,80.0,143.67,500.8,222,4.34,3.79,198926.8
51,0.0,-90.0,90.0,145.84,500.8,225,4.4,3.96,201772.3
52,10.0,-80.0,100.0,144.65,500.8,210,4.4,4.03,199050.3
53,20.0,-70.0,110.0,142.17,500.8,199,4.36,4.06,197688.1
54,30.0,-60.0,120.0,142.01,500.8,188,4.37,4.11,196188.6
55,40.0,-50.0,130.0,145.31,500.8,172,4.41,4.07,205824.3
56,50.0,-40.0,140.0,144.75,626.9,171,4.35,3.97,203692.9
57,60.0,-30.0,150.0,146.43,626.9,170,4.34,4.12,204965.3
58,70.0,-20.0,160.0,138.94,626.9,151,4.26,4.01,203532.3
59,80.0,-10.0,170.0,139.83,626.9,133,4.32,3.99,202455.4
60,90.0,0.0,180.0,134.8,626.9,123,4.23,3.93,197661.8
61,100.0,10.0,190.0,137.43,626.9,124,4.23,3.94,201400.6
62,110.0,20.0,200.0,137.46,626.9,131,4.26,3.94,203161.8
63,120.0,30.0,210.0,139.67,626.9,132,4.32,4.09,205272.2
64,130.0,40.0,220.0,143.29,626.9,142,4.38,4.05,207436.0
65,140.0,50.0,230.0,144.81,626.9,147,4.44,4.03,208608.3
66,150.0,60.0,240.0,145.65,626.9,145,4.36,3.95,214151.7
67,160.0,70.0,250.0,144.71,626.9,147,4.31,3.87,216219.1
68,170.0,80.0,260.0,145.03,626.9,136,4.35,3.9,210587.4
69,180.0,90.0,270.0,143.04,626.9,133,4.29,3.81,213137.8
70,190.0,100.0,280.0,145.54,626.9,138,4.36,3.78,210051.3
71,200.0,110.0,290.0,144.21,626.9,143,4.34,3.74,209985.3
72,210.0,120.0,300.0,142.6,626.9,145,4.3,3.74,208664.3
73,220.0,130.0,310.0,143.64,626.9,157,4.31,3.92,210652.9
74,230.0,140.0,320.0,139.26,558.2,158,4.28,3.92,205596.9
75,240.0,150.0,330.0,136.68,558.2,155,4.22,3.84,205641.7
76,250.0,160.0,340.0,136.13,558.2,155,4.26,3.85,200090.9
77,260.0,170.0,350.0,135.98,558.2,153,4.25,3.86,204868.5
78,270.0,180.0,360.0,138.19,558.2,159,4.3,3.88,201788.6
79,280.0,190.0,370.0,134.76,558.2,157,4.3,3.84,195863.9
80,290.0,200.0,380.0,138.28,558.2,166,4.32,3.85,202292.4
81,300.0,210.0,390.0,137.9,558.2,164,4.32,3.75,200124.7
82,310.0,220.0,400.0,134.36,558.2,157,4.26,3.75,198480.6
83,320.0,230.0,410.0,135.54,531.2,157,4.22,3.82,197463.2
84,330.0,240.0,420.0,133.3,531.2,155,4.18,3.86,195336.2
85,340.0,250.0,430.0,133.68,531.2,163,4.28,3.9,190344.5
86,350.0,260.0,440.0,133.89,531.2,163,4.29,3.9,190277.2
87,360.0,270.0,450.0,133.61,531.2,159,4.29,3.91,187882.2
88,370.0,280.0,460.0,129.68,520.3,156,4.19,3.89,191658.1
89,380.0,290.0,470.0,130.87,520.3,154,4.22,3.89,192777.2
90,390.0,300.0,480.0,132.27,520.3,155,4.23,3.93,192805.2
91,400.0,310.0,490.0,129.68,520.3,139,4.18,3.73,187713.4
92,410.0,320.0,500.0,132.7,520.3,129,4.21,3.74,192077.3
93,420.0,330.0,510.0,132.68,520.3,128,4.23,3.78,191272.5
94,430.0,340.0,520.0,134.73,520.3,125,4.28,3.89,195205.8
95,440.0,350.0,530.0,132.78,520.3,132,4.24,3.83,193531.1
96,450.0,360.0,540.0,129.93,474.8,132,4.17,3.85,198860.1
97,460.0,370.0,550.0,130.58,474.8,133,4.15,3.88,200822.3
98,470.0,380.0,560.0,124.73,474.8,128,4.09,3.82,191571.1
99,480.0,390.0,570.0,122.27,474.8,130,4.01,3.79,190639.7
100,490.0,400.0,580.0,126.22,474.8,137,4.05,3.76,193192.3
101,500.0,410.0,590.0,121.82,365.8,138,3.98,3.6,192905.7
102,510.0,420.0,600.0,124.31,365.8,138,4.03,3.62,195421.5
103,520.0,430.0,610.0,120.32,365.8,130,3.87,3.57,197072.2
104,530.0,440.0,620.0,119.72,365.8,134,3.84,3.55,199211.1
105,540.0,450.0,630.0,119.68,365.8,137,3.85,3.56,201206.0
106,550.0,460.0,640.0,122.67,365.8,132,3.91,3.59,201877.9
107,560.0,470.0,650.0,123.86,365.8,134,3.94,3.71,198788.5
108,570.0,480.0,660.0,122.29,365.8,132,3.94,3.67,198279.1
109,580.0,490.0,670.0,121.86,365.8,133,3.93,3.66,198120.4
110,590.0,500.0,680.0,121.45,365.8,136,3.92,3.61,196306.6
111,600.0,510.0,690.0,121.95,365.8,143,3.86,3.52,206696.1
112,610.0,520.0,700.0,123.06,365.8,145,3.81,3.44,203101.0
113,620.0,530.0,710.0,123.09,365.8,143,3.87,3.52,196463.8
114,630.0,540.0,720.0,124.29,365.8,137,3.88,3.47,195369.4
115,640.0,550.0,730.0,124.07,365.8,141,3.86,3.39,198392.6
116,650.0,560.0,740.0,123.69,365.8,134,3.83,3.4,194841.9
117,660.0,570.0,750.0,124.98,365.8,138,3.93,3.48,194476.7
118,670.0,580.0,760.0,125.5,427.4,139,3.98,3.68,193605.9
119,680.0,590.0,770.0,127.96,427.4,142,4.07,3.92,191039.3
120,690.0,600.0,780.0,127.56,427.4,140,4.04,3.85,190892.9
121,700.0,610.0,790.0,128.45,427.4,134,4.04,3.8,195653.9
122,710.0,620.0,800.0,128.25,427.4,133,4.03,3.77,194756.6
123,720.0,630.0,810.0,128.57,427.4,134,4.03,3.75,192482.9
124,730.0,640.0,820.0,133.57,578.6,143,4.12,3.76,198207.2
125,740.0,650.0,830.0,135.81,578.6,146,4.17,3.77,205159.1
126,750.0,660.0,840.0,135.46,578.6,148,4.11,3.71,206593.4
127,760.0,670.0,850.0,134.44,578.6,147,4.09,3.71,205588.1
128,770.0,680.0,860.0,139.38,578.6,148,4.11,3.79,210618.0
129,780.0,690.0,870.0,140.09,578.6,141,4.19,3.86,202905.8
130,790.0,700.0,880.0,140.23,578.6,136,4.16,3.89,206365.4
131,800.0,710.0,890.0,146.68,578.6,140,4.22,3.85,215734.9
132,810.0,720.0,900.0,143.86,578.6,143,4.22,3.82,211159.5
133,820.0,730.0,910.0,143.79,578.6,141,4.27,3.9,207375.3
134,830.0,740.0,920.0,143.67,578.6,147,4.27,3.92,210650.9
135,840.0,750.0,930.0,146.71,578.6,144,4.22,3.89,216086.8
136,850.0,760.0,940.0,144.17,578.6,141,4.15,3.81,216088.5
137,860.0,770.0,950.0,160.13,1386.8,147,4.18,3.53,239372.8
138,870.0,780.0,960.0,160.03,1386.8,147,4.19,3.57,239367.8
139,880.0,790.0,970.0,158.97,1386.8,152,4.22,3.67,237282.1
140,890.0,800.0,980.0,158.84,1386.8,154,4.25,3.69,235942.2
141,900.0,810.0,990.0,157.13,1386.8,154,4.23,3.67,233912.6
142,910.0,820.0,1000.0,158.87,1386.8,150,4.2,3.83,233442.5
143,920.0,830.0,1010.0,158.36,1386.8,142,4.12,3.76,232169.3
144,930.0,840.0,1020.0,158.64,1386.8,141,4.17,3.89,228106.6
145,940.0,850.0,1030.0,158.58,1386.8,153,4.22,4.0,232079.7
146,950.0,860.0,1040.0,151.5,1386.8,163,4.14,3.95,226400.7
147,960.0,870.0,1050.0,150.37,1386.8,169,4.09,3.94,227922.7
148,970.0,880.0,1060.0,149.61,1386.8,173,4.08,3.9,226959.0
149,980.0,890.0,1070.0,146.46,1386.8,172,3.98,3.88,224167.5
150,990.0,900.0,1080.0,145.88,1386.8,175,3.93,3.83,224148.2
151,1000.0,910.0,1090.0,149.0,1386.8,176,3.97,3.86,225119.3
152,1010.0,920.0,1100.0,145.87,1386.8,187,3.92,3.74,218444.9
153,1020.0,930.0,1110.0,142.37,1386.8,188,3.86,3.71,214563.3
154,1030.0,940.0,1120.0,140.82,1386.8,196,3.83,3.71,220609.1
155,1040.0,950.0,1130.0,129.93,573.0,195,3.76,3.8,210313.4
156,1050.0,960.0,1140.0,129.32,573.0,198,3.77,3.79,209608.7
157,1060.0,970.0,1150.0,130.52,573.0,198,3.74,3.76,213472.3
158,1070.0,980.0,1160.0,129.35,573.0,203,3.69,3.75,211761.1
159,1080.0,990.0,1170.0,132.31,573.0,205,3.72,3.76,215233.7
160,1090.0,1000.0,1180.0,127.28,573.0,219,3.63,3.57,218344.6
161,1100.0,1010.0,1190.0,129.12,573.0,241,3.66,3.55,222337.4
162,1110.0,1020.0,1200.0,128.7,573.0,252,3.65,3.53,224377.5
163,1120.0,1030.0,1210.0,128.46,573.0,245,3.63,3.48,221958.1
164,1130.0,1040.0,1220.0,129.06,573.0,236,3.63,3.41,224735.9
165,1140.0,1050.0,1230.0,135.81,852.9,239,3.72,3.57,230369.5
166,1150.0,1060.0,1240.0,138.48,852.9,247,3.78,3.61,232829.0
167,1160.0,1070.0,1250.0,138.81,852.9,243,3.82,3.64,237166.0
168,1170.0,1080.0,1260.0,141.07,852.9,248,3.83,3.69,241966.1
169,1180.0,1090.0,1270.0,140.08,852.9,253,3.77,3.66,244972.2
170,1190.0,1100.0,1280.0,141.73,852.9,247,3.77,3.73,249501.5
171,1200.0,1110.0,1290.0,146.27,852.9,251,3.83,3.8,255980.4
172,1210.0,1120.0,1300.0,147.44,852.9,243,3.88,3.78,250827.3
173,1220.0,1130.0,1310.0,146.92,852.9,229,3.87,3.78,249681.9
174,1230.0,1140.0,1320.0,145.89,852.9,232,3.85,3.74,247078.8
175,1240.0,1150.0,1330.0,148.53,852.9,241,3.91,3.76,250318.3
176,1250.0,1160.0,1340.0,149.1,852.9,247,3.91,3.73,254089.5
177,1260.0,1170.0,1350.0,146.64,852.9,260,3.89,3.75,248883.6
178,1270.0,1180.0,1360.0,146.72,852.9,255,3.89,3.76,246758.7
179,1280.0,1190.0,1370.0,146.32,852.9,239,3.85,3.75,246703.4
180,1290.0,1200.0,1380.0,147.33,852.9,240,3.85,3.73,245723.0
181,1300.0,1210.0,1390.0,145.47,852.9,250,3.8,3.7,242554.9
182,1310.0,1220.0,1400.0,145.69,852.9,257,3.82,3.72,240991.0
183,1320.0,1230.0,1410.0,141.63,683.5,255,3.78,3.68,235151.5
184,1330.0,1240.0,1420.0,140.59,683.5,261,3.77,3.69,232004.0
185,1340.0,1250.0,1430.0,141.5,857.2,276,3.74,3.62,229285.3
186,1350.0,1260.0,1440.0,140.99,857.2,268,3.74,3.62,226283.0
187,1360.0,1270.0,1450.0,141.28,857.2,273,3.77,3.61,223007.6
188,1370.0,1280.0,1460.0,141.31,857.2,275,3.78,3.58,222344.5
189,1380.0,1290.0,1470.0,139.09,857.2,272,3.75,3.53,218036.6
190,1390.0,1300.0,1480.0,139.13,857.2,269,3.71,3.51,218431.4
191,1400.0,1310.0,1490.0,138.57,857.2,284,3.72,3.51,220805.6
192,1410.0,1320.0,1500.0,138.93,857.2,287,3.72,3.52,222583.0
193,1420.0,1330.0,1510.0,135.15,857.2,286,3.65,3.51,215694.4
194,1430.0,1340.0,1520.0,135.24,857.2,279,3.66,3.53,213226.3
195,1440.0,1350.0,1530.0,135.41,857.2,275,3.62,3.48,215085.0
196,1450.0,1360.0,1540.0,135.76,857.2,264,3.64,3.51,213244.9
197,1460.0,1370.0,1550.0,135.18,857.2,264,3.65,3.52,210657.0
198,1470.0,1380.0,1560.0,135.96,857.2,261,3.66,3.49,213058.8
199,1480.0,1390.0,1570.0,135.78,857.2,259,3.65,3.43,214840.8
200,1490.0,1400.0,1580.0,138.24,857.2,256,3.65,3.41,216881.5
201,1500.0,1410.0,1590.0,137.32,857.2,256,3.61,3.31,216247.9
202,1510.0,1420.0,1600.0,135.92,857.2,247,3.57,3.27,215256.4
203,1520.0,1430.0,1610.0,133.31,475.6,241,3.58,3.35,210432.8
204,1530.0,1440.0,1620.0,132.04,475.6,251,3.56,3.33,212423.2
205,1540.0,1450.0,1630.0,129.01,475.6,250,3.52,3.29,210995.8
206,1550.0,1460.0,1640.0,128.79,475.6,253,3.5,3.32,212488.6
207,1560.0,1470.0,1650.0,129.51,971.8,262,3.52,3.32,212805.2
208,1570.0,1480.0,1660.0,128.03,971.8,265,3.49,3.31,213886.1
209,1580.0,1490.0,1670.0,130.24,971.8,266,3.53,3.35,212398.0
210,1590.0,1500.0,1680.0,131.25,971.8,263,3.55,3.36,214935.5
211,1600.0,1510.0,1690.0,133.5,971.8,268,3.57,3.32,222400.9
212,1610.0,1520.0,1700.0,133.7,971.8,263,3.56,3.3,222100.9
213,1620.0,1530.0,1710.0,133.5,971.8,259,3.57,3.34,219438.7
214,1630.0,1540.0,1720.0,133.54,971.8,271,3.55,3.3,218081.5
215,1640.0,1550.0,1730.0,132.89,971.8,276,3.53,3.27,218631.9
216,1650.0,1560.0,1740.0,131.71,971.8,267,3.53,3.28,215992.0
217,1660.0,1570.0,1750.0,132.37,971.8,262,3.54,3.31,213733.6
218,1670.0,1580.0,1760.0,129.48,971.8,271,3.51,3.32,211218.4
219,1680.0,1590.0,1770.0,128.52,971.8,278,3.52,3.31,208055.9
220,1690.0,1600.0,1780.0,128.78,971.8,276,3.52,3.31,208818.8
221,1700.0,1610.0,1790.0,128.54,971.8,272,3.49,3.25,210955.9
222,1710.0,1620.0,1800.0,128.93,971.8,265,3.51,3.24,211042.7
223,1720.0,1630.0,1810.0,131.41,971.8,262,3.55,3.28,212439.1
224,1730.0,1640.0,1820.0,131.62,971.8,249,3.55,3.23,212795.6
225,1740.0,1650.0,1830.0,130.9,497.2,247,3.54,3.24,214759.9
226,1750.0,1660.0,1840.0,133.68,497.2,248,3.65,3.26,213490.2
227,1760.0,1670.0,1850.0,130.79,497.2,246,3.61,3.26,206815.8
228,1770.0,1680.0,1860.0,130.1,497.2,241,3.61,3.24,204135.5
229,1780.0,1690.0,1870.0,126.62,497.2,229,3.6,3.23,191418.4
230,1790.0,1700.0,1880.0,125.49,497.2,241,3.59,3.22,191175.2
231,1800.0,1710.0,1890.0,124.71,497.2,242,3.59,3.16,195603.5
232,1810.0,1720.0,1900.0,124.79,497.2,235,3.62,3.2,195278.3
233,1820.0,1730.0,1910.0,125.41,497.2,229,3.65,3.21,195686.6
234,1830.0,1740.0,1920.0,126.28,497.2,230,3.63,3.25,196866.3
235,1840.0,1750.0,1930.0,128.26,497.2,234,3.63,3.27,204976.4
236,1850.0,1760.0,1940.0,132.9,743.1,229,3.69,3.34,204985.2
237,1860.0,1770.0,1950.0,133.22,743.1,221,3.66,3.35,209610.9
238,1870.0,1780.0,1960.0,132.28,743.1,235,3.64,3.34,208033.7
239,1880.0,1790.0,1970.0,130.89,743.1,241,3.65,3.38,204170.3
240,1890.0,1800.0,1980.0,130.99,743.1,255,3.65,3.4,201128.9
241,1900.0,1810.0,1990.0,131.6,743.1,252,3.64,3.45,205521.1
242,1910.0,1820.0,2000.0,130.91,743.1,260,3.62,3.43,203585.1
243,1920.0,1830.0,2010.0,133.12,743.1,258,3.67,3.46,201990.5
244,1930.0,1840.0,2020.0,131.83,743.1,256,3.59,3.43,204214.3
245,1940.0,1850.0,2030.0,130.98,743.1,262,3.55,3.35,205905.0
246,1950.0,1860.0,2040.0,131.46,743.1,265,3.55,3.34,207859.9
247,1960.0,1870.0,2050.0,133.02,743.1,260,3.56,3.38,210684.5
248,1970.0,1880.0,2060.0,134.03,743.1,255,3.56,3.38,211499.5
249,1980.0,1890.0,2070.0,132.99,743.1,258,3.53,3.36,206496.0
250,1990.0,1900.0,2080.0,132.9,743.1,255,3.52,3.36,205690.7
251,2000.0,1910.0,2090.0,135.45,743.1,263,3.55,3.39,210480.3
252,2010.0,1920.0,2100.0,134.8,743.1,270,3.58,3.35,207388.7
253,2020.0,1930.0,2110.0,134.48,743.1,265,3.6,3.36,204827.5
254,2030.0,1940.0,2120.0,131.96,531.7,263,3.58,3.29,202577.6
255,2040.0,1950.0,2130.0,131.95,531.7,264,3.58,3.31,202837.5
256,2050.0,1960.0,2140.0,135.87,531.7,249,3.63,3.33,209127.5
257,2060.0,1970.0,2150.0,137.31,531.7,240,3.64,3.29,209849.0
258,2070.0,1980.0,2160.0,138.3,531.7,233,3.64,3.3,211767.0
259,2080.0,1990.0,2170.0,135.19,467.8,237,3.61,3.22,204777.2
260,2090.0,2000.0,2180.0,133.65,467.8,245,3.59,3.21,205665.0
261,2100.0,2010.0,2190.0,132.88,648.3,244,3.52,3.17,209103.0
262,2110.0,2020.0,2200.0,132.85,648.3,249,3.52,3.18,208574.8
263,2120.0,2030.0,2210.0,133.56,648.3,243,3.53,3.19,212534.2
264,2130.0,2040.0,2220.0,132.5,648.3,255,3.55,3.22,208840.6
265,2140.0,2050.0,2230.0,132.63,648.3,266,3.53,3.22,213212.4
266,2150.0,2060.0,2240.0,134.2,648.3,270,3.56,3.25,215653.0
267,2160.0,2070.0,2250.0,135.31,648.3,264,3.6,3.27,219958.2
268,2170.0,2080.0,2260.0,135.27,648.3,272,3.57,3.21,220339.2
269,2180.0,2090.0,2270.0,132.97,648.3,279,3.56,3.17,215065.3
270,2190.0,2100.0,2280.0,133.9,648.3,271,3.54,3.21,220087.1
271,2200.0,2110.0,2290.0,133.82,648.3,276,3.52,3.24,221383.2
272,2210.0,2120.0,2300.0,132.74,648.3,271,3.53,3.27,223228.7
273,2220.0,2130.0,2310.0,132.36,648.3,269,3.54,3.27,222285.5
274,2230.0,2140.0,2320.0,128.17,648.3,269,3.5,3.23,214990.7
275,2240.0,2150.0,2330.0,127.79,648.3,272,3.46,3.25,218435.3
276,2250.0,2160.0,2340.0,126.5,648.3,273,3.44,3.25,216204.2
277,2260.0,2170.0,2350.0,129.79,648.3,274,3.48,3.26,218177.3
278,2270.0,2180.0,2360.0,132.3,648.3,266,3.5,3.3,219616.1
279,2280.0,2190.0,2370.0,128.74,504.1,263,3.49,3.3,213195.8
280,2290.0,2200.0,2380.0,129.51,504.1,257,3.52,3.33,213215.1
281,2300.0,2210.0,2390.0,128.77,504.1,255,3.49,3.28,209990.3
282,2310.0,2220.0,2400.0,128.91,504.1,245,3.47,3.26,210239.8
283,2320.0,2230.0,2410.0,127.66,504.1,246,3.45,3.25,202632.9
284,2330.0,2240.0,2420.0,126.85,504.1,240,3.41,3.21,201190.3
285,2340.0,2250.0,2430.0,128.06,504.1,232,3.42,3.25,199490.9
286,2350.0,2260.0,2440.0,128.82,545.8,237,3.43,3.28,204230.7
287,2360.0,2270.0,2450.0,128.2,545.8,223,3.4,3.33,204166.6
288,2370.0,2280.0,2460.0,128.09,545.8,227,3.39,3.31,202583.2
289,2380.0,2290.0,2470.0,128.17,545.8,227,3.45,3.32,198372.5
290,2390.0,2300.0,2480.0,126.81,545.8,232,3.42,3.33,197703.5
291,2400.0,2310.0,2490.0,128.49,545.8,237,3.45,3.35,199761.1
292,2410.0,2320.0,2500.0,130.74,545.8,239,3.46,3.34,205661.5
293,2420.0,2330.0,2510.0,131.87,545.8,240,3.49,3.35,202868.8
294,2430.0,2340.0,2520.0,134.06,545.8,237,3.57,3.39,206027.6
295,2440.0,2350.0,2530.0,131.79,545.8,230,3.52,3.38,207757.1
296,2450.0,2360.0,2540.0,131.39,545.8,224,3.53,3.39,208544.7
297,2460.0,2370.0,2550.0,135.37,580.3,232,3.55,3.43,213108.5
298,2470.0,2380.0,2560.0,139.31,580.3,242,3.58,3.47,218586.4
299,2480.0,2390.0,2570.0,139.9,580.3,239,3.59,3.51,219688.9
300,2490.0,2400.0,2580.0,141.87,580.3,241,3.63,3.54,221963.4
301,2500.0,2410.0,2590.0,142.28,580.3,231,3.64,3.52,225383.4
302,2510.0,2420.0,2600.0,142.44,580.3,225,3.66,3.56,226823.2
303,2520.0,2430.0,2610.0,142.84,580.3,225,3.7,3.52,226385.7
304,2530.0,2440.0,2620.0,142.63,580.3,212,3.7,3.56,223809.1
305,2540.0,2450.0,2630.0,141.93,580.3,221,3.71,3.46,223156.9
306,2550.0,2460.0,2640.0,141.57,580.3,219,3.74,3.46,224090.9
307,2560.0,2470.0,2650.0,139.67,580.3,208,3.71,3.42,222085.9
308,2570.0,2480.0,2660.0,141.8,580.3,206,3.7,3.39,226337.8
309,2580.0,2490.0,2670.0,140.3,580.3,200,3.67,3.38,224859.7
310,2590.0,2500.0,2680.0,144.31,870.0,198,3.69,3.44,230356.2
311,2600.0,2510.0,2690.0,146.75,870.0,203,3.71,3.41,234770.0
312,2610.0,2520.0,2700.0,145.96,870.0,200,3.64,3.34,233377.4
313,2620.0,2530.0,2710.0,147.1,870.0,196,3.68,3.41,232024.9
314,2630.0,2540.0,2720.0,146.93,870.0,191,3.69,3.4,229249.0
315,2640.0,2550.0,2730.0,145.44,870.0,187,3.67,3.32,226592.3
316,2650.0,2560.0,2740.0,138.86,870.0,175,3.59,3.19,220661.0
317,2660.0,2570.0,2750.0,140.89,870.0,169,3.6,3.18,223433.2
318,2670.0,2580.0,2760.0,137.73,870.0,162,3.56,3.14,221778.2
319,2680.0,2590.0,2770.0,138.12,870.0,162,3.55,3.11,226510.4
320,2690.0,2600.0,2780.0,137.61,870.0,172,3.54,3.14,228353.4
321,2700.0,2610.0,2790.0,134.42,870.0,177,3.41,3.12,228784.5
322,2710.0,2620.0,2800.0,133.87,870.0,189,3.42,3.14,232847.2
323,2720.0,2630.0,2810.0,133.84,870.0,190,3.34,3.15,231369.0
324,2730.0,2640.0,2820.0,132.86,870.0,197,3.27,3.12,234149.8
325,2740.0,2650.0,2830.0,133.65,870.0,212,3.26,3.14,240590.3
326,2750.0,2660.0,2840.0,134.08,870.0,218,3.28,3.12,237307.7
327,2760.0,2670.0,2850.0,134.7,870.0,223,3.29,3.09,237023.1
328,2770.0,2680.0,2860.0,131.58,768.7,229,3.33,3.08,227832.3
329,2780.0,2690.0,2870.0,128.64,768.7,223,3.28,3.06,224097.6
330,2790.0,2700.0,2880.0,129.08,768.7,224,3.28,3.1,223830.9
331,2800.0,2710.0,2890.0,128.37,768.7,224,3.26,3.05,225101.1
332,2810.0,2720.0,2900.0,129.52,768.7,228,3.28,3.09,226684.1
333,2820.0,2730.0,2910.0,125.89,483.9,233,3.28,3.11,221621.0
334,2830.0,2740.0,2920.0,127.25,483.9,247,3.34,3.24,220856.5
335,2840.0,2750.0,2930.0,131.91,717.1,267,3.38,3.32,230996.6
336,2850.0,2760.0,2940.0,130.83,717.1,272,3.37,3.31,229616.8
337,2860.0,2770.0,2950.0,132.35,717.1,280,3.4,3.33,226184.0
338,2870.0,2780.0,2960.0,133.12,717.1,279,3.42,3.36,227435.3
339,2880.0,2790.0,2970.0,132.97,717.1,287,3.45,3.37,224132.3
340,2890.0,2800.0,2980.0,135.1,717.1,284,3.49,3.4,221188.5
341,2900.0,2810.0,2990.0,136.42,717.1,278,3.52,3.45,225203.1
342,2910.0,2820.0,3000.0,137.03,717.1,278,3.54,3.46,224621.8
343,2920.0,2830.0,3010.0,137.0,717.1,274,3.55,3.46,219231.9
344,2930.0,2840.0,3020.0,137.23,717.1,275,3.55,3.5,220875.5
345,2940.0,2850.0,3030.0,135.54,717.1,277,3.52,3.48,220740.3
346,2950.0,2860.0,3040.0,132.34,717.1,276,3.45,3.44,221458.1
347,2960.0,2870.0,3050.0,133.29,717.1,278,3.45,3.44,226241.3
348,2970.0,2880.0,3060.0,132.39,717.1,272,3.44,3.41,227054.7
349,2980.0,2890.0,3070.0,132.38,717.1,271,3.47,3.43,225679.1
350,2990.0,2900.0,3080.0,134.21,717.1,276,3.47,3.44,226660.2
351,3000.0,2910.0,3090.0,136.92,717.1,271,3.47,3.46,231340.9
352,3010.0,2920.0,3100.0,136.96,717.1,268,3.46,3.42,230637.6
353,3020.0,2930.0,3110.0,131.8,547.9,255,3.42,3.35,218964.4
