,p1_center,p1_sigma,p2_amplitude,p2_center,p2_sigma,tmean,tstart,tstop,kinetics
-585.0,0.559,0.1267,0.1219,0.902,0.0875,-585.0,-600,-570,0.1219
-575.0,0.559,0.1267,0.1344,0.902,0.0875,-575.0,-590,-560,0.1344
-565.0,0.559,0.1267,0.1496,0.902,0.0875,-565.0,-580,-550,0.1496
-555.0,0.559,0.1267,0.2248,0.902,0.0875,-555.0,-570,-540,0.2248
-545.0,0.559,0.1267,0.2125,0.902,0.0875,-545.0,-560,-530,0.2125
-535.0,0.559,0.1267,0.1931,0.902,0.0875,-535.0,-550,-520,0.1931
-525.0,0.559,0.1267,0.1646,0.902,0.0875,-525.0,-540,-510,0.1646
-515.0,0.559,0.1267,0.3339,0.902,0.0875,-515.0,-530,-500,0.3339
-505.0,0.559,0.1267,0.3792,0.902,0.0875,-505.0,-520,-490,0.3792
-495.0,0.559,0.1267,0.3842,0.902,0.0875,-495.0,-510,-480,0.3842
-485.0,0.559,0.1267,0.2704,0.902,0.0875,-485.0,-500,-470,0.2704
-475.0,0.559,0.1267,0.2375,0.902,0.0875,-475.0,-490,-460,0.2375
-465.0,0.559,0.1267,0.1166,0.902,0.0875,-465.0,-480,-450,0.1166
-455.0,0.559,0.1267,0.1498,0.902,0.0875,-455.0,-470,-440,0.1498
-445.0,0.559,0.1267,0.1012,0.902,0.0875,-445.0,-460,-430,0.1012
-435.0,0.559,0.1267,0.1313,0.902,0.0875,-435.0,-450,-420,0.1313
-425.0,0.559,0.1267,0.1863,0.902,0.0875,-425.0,-440,-410,0.1863
-415.0,0.559,0.1267,0.3096,0.902,0.0875,-415.0,-430,-400,0.3096
-405.0,0.559,0.1267,0.343,0.902,0.0875,-405.0,-420,-390,0.343
-395.0,0.559,0.1267,0.3535,0.902,0.0875,-395.0,-410,-380,0.3535
-385.0,0.559,0.1267,0.2726,0.902,0.0875,-385.0,-400,-370,0.2726
-375.0,0.559,0.1267,0.1985,0.902,0.0875,-375.0,-390,-360,0.1985
-365.0,0.559,0.1267,0.0631,0.902,0.0875,-365.0,-380,-350,0.0631
-355.0,0.559,0.1267,0.0352,0.902,0.0875,-355.0,-370,-340,0.0352
-345.0,0.559,0.1267,0.1146,0.902,0.0875,-345.0,-360,-330,0.1146
-335.0,0.559,0.1267,0.1741,0.902,0.0875,-335.0,-350,-320,0.1741
-325.0,0.559,0.1267,0.1949,0.902,0.0875,-325.0,-340,-310,0.1949
-315.0,0.559,0.1267,0.1497,0.902,0.0875,-315.0,-330,-300,0.1497
-305.0,0.559,0.1267,0.093,0.902,0.0875,-305.0,-320,-290,0.093
-295.0,0.559,0.1267,0.0923,0.902,0.0875,-295.0,-310,-280,0.0923
-285.0,0.559,0.1267,0.061,0.902,0.0875,-285.0,-300,-270,0.061
-275.0,0.559,0.1267,0.1086,0.902,0.0875,-275.0,-290,-260,0.1086
-265.0,0.559,0.1267,0.0854,0.902,0.0875,-265.0,-280,-250,0.0854
-255.0,0.559,0.1267,0.0981,0.902,0.0875,-255.0,-270,-240,0.0981
-245.0,0.559,0.1267,0.1186,0.902,0.0875,-245.0,-260,-230,0.1186
-235.0,0.559,0.1267,0.1075,0.902,0.0875,-235.0,-250,-220,0.1075
-225.0,0.559,0.1267,0.249,0.902,0.0875,-225.0,-240,-210,0.249
-215.0,0.559,0.1267,0.2247,0.902,0.0875,-215.0,-230,-200,0.2247
-205.0,0.559,0.1267,0.3344,0.902,0.0875,-205.0,-220,-190,0.3344
-195.0,0.559,0.1267,0.2705,0.902,0.0875,-195.0,-210,-180,0.2705
-185.0,0.559,0.1267,0.2984,0.902,0.0875,-185.0,-200,-170,0.2984
-175.0,0.559,0.1267,0.2793,0.902,0.0875,-175.0,-190,-160,0.2793
-165.0,0.559,0.1267,0.2014,0.902,0.0875,-165.0,-180,-150,0.2014
-155.0,0.559,0.1267,0.1951,0.902,0.0875,-155.0,-170,-140,0.1951
-145.0,0.559,0.1267,0.1427,0.902,0.0875,-145.0,-160,-130,0.1427
-135.0,0.559,0.1267,0.2064,0.902,0.0875,-135.0,-150,-120,0.2064
-125.0,0.559,0.1267,0.2436,0.902,0.0875,-125.0,-140,-110,0.2436
-115.0,0.559,0.1267,0.2038,0.902,0.0875,-115.0,-130,-100,0.2038
-105.0,0.559,0.1267,0.2405,0.902,0.0875,-105.0,-120,-90,0.2405
-95.0,0.559,0.1267,0.2703,0.902,0.0875,-95.0,-110,-80,0.2703
-85.0,0.559,0.1267,0.3502,0.902,0.0875,-85.0,-100,-70,0.3502
-75.0,0.559,0.1267,0.2623,0.902,0.0875,-75.0,-90,-60,0.2623
-65.0,0.559,0.1267,0.163,0.902,0.0875,-65.0,-80,-50,0.163
-55.0,0.559,0.1267,0.1626,0.902,0.0875,-55.0,-70,-40,0.1626
-45.0,0.559,0.1267,0.1817,0.902,0.0875,-45.0,-60,-30,0.1817
-35.0,0.559,0.1267,0.0812,0.902,0.0875,-35.0,-50,-20,0.0812
-25.0,0.559,0.1267,0.0464,0.902,0.0875,-25.0,-40,-10,0.0464
-15.0,0.559,0.1267,0.0715,0.902,0.0875,-15.0,-30,0,0.0715
-5.0,0.559,0.1267,0.1479,0.902,0.0875,-5.0,-20,10,0.1479
5.0,0.559,0.1267,0.2727,0.902,0.0875,5.0,-10,20,0.2727
15.0,0.559,0.1267,0.1574,0.902,0.0875,15.0,0,30,0.1574
25.0,0.559,0.1267,0.3112,0.902,0.0875,25.0,10,40,0.3112
35.0,0.559,0.1267,0.269,0.902,0.0875,35.0,20,50,0.269
45.0,0.559,0.1267,0.322,0.902,0.0875,45.0,30,60,0.322
55.0,0.559,0.1267,0.2715,0.902,0.0875,55.0,40,70,0.2715
65.0,0.559,0.1267,0.3782,0.902,0.0875,65.0,50,80,0.3782
75.0,0.559,0.1267,0.4568,0.902,0.0875,75.0,60,90,0.4568
85.0,0.559,0.1267,0.6024,0.902,0.0875,85.0,70,100,0.6024
95.0,0.559,0.1267,0.5775,0.902,0.0875,95.0,80,110,0.5775
105.0,0.559,0.1267,0.6614,0.902,0.0875,105.0,90,120,0.6614
115.0,0.559,0.1267,0.432,0.902,0.0875,115.0,100,130,0.432
125.0,0.559,0.1267,0.434,0.902,0.0875,125.0,110,140,0.434
135.0,0.559,0.1267,0.4433,0.902,0.0875,135.0,120,150,0.4433
145.0,0.559,0.1267,0.4879,0.902,0.0875,145.0,130,160,0.4879
155.0,0.559,0.1267,0.5241,0.902,0.0875,155.0,140,170,0.5241
165.0,0.559,0.1267,0.4513,0.902,0.0875,165.0,150,180,0.4513
175.0,0.559,0.1267,0.5221,0.902,0.0875,175.0,160,190,0.5221
185.0,0.559,0.1267,0.4875,0.902,0.0875,185.0,170,200,0.4875
