,p1_center,p1_sigma,p2_amplitude,p2_center,p2_sigma,tmean,tstart,tstop,kinetics
-870.0,0.571,0.1435,0.2019,0.918,0.0716,-870.0,-900,-840,0.2019
-860.0,0.571,0.1435,0.1693,0.918,0.0716,-860.0,-890,-830,0.1693
-850.0,0.571,0.1435,0.1751,0.918,0.0716,-850.0,-880,-820,0.1751
-840.0,0.571,0.1435,0.1671,0.918,0.0716,-840.0,-870,-810,0.1671
-830.0,0.571,0.1435,0.1537,0.918,0.0716,-830.0,-860,-800,0.1537
-820.0,0.571,0.1435,0.1629,0.918,0.0716,-820.0,-850,-790,0.1629
-810.0,0.571,0.1435,0.1914,0.918,0.0716,-810.0,-840,-780,0.1914
-800.0,0.571,0.1435,0.1958,0.918,0.0716,-800.0,-830,-770,0.1958
-790.0,0.571,0.1435,0.1977,0.918,0.0716,-790.0,-820,-760,0.1977
-780.0,0.571,0.1435,0.1988,0.918,0.0716,-780.0,-810,-750,0.1988
-770.0,0.571,0.1435,0.1898,0.918,0.0716,-770.0,-800,-740,0.1898
-760.0,0.571,0.1435,0.1761,0.918,0.0716,-760.0,-790,-730,0.1761
-750.0,0.571,0.1435,0.1422,0.918,0.0716,-750.0,-780,-720,0.1422
-740.0,0.571,0.1435,0.1495,0.918,0.0716,-740.0,-770,-710,0.1495
-730.0,0.571,0.1435,0.1585,0.918,0.0716,-730.0,-760,-700,0.1585
-720.0,0.571,0.1435,0.1453,0.918,0.0716,-720.0,-750,-690,0.1453
-710.0,0.571,0.1435,0.1136,0.918,0.0716,-710.0,-740,-680,0.1136
-700.0,0.571,0.1435,0.1077,0.918,0.0716,-700.0,-730,-670,0.1077
-690.0,0.571,0.1435,0.1281,0.918,0.0716,-690.0,-720,-660,0.1281
-680.0,0.571,0.1435,0.1419,0.918,0.0716,-680.0,-710,-650,0.1419
-670.0,0.571,0.1435,0.1335,0.918,0.0716,-670.0,-700,-640,0.1335
-660.0,0.571,0.1435,0.1485,0.918,0.0716,-660.0,-690,-630,0.1485
-650.0,0.571,0.1435,0.1764,0.918,0.0716,-650.0,-680,-620,0.1764
-640.0,0.571,0.1435,0.1901,0.918,0.0716,-640.0,-670,-610,0.1901
-630.0,0.571,0.1435,0.1919,0.918,0.0716,-630.0,-660,-600,0.1919
-620.0,0.571,0.1435,0.1661,0.918,0.0716,-620.0,-650,-590,0.1661
-610.0,0.571,0.1435,0.1465,0.918,0.0716,-610.0,-640,-580,0.1465
-600.0,0.571,0.1435,0.1309,0.918,0.0716,-600.0,-630,-570,0.1309
-590.0,0.571,0.1435,0.1206,0.918,0.0716,-590.0,-620,-560,0.1206
-580.0,0.571,0.1435,0.0913,0.918,0.0716,-580.0,-610,-550,0.0913
-570.0,0.571,0.1435,0.063,0.918,0.0716,-570.0,-600,-540,0.063
-560.0,0.571,0.1435,0.0634,0.918,0.0716,-560.0,-590,-530,0.0634
-550.0,0.571,0.1435,0.0842,0.918,0.0716,-550.0,-580,-520,0.0842
-540.0,0.571,0.1435,0.1049,0.918,0.0716,-540.0,-570,-510,0.1049
-530.0,0.571,0.1435,0.1157,0.918,0.0716,-530.0,-560,-500,0.1157
-520.0,0.571,0.1435,0.1469,0.918,0.0716,-520.0,-550,-490,0.1469
-510.0,0.571,0.1435,0.1651,0.918,0.0716,-510.0,-540,-480,0.1651
