,tmean,tstart,tstop,size_mean,size_max,num_bursts,burst_width,burst_width_high,phrate_mean
353,2720.0,2630.0,2810.0,127.58,697.4,522,3.19,3.02,218993.7
354,2730.0,2640.0,2820.0,128.32,697.4,519,3.2,3.04,219459.1
355,2740.0,2650.0,2830.0,128.69,697.4,525,3.2,3.01,222885.3
356,2750.0,2660.0,2840.0,129.0,697.4,517,3.19,3.01,222408.5
357,2760.0,2670.0,2850.0,128.95,697.4,517,3.19,3.01,221519.2
358,2770.0,2680.0,2860.0,128.7,697.4,533,3.18,3.01,220194.5
359,2780.0,2690.0,2870.0,130.58,697.4,531,3.19,3.02,224790.1
360,2790.0,2700.0,2880.0,130.87,697.4,518,3.21,3.03,224795.9
361,2800.0,2710.0,2890.0,132.09,697.4,507,3.21,3.01,228922.5
362,2810.0,2720.0,2900.0,132.12,697.4,508,3.21,3.01,228605.3
363,2820.0,2730.0,2910.0,130.99,555.1,503,3.21,3.0,225431.6
364,2830.0,2740.0,2920.0,132.52,626.3,512,3.27,3.0,222660.1
365,2840.0,2750.0,2930.0,131.01,626.3,513,3.27,2.98,219312.9
366,2850.0,2760.0,2940.0,129.75,626.3,504,3.26,2.98,217780.1
367,2860.0,2770.0,2950.0,129.63,626.3,501,3.25,2.99,216290.8
368,2870.0,2780.0,2960.0,131.51,626.3,494,3.26,2.96,218962.1
369,2880.0,2790.0,2970.0,129.85,626.3,488,3.24,2.91,217526.3
370,2890.0,2800.0,2980.0,130.89,626.3,485,3.27,2.93,217914.6
371,2900.0,2810.0,2990.0,133.79,626.3,485,3.3,2.93,223360.7
372,2910.0,2820.0,3000.0,133.06,626.3,488,3.28,2.92,222657.9
373,2920.0,2830.0,3010.0,133.26,626.3,489,3.28,2.96,221530.9
374,2930.0,2840.0,3020.0,131.11,626.3,481,3.27,2.96,218007.3
375,2940.0,2850.0,3030.0,130.89,626.3,498,3.26,2.97,216859.2
376,2950.0,2860.0,3040.0,132.92,674.7,490,3.3,2.97,218187.2
377,2960.0,2870.0,3050.0,130.96,674.7,477,3.28,2.91,214038.7
378,2970.0,2880.0,3060.0,132.26,674.7,492,3.3,2.99,216332.3
379,2980.0,2890.0,3070.0,132.09,674.7,494,3.3,3.0,213851.0
380,2990.0,2900.0,3080.0,134.98,674.7,505,3.34,3.04,218635.7
381,3000.0,2910.0,3090.0,133.16,674.7,511,3.29,3.0,216371.5
382,3010.0,2920.0,3100.0,132.15,674.7,496,3.23,2.98,219833.6
383,3020.0,2930.0,3110.0,135.0,674.7,484,3.25,2.99,224910.3
384,3030.0,2940.0,3120.0,135.13,674.7,488,3.22,2.97,225244.6
385,3040.0,2950.0,3130.0,135.02,674.7,482,3.22,2.97,224755.3
386,3050.0,2960.0,3140.0,133.63,674.7,491,3.22,3.0,223346.4
387,3060.0,2970.0,3150.0,134.67,674.7,494,3.23,3.05,225337.0
388,3070.0,2980.0,3160.0,133.23,674.7,511,3.2,3.04,227737.4
389,3080.0,2990.0,3170.0,130.75,674.7,505,3.16,3.04,225791.9
390,3090.0,3000.0,3180.0,130.67,674.7,503,3.17,3.05,223201.1
391,3100.0,3010.0,3190.0,130.48,674.7,501,3.17,3.05,223252.3
392,3110.0,3020.0,3200.0,130.66,674.7,501,3.18,3.05,223451.0
393,3120.0,3030.0,3210.0,130.65,674.7,495,3.17,3.02,226208.0
394,3130.0,3040.0,3220.0,129.34,646.9,504,3.16,3.05,224195.0
395,3140.0,3050.0,3230.0,130.96,646.9,519,3.17,3.08,225538.4
396,3150.0,3060.0,3240.0,129.24,646.9,522,3.14,3.04,223262.0
397,3160.0,3070.0,3250.0,128.52,646.9,520,3.11,3.02,221899.4
398,3170.0,3080.0,3260.0,126.11,592.7,504,3.07,2.98,218626.7
399,3180.0,3090.0,3270.0,126.32,592.7,498,3.06,2.96,220416.8
400,3190.0,3100.0,3280.0,126.66,592.7,508,3.08,3.0,220755.9
401,3200.0,3110.0,3290.0,128.93,733.6,522,3.12,3.05,220772.9
402,3210.0,3120.0,3300.0,129.38,733.6,521,3.14,3.06,220452.7
403,3220.0,3130.0,3310.0,128.91,733.6,535,3.12,3.02,223244.5
404,3230.0,3140.0,3320.0,129.84,733.6,536,3.1,3.0,227140.0
405,3240.0,3150.0,3330.0,130.02,733.6,534,3.1,2.99,229298.2
406,3250.0,3160.0,3340.0,130.96,733.6,524,3.12,2.99,228231.8
407,3260.0,3170.0,3350.0,131.79,733.6,530,3.12,3.02,227886.0
408,3270.0,3180.0,3360.0,132.43,733.6,540,3.11,2.99,233266.2
409,3280.0,3190.0,3370.0,132.66,733.6,552,3.11,2.98,232095.4
410,3290.0,3200.0,3380.0,132.49,733.6,573,3.11,2.98,231999.7
411,3300.0,3210.0,3390.0,131.04,733.6,578,3.1,2.99,227381.5
412,3310.0,3220.0,3400.0,130.13,733.6,569,3.08,2.96,226914.3
413,3320.0,3230.0,3410.0,129.06,733.6,564,3.07,2.92,226976.1
414,3330.0,3240.0,3420.0,128.07,733.6,551,3.05,2.89,228475.1
415,3340.0,3250.0,3430.0,128.87,733.6,560,3.07,2.9,231651.0
416,3350.0,3260.0,3440.0,129.26,733.6,563,3.09,2.96,230082.9
417,3360.0,3270.0,3450.0,130.19,733.6,556,3.11,2.97,231186.0
418,3370.0,3280.0,3460.0,129.92,733.6,546,3.1,2.94,231889.0
419,3380.0,3290.0,3470.0,126.5,485.5,542,3.04,2.89,229359.1
420,3390.0,3300.0,3480.0,125.39,485.5,549,3.03,2.9,228533.5
421,3400.0,3310.0,3490.0,125.29,485.5,564,3.07,2.93,226632.2
422,3410.0,3320.0,3500.0,124.78,485.5,560,3.09,2.94,220842.1
423,3420.0,3330.0,3510.0,125.09,485.5,550,3.09,2.95,220087.6
424,3430.0,3340.0,3520.0,123.56,485.5,560,3.07,2.94,217713.5
425,3440.0,3350.0,3530.0,125.85,516.8,565,3.09,2.94,221805.6
426,3450.0,3360.0,3540.0,125.34,516.8,570,3.1,2.94,218434.0
427,3460.0,3370.0,3550.0,125.12,516.8,559,3.1,2.92,219336.2
428,3470.0,3380.0,3560.0,126.98,536.4,536,3.11,2.95,223100.8
429,3480.0,3390.0,3570.0,127.88,536.4,532,3.1,2.92,227230.3
430,3490.0,3400.0,3580.0,127.71,536.4,529,3.11,2.94,226070.1
431,3500.0,3410.0,3590.0,128.38,606.9,541,3.13,2.95,222225.5
