,tmean,tstart,tstop,size_mean,size_max,num_bursts,burst_width,burst_width_high,phrate_mean
56,-250.0,-340.0,-160.0,139.65,776.6,872,3.59,3.06,215418.9
57,-240.0,-330.0,-150.0,139.62,776.6,873,3.59,3.05,216043.9
58,-230.0,-320.0,-140.0,140.03,776.6,878,3.61,3.1,217385.4
59,-220.0,-310.0,-130.0,140.07,776.6,843,3.6,3.05,218823.4
60,-210.0,-300.0,-120.0,140.74,776.6,835,3.63,3.07,216432.6
61,-200.0,-290.0,-110.0,140.83,776.6,820,3.63,3.02,214389.1
62,-190.0,-280.0,-100.0,139.37,776.6,818,3.63,3.07,213339.0
63,-180.0,-270.0,-90.0,139.73,776.6,805,3.63,3.06,214019.9
64,-170.0,-260.0,-80.0,139.63,776.6,782,3.62,3.05,214578.6
65,-160.0,-250.0,-70.0,140.93,776.6,808,3.64,3.08,218539.0
66,-150.0,-240.0,-60.0,140.04,776.6,794,3.64,3.02,218843.0
67,-140.0,-230.0,-50.0,140.5,776.6,801,3.66,3.03,220470.6
68,-130.0,-220.0,-40.0,141.64,776.6,776,3.66,2.99,222142.4
69,-120.0,-210.0,-30.0,141.93,776.6,759,3.65,3.0,223216.0
70,-110.0,-200.0,-20.0,141.95,776.6,735,3.66,3.02,223594.3
71,-100.0,-190.0,-10.0,143.52,776.6,753,3.66,3.06,226925.7
72,-90.0,-180.0,0.0,142.8,776.6,746,3.66,3.05,225495.6
73,-80.0,-170.0,10.0,141.94,709.3,704,3.66,3.07,224271.3
74,-70.0,-160.0,20.0,141.07,709.3,681,3.67,3.09,223161.4
75,-60.0,-150.0,30.0,143.39,709.3,649,3.76,3.32,220762.5
76,-50.0,-140.0,40.0,144.2,709.3,623,3.77,3.26,220971.7
77,-40.0,-130.0,50.0,143.79,884.5,611,3.78,3.23,219867.0
78,-30.0,-120.0,60.0,143.25,884.5,613,3.79,3.27,221149.1
79,-20.0,-110.0,70.0,143.16,884.5,586,3.81,3.32,223738.1
80,-10.0,-100.0,80.0,146.42,884.5,552,3.88,3.39,225196.2
81,0.0,-90.0,90.0,145.2,884.5,542,3.88,3.43,225476.9
82,10.0,-80.0,100.0,142.84,884.5,520,3.88,3.44,223240.5
83,20.0,-70.0,110.0,141.33,884.5,494,3.88,3.55,217053.1
84,30.0,-60.0,120.0,143.78,884.5,492,3.95,3.67,216301.0
85,40.0,-50.0,130.0,142.9,884.5,465,3.96,3.69,214080.6
86,50.0,-40.0,140.0,143.57,884.5,457,4.02,3.79,213486.2
87,60.0,-30.0,150.0,141.22,884.5,440,4.01,3.81,210544.1
88,70.0,-20.0,160.0,142.95,884.5,445,4.07,3.79,210891.7
89,80.0,-10.0,170.0,142.19,884.5,415,4.15,3.79,205871.6
90,90.0,0.0,180.0,141.77,884.5,408,4.2,3.81,204206.6
91,100.0,10.0,190.0,140.6,884.5,409,4.15,3.77,203969.2
92,110.0,20.0,200.0,141.64,884.5,448,4.1,3.77,207628.0
93,120.0,30.0,210.0,138.77,884.5,457,4.0,3.68,207475.9
94,130.0,40.0,220.0,135.38,884.5,465,3.97,3.69,202357.4
95,140.0,50.0,230.0,135.79,549.7,471,3.99,3.7,203554.6
96,150.0,60.0,240.0,136.08,549.7,444,3.99,3.7,203479.8
97,160.0,70.0,250.0,136.32,549.7,467,4.04,3.74,202629.0
98,170.0,80.0,260.0,134.11,549.7,464,3.99,3.69,199025.8
99,180.0,90.0,270.0,134.31,657.3,467,3.99,3.69,199076.6
100,190.0,100.0,280.0,135.86,657.3,463,4.01,3.69,202958.9
101,200.0,110.0,290.0,135.23,657.3,453,4.0,3.67,204028.4
102,210.0,120.0,300.0,134.82,657.3,451,3.97,3.69,202308.0
103,220.0,130.0,310.0,135.17,657.3,461,3.99,3.73,202788.4
104,230.0,140.0,320.0,133.41,657.3,464,3.96,3.7,199633.4
105,240.0,150.0,330.0,133.55,657.3,469,3.97,3.72,199479.3
106,250.0,160.0,340.0,132.26,657.3,453,3.92,3.73,199076.9
107,260.0,170.0,350.0,132.8,657.3,452,3.93,3.72,199530.9
108,270.0,180.0,360.0,133.23,657.3,430,3.94,3.75,200709.2
109,280.0,190.0,370.0,132.95,657.3,435,3.95,3.78,199665.5
110,290.0,200.0,380.0,130.39,657.3,421,3.94,3.75,195783.0
111,300.0,210.0,390.0,130.43,657.3,406,3.94,3.72,198062.6
112,310.0,220.0,400.0,133.89,657.3,399,3.97,3.72,203334.8
113,320.0,230.0,410.0,132.3,657.3,405,3.94,3.7,203289.4
114,330.0,240.0,420.0,132.0,657.3,407,3.92,3.68,204214.9
115,340.0,250.0,430.0,133.5,657.3,389,3.9,3.68,206101.4
116,350.0,260.0,440.0,133.01,657.3,393,3.9,3.7,207725.8
117,360.0,270.0,450.0,133.43,555.9,409,3.9,3.7,207923.7
118,370.0,280.0,460.0,132.32,555.9,409,3.89,3.7,205488.5
119,380.0,290.0,470.0,132.18,555.9,409,3.89,3.68,207334.8
120,390.0,300.0,480.0,130.76,555.9,394,3.86,3.63,207527.4
121,400.0,310.0,490.0,130.31,555.9,401,3.86,3.59,208486.1
122,410.0,320.0,500.0,129.91,555.9,405,3.86,3.6,209015.7
123,420.0,330.0,510.0,128.82,555.9,404,3.84,3.58,206919.6
124,430.0,340.0,520.0,128.67,555.9,403,3.87,3.58,206044.4
125,440.0,350.0,530.0,127.36,555.9,395,3.84,3.59,204204.8
126,450.0,360.0,540.0,128.64,555.9,409,3.84,3.62,207818.6
127,460.0,370.0,550.0,131.16,681.5,411,3.87,3.6,209536.4
128,470.0,380.0,560.0,134.69,969.0,413,3.97,3.59,211425.6
129,480.0,390.0,570.0,134.95,969.0,432,3.98,3.62,210397.5
130,490.0,400.0,580.0,133.39,969.0,430,3.96,3.6,207982.6
131,500.0,410.0,590.0,132.14,969.0,425,3.93,3.6,205053.0
132,510.0,420.0,600.0,131.75,969.0,422,3.92,3.6,205492.1
133,520.0,430.0,610.0,130.39,969.0,421,3.89,3.56,203934.0
134,530.0,440.0,620.0,130.52,969.0,416,3.9,3.54,203011.9
135,540.0,450.0,630.0,128.36,969.0,418,3.84,3.51,200136.3
136,550.0,460.0,640.0,133.13,1178.0,433,3.9,3.67,201811.4
137,560.0,470.0,650.0,131.47,1178.0,432,3.89,3.65,200149.8
138,570.0,480.0,660.0,132.7,1178.0,446,3.91,3.69,201206.1
139,580.0,490.0,670.0,132.49,1178.0,441,3.87,3.65,202376.1
140,590.0,500.0,680.0,133.07,1178.0,447,3.86,3.65,202466.5
141,600.0,510.0,690.0,134.23,1178.0,471,3.9,3.68,203280.1
142,610.0,520.0,700.0,135.82,1178.0,480,3.95,3.74,207069.1
143,620.0,530.0,710.0,137.29,1178.0,486,3.99,3.77,207888.0
144,630.0,540.0,720.0,134.91,1178.0,483,3.96,3.71,204627.6
145,640.0,550.0,730.0,133.87,1178.0,473,3.96,3.74,202694.9
146,650.0,560.0,740.0,131.33,1178.0,454,3.88,3.75,202068.4
147,660.0,570.0,750.0,131.52,1178.0,439,3.89,3.79,203143.9
148,670.0,580.0,760.0,131.11,1178.0,438,3.88,3.78,204409.8
149,680.0,590.0,770.0,131.58,1178.0,429,3.92,3.79,204577.0
150,690.0,600.0,780.0,133.64,1178.0,442,3.96,3.84,204849.6
151,700.0,610.0,790.0,134.25,1178.0,441,3.95,3.83,208610.7
152,710.0,620.0,800.0,133.95,1178.0,446,3.95,3.8,206762.2
153,720.0,630.0,810.0,138.74,1178.0,422,4.05,3.83,211011.2
154,730.0,640.0,820.0,133.88,728.1,409,4.01,3.71,209648.8
155,740.0,650.0,830.0,136.81,728.1,411,4.05,3.71,208097.0
156,750.0,660.0,840.0,134.41,728.1,416,4.01,3.67,203800.1
157,760.0,670.0,850.0,135.3,728.1,407,4.06,3.74,202575.9
158,770.0,680.0,860.0,135.38,728.1,402,4.06,3.72,201836.5
159,780.0,690.0,870.0,134.8,728.1,372,4.03,3.68,203743.4
160,790.0,700.0,880.0,132.8,728.1,360,3.96,3.6,200554.2
161,800.0,710.0,890.0,131.17,728.1,358,3.9,3.54,201603.1
162,810.0,720.0,900.0,132.62,728.1,355,3.95,3.57,201886.3
163,820.0,730.0,910.0,133.81,728.1,361,3.94,3.54,203682.5
164,830.0,740.0,920.0,135.3,728.1,361,3.98,3.56,202773.1
165,840.0,750.0,930.0,137.57,728.1,382,3.97,3.54,204605.8
166,850.0,760.0,940.0,137.01,728.1,373,3.97,3.55,204154.4
167,860.0,770.0,950.0,139.59,728.1,378,3.98,3.64,205360.6
168,870.0,780.0,960.0,139.27,728.1,377,3.96,3.62,206745.9
169,880.0,790.0,970.0,137.2,728.1,380,3.95,3.64,202220.1
170,890.0,800.0,980.0,138.64,728.1,386,3.97,3.66,204413.6
171,900.0,810.0,990.0,137.15,608.3,401,3.93,3.62,202048.0
172,910.0,820.0,1000.0,139.01,608.3,395,3.95,3.64,203548.0
173,920.0,830.0,1010.0,137.66,608.3,397,3.92,3.65,203421.4
174,930.0,840.0,1020.0,140.92,654.7,398,3.95,3.67,210469.0
175,940.0,850.0,1030.0,141.3,654.7,397,3.94,3.65,211318.1
176,950.0,860.0,1040.0,139.94,654.7,398,3.94,3.65,210773.3
177,960.0,870.0,1050.0,139.72,654.7,396,3.95,3.66,208199.5
178,970.0,880.0,1060.0,139.63,654.7,397,3.96,3.64,208096.2
179,980.0,890.0,1070.0,137.86,654.7,409,3.93,3.63,205813.9
180,990.0,900.0,1080.0,137.54,654.7,419,3.92,3.62,204118.0
181,1000.0,910.0,1090.0,136.63,654.7,411,3.91,3.64,203722.6
182,1010.0,920.0,1100.0,134.41,654.7,409,3.88,3.64,202026.4
183,1020.0,930.0,1110.0,133.99,654.7,390,3.87,3.62,201607.7
184,1030.0,940.0,1120.0,135.1,654.7,406,3.89,3.65,203735.8
185,1040.0,950.0,1130.0,135.29,654.7,414,3.88,3.59,211026.0
186,1050.0,960.0,1140.0,134.71,654.7,422,3.88,3.57,207540.3
187,1060.0,970.0,1150.0,135.02,654.7,413,3.9,3.56,206247.4
188,1070.0,980.0,1160.0,134.15,654.7,403,3.9,3.59,204641.2
189,1080.0,990.0,1170.0,132.15,654.7,390,3.88,3.6,204505.0
190,1090.0,1000.0,1180.0,131.49,654.7,393,3.85,3.6,206822.0
191,1100.0,1010.0,1190.0,132.54,654.7,379,3.88,3.67,209384.1
192,1110.0,1020.0,1200.0,131.78,489.8,377,3.89,3.66,207577.2
193,1120.0,1030.0,1210.0,134.91,497.2,384,3.91,3.64,210529.5
194,1130.0,1040.0,1220.0,138.38,497.2,383,3.96,3.66,212840.1
195,1140.0,1050.0,1230.0,139.19,497.2,381,3.96,3.67,214435.4
196,1150.0,1060.0,1240.0,142.42,728.5,395,3.99,3.69,218356.6
197,1160.0,1070.0,1250.0,145.76,728.5,385,4.05,3.74,220840.4
198,1170.0,1080.0,1260.0,146.83,730.7,398,4.05,3.71,223061.3
199,1180.0,1090.0,1270.0,145.85,730.7,408,4.05,3.7,221816.1
200,1190.0,1100.0,1280.0,146.85,730.7,412,4.02,3.67,223068.3
201,1200.0,1110.0,1290.0,143.36,730.7,410,3.97,3.62,218919.3
202,1210.0,1120.0,1300.0,143.93,730.7,418,3.98,3.59,214780.0
203,1220.0,1130.0,1310.0,142.11,730.7,418,3.93,3.59,209100.2
204,1230.0,1140.0,1320.0,141.2,730.7,411,3.92,3.55,210036.7
205,1240.0,1150.0,1330.0,141.32,730.7,419,3.89,3.54,211054.6
206,1250.0,1160.0,1340.0,141.18,730.7,436,3.85,3.51,212624.6
207,1260.0,1170.0,1350.0,141.19,730.7,448,3.81,3.5,214408.0
208,1270.0,1180.0,1360.0,141.9,730.7,462,3.79,3.47,212523.1
209,1280.0,1190.0,1370.0,141.11,730.7,486,3.76,3.41,213656.9
210,1290.0,1200.0,1380.0,141.99,730.7,489,3.75,3.39,216500.6
211,1300.0,1210.0,1390.0,139.4,730.7,499,3.71,3.39,213730.2
212,1310.0,1220.0,1400.0,136.45,730.7,504,3.65,3.37,211795.0
213,1320.0,1230.0,1410.0,138.48,782.1,537,3.65,3.4,217035.8
214,1330.0,1240.0,1420.0,136.08,782.1,544,3.61,3.36,215143.9
215,1340.0,1250.0,1430.0,134.58,782.1,555,3.56,3.31,213559.2
216,1350.0,1260.0,1440.0,135.08,782.1,568,3.54,3.35,215573.2
217,1360.0,1270.0,1450.0,135.55,782.1,581,3.51,3.33,217444.4
218,1370.0,1280.0,1460.0,136.74,782.1,590,3.5,3.34,219766.2
219,1380.0,1290.0,1470.0,140.69,782.1,610,3.53,3.38,225308.2
220,1390.0,1300.0,1480.0,140.16,782.1,603,3.52,3.38,226939.5
221,1400.0,1310.0,1490.0,139.11,782.1,604,3.5,3.35,224854.9
222,1410.0,1320.0,1500.0,139.14,782.1,614,3.48,3.34,227335.6
223,1420.0,1330.0,1510.0,141.31,860.1,625,3.5,3.35,227438.9
224,1430.0,1340.0,1520.0,141.53,860.1,619,3.5,3.33,228084.2
225,1440.0,1350.0,1530.0,141.37,860.1,616,3.52,3.31,225395.3
226,1450.0,1360.0,1540.0,139.52,860.1,636,3.51,3.33,222910.6
227,1460.0,1370.0,1550.0,138.58,860.1,637,3.49,3.32,221813.0
228,1470.0,1380.0,1560.0,137.17,860.1,642,3.47,3.33,218896.1
229,1480.0,1390.0,1570.0,138.48,860.1,645,3.49,3.36,220709.3
230,1490.0,1400.0,1580.0,139.14,860.1,640,3.49,3.35,221405.1
231,1500.0,1410.0,1590.0,137.38,860.1,620,3.47,3.3,218190.8
232,1510.0,1420.0,1600.0,136.9,860.1,615,3.45,3.29,216982.8
233,1520.0,1430.0,1610.0,137.75,860.1,609,3.47,3.31,219390.2
234,1530.0,1440.0,1620.0,137.31,860.1,588,3.45,3.28,218240.0
235,1540.0,1450.0,1630.0,139.09,860.1,585,3.49,3.28,220830.5
236,1550.0,1460.0,1640.0,138.59,860.1,577,3.49,3.25,220254.8
237,1560.0,1470.0,1650.0,134.45,860.1,581,3.45,3.22,214871.0
238,1570.0,1480.0,1660.0,134.22,860.1,576,3.43,3.23,213774.9
239,1580.0,1490.0,1670.0,135.98,860.1,582,3.45,3.27,214366.5
240,1590.0,1500.0,1680.0,136.6,860.1,582,3.44,3.24,215124.6
241,1600.0,1510.0,1690.0,135.06,858.7,573,3.41,3.22,218226.9
242,1610.0,1520.0,1700.0,135.22,858.7,580,3.41,3.23,218849.1
243,1620.0,1530.0,1710.0,136.86,858.7,586,3.43,3.29,223524.7
244,1630.0,1540.0,1720.0,137.32,858.7,568,3.41,3.25,225443.4
245,1640.0,1550.0,1730.0,137.51,858.7,556,3.42,3.28,225482.7
246,1650.0,1560.0,1740.0,137.96,858.7,538,3.42,3.27,224965.6
247,1660.0,1570.0,1750.0,136.44,858.7,547,3.4,3.23,224827.5
248,1670.0,1580.0,1760.0,138.57,858.7,561,3.43,3.25,226173.6
249,1680.0,1590.0,1770.0,137.4,858.7,570,3.41,3.24,223598.6
250,1690.0,1600.0,1780.0,136.82,858.7,592,3.41,3.22,224329.2
251,1700.0,1610.0,1790.0,135.66,858.7,601,3.39,3.2,222422.3
252,1710.0,1620.0,1800.0,135.07,858.7,587,3.39,3.18,221400.8
253,1720.0,1630.0,1810.0,134.57,511.7,588,3.4,3.18,220032.7
254,1730.0,1640.0,1820.0,134.11,511.7,589,3.4,3.19,220487.7
255,1740.0,1650.0,1830.0,134.69,511.7,592,3.44,3.17,220266.8
256,1750.0,1660.0,1840.0,135.81,554.9,602,3.45,3.17,220382.9
257,1760.0,1670.0,1850.0,135.19,554.9,584,3.46,3.13,223698.7
258,1770.0,1680.0,1860.0,134.3,554.9,597,3.44,3.11,222033.6
259,1780.0,1690.0,1870.0,133.81,554.9,611,3.44,3.15,221693.8
260,1790.0,1700.0,1880.0,133.1,554.9,598,3.43,3.15,220698.7
261,1800.0,1710.0,1890.0,131.15,554.9,605,3.39,3.08,219102.0
262,1810.0,1720.0,1900.0,131.15,554.9,597,3.4,3.1,219072.5
263,1820.0,1730.0,1910.0,132.75,554.9,595,3.43,3.09,221596.1
264,1830.0,1740.0,1920.0,131.09,554.9,604,3.4,3.05,220660.3
265,1840.0,1750.0,1930.0,131.32,554.9,579,3.4,3.02,220654.9
266,1850.0,1760.0,1940.0,130.96,554.9,573,3.39,3.03,221472.5
267,1860.0,1770.0,1950.0,132.16,554.9,571,3.41,3.04,226000.3
268,1870.0,1780.0,1960.0,133.16,554.9,537,3.41,3.08,225690.1
269,1880.0,1790.0,1970.0,134.23,554.9,536,3.44,3.1,224596.6
270,1890.0,1800.0,1980.0,134.97,554.9,568,3.43,3.1,224207.2
271,1900.0,1810.0,1990.0,133.49,554.9,584,3.41,3.14,222715.8
272,1910.0,1820.0,2000.0,132.39,554.9,577,3.39,3.13,221556.9
273,1920.0,1830.0,2010.0,132.37,554.9,574,3.36,3.16,222688.8
274,1930.0,1840.0,2020.0,130.81,539.4,563,3.35,3.17,222704.9
275,1940.0,1850.0,2030.0,132.31,588.6,563,3.36,3.18,222952.3
276,1950.0,1860.0,2040.0,133.44,588.6,550,3.39,3.24,225185.5
277,1960.0,1870.0,2050.0,134.71,588.6,539,3.38,3.21,227860.3
278,1970.0,1880.0,2060.0,134.4,588.6,549,3.37,3.21,227983.5
279,1980.0,1890.0,2070.0,134.97,588.6,527,3.39,3.23,227709.0
280,1990.0,1900.0,2080.0,135.67,588.6,559,3.36,3.18,230493.4
281,2000.0,1910.0,2090.0,134.41,588.6,571,3.34,3.14,226411.8
282,2010.0,1920.0,2100.0,134.74,588.6,580,3.35,3.14,227333.2
283,2020.0,1930.0,2110.0,135.69,588.6,594,3.35,3.17,226693.2
284,2030.0,1940.0,2120.0,135.18,588.6,604,3.34,3.16,225584.4
285,2040.0,1950.0,2130.0,134.85,588.6,592,3.34,3.18,222249.4
286,2050.0,1960.0,2140.0,135.33,588.6,590,3.34,3.18,224072.6
287,2060.0,1970.0,2150.0,134.57,588.6,588,3.32,3.2,226899.3
288,2070.0,1980.0,2160.0,133.76,588.6,562,3.31,3.21,227629.6
289,2080.0,1990.0,2170.0,135.52,588.6,543,3.32,3.19,227283.6
290,2090.0,2000.0,2180.0,135.91,588.6,547,3.32,3.18,225363.1
291,2100.0,2010.0,2190.0,136.01,588.6,521,3.33,3.16,223573.0
292,2110.0,2020.0,2200.0,136.23,588.6,527,3.34,3.18,224737.6
293,2120.0,2030.0,2210.0,134.4,536.9,552,3.32,3.16,224069.8
294,2130.0,2040.0,2220.0,133.07,536.9,541,3.29,3.16,222909.3
295,2140.0,2050.0,2230.0,131.74,536.9,539,3.31,3.18,216637.0
296,2150.0,2060.0,2240.0,134.76,536.9,550,3.39,3.18,219305.8
297,2160.0,2070.0,2250.0,135.06,536.9,560,3.38,3.2,220317.0
298,2170.0,2080.0,2260.0,136.64,603.7,546,3.41,3.21,221556.9
299,2180.0,2090.0,2270.0,138.03,620.3,533,3.4,3.23,226666.4
300,2190.0,2100.0,2280.0,139.16,620.3,524,3.41,3.23,227648.9
301,2200.0,2110.0,2290.0,137.63,620.3,511,3.39,3.15,229846.5
302,2210.0,2120.0,2300.0,137.52,620.3,497,3.42,3.14,231111.0
303,2220.0,2130.0,2310.0,138.3,620.3,490,3.43,3.14,232808.9
304,2230.0,2140.0,2320.0,139.75,620.3,504,3.44,3.14,234446.0
305,2240.0,2150.0,2330.0,140.66,620.3,503,3.45,3.1,232184.0
306,2250.0,2160.0,2340.0,139.71,620.3,515,3.45,3.09,229973.2
307,2260.0,2170.0,2350.0,139.42,937.4,530,3.43,3.09,233373.8
308,2270.0,2180.0,2360.0,141.21,937.4,554,3.45,3.13,236785.2
309,2280.0,2190.0,2370.0,140.35,937.4,565,3.44,3.12,236482.2
310,2290.0,2200.0,2380.0,141.5,937.4,556,3.45,3.11,237477.9
311,2300.0,2210.0,2390.0,142.95,937.4,551,3.44,3.11,237537.9
312,2310.0,2220.0,2400.0,143.34,937.4,548,3.45,3.12,237075.8
313,2320.0,2230.0,2410.0,143.78,937.4,551,3.44,3.11,239903.0
314,2330.0,2240.0,2420.0,139.97,937.4,537,3.37,3.09,236357.0
315,2340.0,2250.0,2430.0,140.71,937.4,539,3.39,3.12,234586.9
316,2350.0,2260.0,2440.0,139.24,937.4,528,3.39,3.14,229262.4
317,2360.0,2270.0,2450.0,137.45,937.4,529,3.4,3.15,223357.1
318,2370.0,2280.0,2460.0,136.24,937.4,521,3.38,3.14,222831.4
319,2380.0,2290.0,2470.0,136.18,937.4,529,3.37,3.16,221901.6
320,2390.0,2300.0,2480.0,135.68,937.4,532,3.35,3.16,221432.8
321,2400.0,2310.0,2490.0,134.74,937.4,544,3.34,3.16,221049.4
322,2410.0,2320.0,2500.0,134.27,937.4,540,3.35,3.17,219397.4
323,2420.0,2330.0,2510.0,133.23,937.4,546,3.34,3.17,220142.0
324,2430.0,2340.0,2520.0,134.62,937.4,533,3.33,3.17,223607.0
325,2440.0,2350.0,2530.0,132.47,630.4,525,3.32,3.17,218150.8
326,2450.0,2360.0,2540.0,130.01,630.4,494,3.29,3.14,216255.2
327,2460.0,2370.0,2550.0,130.65,630.4,498,3.3,3.14,216313.6
328,2470.0,2380.0,2560.0,131.15,991.7,524,3.3,3.1,216319.5
329,2480.0,2390.0,2570.0,129.68,991.7,524,3.29,3.1,216243.8
330,2490.0,2400.0,2580.0,129.59,991.7,542,3.32,3.14,215341.4
331,2500.0,2410.0,2590.0,128.81,991.7,539,3.33,3.12,213713.2
332,2510.0,2420.0,2600.0,129.43,991.7,537,3.33,3.11,215264.9
333,2520.0,2430.0,2610.0,128.23,991.7,518,3.31,3.06,215758.6
334,2530.0,2440.0,2620.0,127.12,991.7,510,3.3,3.06,216420.6
335,2540.0,2450.0,2630.0,127.8,991.7,524,3.28,3.03,219300.2
336,2550.0,2460.0,2640.0,128.1,991.7,531,3.29,3.04,219817.6
337,2560.0,2470.0,2650.0,127.67,991.7,521,3.31,3.07,216148.6
338,2570.0,2480.0,2660.0,128.3,991.7,531,3.28,3.05,218272.7
339,2580.0,2490.0,2670.0,129.15,991.7,524,3.29,3.03,220307.5
340,2590.0,2500.0,2680.0,127.29,991.7,513,3.26,3.0,220567.8
341,2600.0,2510.0,2690.0,127.31,991.7,507,3.26,3.04,218927.7
342,2610.0,2520.0,2700.0,126.92,991.7,516,3.26,3.02,216665.4
343,2620.0,2530.0,2710.0,126.18,991.7,519,3.25,3.02,216248.4
344,2630.0,2540.0,2720.0,126.24,991.7,527,3.25,3.01,214799.3
345,2640.0,2550.0,2730.0,128.12,991.7,532,3.26,3.05,219323.9
346,2650.0,2560.0,2740.0,126.49,697.4,517,3.24,3.07,219138.4
347,2660.0,2570.0,2750.0,126.02,697.4,512,3.24,3.06,219913.1
348,2670.0,2580.0,2760.0,127.77,697.4,505,3.21,3.0,223167.1
349,2680.0,2590.0,2770.0,127.8,697.4,515,3.2,3.0,223695.1
350,2690.0,2600.0,2780.0,128.45,697.4,517,3.22,3.03,223084.0
351,2700.0,2610.0,2790.0,128.8,697.4,535,3.22,3.04,222140.9
352,2710.0,2620.0,2800.0,129.16,697.4,534,3.21,3.02,222503.5
