,p1_center,p1_sigma,p2_amplitude,p2_center,p2_sigma,tmean,tstart,tstop,kinetics
-265.0,0.571,0.1435,0.2473,0.918,0.0716,-265.0,-280,-250,0.2473
-255.0,0.571,0.1435,0.2717,0.918,0.0716,-255.0,-270,-240,0.2717
-245.0,0.571,0.1435,0.2,0.918,0.0716,-245.0,-260,-230,0.2
-235.0,0.571,0.1435,0.1932,0.918,0.0716,-235.0,-250,-220,0.1932
-225.0,0.571,0.1435,0.1634,0.918,0.0716,-225.0,-240,-210,0.1634
-215.0,0.571,0.1435,0.1446,0.918,0.0716,-215.0,-230,-200,0.1446
-205.0,0.571,0.1435,0.0742,0.918,0.0716,-205.0,-220,-190,0.0742
-195.0,0.571,0.1435,0.1092,0.918,0.0716,-195.0,-210,-180,0.1092
-185.0,0.571,0.1435,0.1283,0.918,0.0716,-185.0,-200,-170,0.1283
-175.0,0.571,0.1435,0.1408,0.918,0.0716,-175.0,-190,-160,0.1408
-165.0,0.571,0.1435,0.2199,0.918,0.0716,-165.0,-180,-150,0.2199
-155.0,0.571,0.1435,0.2428,0.918,0.0716,-155.0,-170,-140,0.2428
-145.0,0.571,0.1435,0.2393,0.918,0.0716,-145.0,-160,-130,0.2393
-135.0,0.571,0.1435,0.088,0.918,0.0716,-135.0,-150,-120,0.088
-125.0,0.571,0.1435,0.1673,0.918,0.0716,-125.0,-140,-110,0.1673
-115.0,0.571,0.1435,0.1931,0.918,0.0716,-115.0,-130,-100,0.1931
-105.0,0.571,0.1435,0.2459,0.918,0.0716,-105.0,-120,-90,0.2459
-95.0,0.571,0.1435,0.1903,0.918,0.0716,-95.0,-110,-80,0.1903
-85.0,0.571,0.1435,0.1671,0.918,0.0716,-85.0,-100,-70,0.1671
-75.0,0.571,0.1435,0.2063,0.918,0.0716,-75.0,-90,-60,0.2063
-65.0,0.571,0.1435,0.1761,0.918,0.0716,-65.0,-80,-50,0.1761
-55.0,0.571,0.1435,0.2348,0.918,0.0716,-55.0,-70,-40,0.2348
-45.0,0.571,0.1435,0.2194,0.918,0.0716,-45.0,-60,-30,0.2194
-35.0,0.571,0.1435,0.2525,0.918,0.0716,-35.0,-50,-20,0.2525
-25.0,0.571,0.1435,0.1555,0.918,0.0716,-25.0,-40,-10,0.1555
-15.0,0.571,0.1435,0.1459,0.918,0.0716,-15.0,-30,0,0.1459
-5.0,0.571,0.1435,0.1306,0.918,0.0716,-5.0,-20,10,0.1306
5.0,0.571,0.1435,0.158,0.918,0.0716,5.0,-10,20,0.158
15.0,0.571,0.1435,0.1577,0.918,0.0716,15.0,0,30,0.1577
25.0,0.571,0.1435,0.172,0.918,0.0716,25.0,10,40,0.172
35.0,0.571,0.1435,0.2432,0.918,0.0716,35.0,20,50,0.2432
45.0,0.571,0.1435,0.2618,0.918,0.0716,45.0,30,60,0.2618
55.0,0.571,0.1435,0.3609,0.918,0.0716,55.0,40,70,0.3609
65.0,0.571,0.1435,0.3332,0.918,0.0716,65.0,50,80,0.3332
75.0,0.571,0.1435,0.3274,0.918,0.0716,75.0,60,90,0.3274
85.0,0.571,0.1435,0.3449,0.918,0.0716,85.0,70,100,0.3449
95.0,0.571,0.1435,0.4048,0.918,0.0716,95.0,80,110,0.4048
105.0,0.571,0.1435,0.4593,0.918,0.0716,105.0,90,120,0.4593
115.0,0.571,0.1435,0.4329,0.918,0.0716,115.0,100,130,0.4329
125.0,0.571,0.1435,0.5394,0.918,0.0716,125.0,110,140,0.5394
135.0,0.571,0.1435,0.5308,0.918,0.0716,135.0,120,150,0.5308
145.0,0.571,0.1435,0.4056,0.918,0.0716,145.0,130,160,0.4056
155.0,0.571,0.1435,0.3922,0.918,0.0716,155.0,140,170,0.3922
165.0,0.571,0.1435,0.4648,0.918,0.0716,165.0,150,180,0.4648
175.0,0.571,0.1435,0.6473,0.918,0.0716,175.0,160,190,0.6473
185.0,0.571,0.1435,0.4869,0.918,0.0716,185.0,170,200,0.4869
195.0,0.571,0.1435,0.4539,0.918,0.0716,195.0,180,210,0.4539
205.0,0.571,0.1435,0.4795,0.918,0.0716,205.0,190,220,0.4795
215.0,0.571,0.1435,0.5333,0.918,0.0716,215.0,200,230,0.5333
225.0,0.571,0.1435,0.5271,0.918,0.0716,225.0,210,240,0.5271
235.0,0.571,0.1435,0.4289,0.918,0.0716,235.0,220,250,0.4289
245.0,0.571,0.1435,0.4682,0.918,0.0716,245.0,230,260,0.4682
255.0,0.571,0.1435,0.4419,0.918,0.0716,255.0,240,270,0.4419
265.0,0.571,0.1435,0.4051,0.918,0.0716,265.0,250,280,0.4051
275.0,0.571,0.1435,0.5613,0.918,0.0716,275.0,260,290,0.5613
285.0,0.571,0.1435,0.5591,0.918,0.0716,285.0,270,300,0.5591
295.0,0.571,0.1435,0.5901,0.918,0.0716,295.0,280,310,0.5901
305.0,0.571,0.1435,0.4901,0.918,0.0716,305.0,290,320,0.4901
315.0,0.571,0.1435,0.591,0.918,0.0716,315.0,300,330,0.591
325.0,0.571,0.1435,0.5859,0.918,0.0716,325.0,310,340,0.5859
335.0,0.571,0.1435,0.5503,0.918,0.0716,335.0,320,350,0.5503
345.0,0.571,0.1435,0.4749,0.918,0.0716,345.0,330,360,0.4749
355.0,0.571,0.1435,0.4572,0.918,0.0716,355.0,340,370,0.4572
365.0,0.571,0.1435,0.5737,0.918,0.0716,365.0,350,380,0.5737
375.0,0.571,0.1435,0.5776,0.918,0.0716,375.0,360,390,0.5776
385.0,0.571,0.1435,0.5692,0.918,0.0716,385.0,370,400,0.5692
395.0,0.571,0.1435,0.5393,0.918,0.0716,395.0,380,410,0.5393
405.0,0.571,0.1435,0.6076,0.918,0.0716,405.0,390,420,0.6076
415.0,0.571,0.1435,0.706,0.918,0.0716,415.0,400,430,0.706
425.0,0.571,0.1435,0.671,0.918,0.0716,425.0,410,440,0.671
435.0,0.571,0.1435,0.4911,0.918,0.0716,435.0,420,450,0.4911
445.0,0.571,0.1435,0.4302,0.918,0.0716,445.0,430,460,0.4302
455.0,0.571,0.1435,0.3909,0.918,0.0716,455.0,440,470,0.3909
465.0,0.571,0.1435,0.4586,0.918,0.0716,465.0,450,480,0.4586
475.0,0.571,0.1435,0.5287,0.918,0.0716,475.0,460,490,0.5287
485.0,0.571,0.1435,0.6048,0.918,0.0716,485.0,470,500,0.6048
495.0,0.571,0.1435,0.5647,0.918,0.0716,495.0,480,510,0.5647
505.0,0.571,0.1435,0.3669,0.918,0.0716,505.0,490,520,0.3669
515.0,0.571,0.1435,0.3866,0.918,0.0716,515.0,500,530,0.3866
525.0,0.571,0.1435,0.361,0.918,0.0716,525.0,510,540,0.361
535.0,0.571,0.1435,0.5729,0.918,0.0716,535.0,520,550,0.5729
545.0,0.571,0.1435,0.4198,0.918,0.0716,545.0,530,560,0.4198
555.0,0.571,0.1435,0.4538,0.918,0.0716,555.0,540,570,0.4538
565.0,0.571,0.1435,0.3941,0.918,0.0716,565.0,550,580,0.3941
575.0,0.571,0.1435,0.537,0.918,0.0716,575.0,560,590,0.537
585.0,0.571,0.1435,0.5633,0.918,0.0716,585.0,570,600,0.5633
595.0,0.571,0.1435,0.6217,0.918,0.0716,595.0,580,610,0.6217
605.0,0.571,0.1435,0.5598,0.918,0.0716,605.0,590,620,0.5598
615.0,0.571,0.1435,0.5542,0.918,0.0716,615.0,600,630,0.5542
625.0,0.571,0.1435,0.5474,0.918,0.0716,625.0,610,640,0.5474
635.0,0.571,0.1435,0.6104,0.918,0.0716,635.0,620,650,0.6104
645.0,0.571,0.1435,0.6614,0.918,0.0716,645.0,630,660,0.6614
655.0,0.571,0.1435,0.7278,0.918,0.0716,655.0,640,670,0.7278
665.0,0.571,0.1435,0.6586,0.918,0.0716,665.0,650,680,0.6586
675.0,0.571,0.1435,0.6652,0.918,0.0716,675.0,660,690,0.6652
685.0,0.571,0.1435,0.6273,0.918,0.0716,685.0,670,700,0.6273
695.0,0.571,0.1435,0.6307,0.918,0.0716,695.0,680,710,0.6307
705.0,0.571,0.1435,0.6177,0.918,0.0716,705.0,690,720,0.6177
715.0,0.571,0.1435,0.6043,0.918,0.0716,715.0,700,730,0.6043
725.0,0.571,0.1435,0.5805,0.918,0.0716,725.0,710,740,0.5805
735.0,0.571,0.1435,0.4795,0.918,0.0716,735.0,720,750,0.4795
745.0,0.571,0.1435,0.4862,0.918,0.0716,745.0,730,760,0.4862
755.0,0.571,0.1435,0.5278,0.918,0.0716,755.0,740,770,0.5278
765.0,0.571,0.1435,0.5498,0.918,0.0716,765.0,750,780,0.5498
775.0,0.571,0.1435,0.5903,0.918,0.0716,775.0,760,790,0.5903
785.0,0.571,0.1435,0.5892,0.918,0.0716,785.0,770,800,0.5892
795.0,0.571,0.1435,0.569,0.918,0.0716,795.0,780,810,0.569
805.0,0.571,0.1435,0.5386,0.918,0.0716,805.0,790,820,0.5386
815.0,0.571,0.1435,0.4567,0.918,0.0716,815.0,800,830,0.4567
825.0,0.571,0.1435,0.4834,0.918,0.0716,825.0,810,840,0.4834
835.0,0.571,0.1435,0.507,0.918,0.0716,835.0,820,850,0.507
845.0,0.571,0.1435,0.5651,0.918,0.0716,845.0,830,860,0.5651
855.0,0.571,0.1435,0.6552,0.918,0.0716,855.0,840,870,0.6552
865.0,0.571,0.1435,0.7423,0.918,0.0716,865.0,850,880,0.7423
875.0,0.571,0.1435,0.7647,0.918,0.0716,875.0,860,890,0.7647
885.0,0.571,0.1435,0.7306,0.918,0.0716,885.0,870,900,0.7306
895.0,0.571,0.1435,0.663,0.918,0.0716,895.0,880,910,0.663
905.0,0.571,0.1435,0.7054,0.918,0.0716,905.0,890,920,0.7054
915.0,0.571,0.1435,0.6938,0.918,0.0716,915.0,900,930,0.6938
925.0,0.571,0.1435,0.686,0.918,0.0716,925.0,910,940,0.686
935.0,0.571,0.1435,0.69,0.918,0.0716,935.0,920,950,0.69
945.0,0.571,0.1435,0.719,0.918,0.0716,945.0,930,960,0.719
955.0,0.571,0.1435,0.651,0.918,0.0716,955.0,940,970,0.651
965.0,0.571,0.1435,0.6599,0.918,0.0716,965.0,950,980,0.6599
975.0,0.571,0.1435,0.572,0.918,0.0716,975.0,960,990,0.572
985.0,0.571,0.1435,0.6301,0.918,0.0716,985.0,970,1000,0.6301
995.0,0.571,0.1435,0.6355,0.918,0.0716,995.0,980,1010,0.6355
1005.0,0.571,0.1435,0.6641,0.918,0.0716,1005.0,990,1020,0.6641
1015.0,0.571,0.1435,0.6561,0.918,0.0716,1015.0,1000,1030,0.6561
1025.0,0.571,0.1435,0.6313,0.918,0.0716,1025.0,1010,1040,0.6313
1035.0,0.571,0.1435,0.6924,0.918,0.0716,1035.0,1020,1050,0.6924
1045.0,0.571,0.1435,0.6088,0.918,0.0716,1045.0,1030,1060,0.6088
1055.0,0.571,0.1435,0.5297,0.918,0.0716,1055.0,1040,1070,0.5297
1065.0,0.571,0.1435,0.5246,0.918,0.0716,1065.0,1050,1080,0.5246
1075.0,0.571,0.1435,0.5316,0.918,0.0716,1075.0,1060,1090,0.5316
1085.0,0.571,0.1435,0.5236,0.918,0.0716,1085.0,1070,1100,0.5236
1095.0,0.571,0.1435,0.4378,0.918,0.0716,1095.0,1080,1110,0.4378
1105.0,0.571,0.1435,0.5837,0.918,0.0716,1105.0,1090,1120,0.5837
1115.0,0.571,0.1435,0.5543,0.918,0.0716,1115.0,1100,1130,0.5543
1125.0,0.571,0.1435,0.5344,0.918,0.0716,1125.0,1110,1140,0.5344
1135.0,0.571,0.1435,0.3813,0.918,0.0716,1135.0,1120,1150,0.3813
1145.0,0.571,0.1435,0.4196,0.918,0.0716,1145.0,1130,1160,0.4196
1155.0,0.571,0.1435,0.5261,0.918,0.0716,1155.0,1140,1170,0.5261
1165.0,0.571,0.1435,0.6564,0.918,0.0716,1165.0,1150,1180,0.6564
1175.0,0.571,0.1435,0.6962,0.918,0.0716,1175.0,1160,1190,0.6962
1185.0,0.571,0.1435,0.5804,0.918,0.0716,1185.0,1170,1200,0.5804
1195.0,0.571,0.1435,0.5515,0.918,0.0716,1195.0,1180,1210,0.5515
1205.0,0.571,0.1435,0.504,0.918,0.0716,1205.0,1190,1220,0.504
1215.0,0.571,0.1435,0.513,0.918,0.0716,1215.0,1200,1230,0.513
1225.0,0.571,0.1435,0.4868,0.918,0.0716,1225.0,1210,1240,0.4868
1235.0,0.571,0.1435,0.5624,0.918,0.0716,1235.0,1220,1250,0.5624
1245.0,0.571,0.1435,0.5514,0.918,0.0716,1245.0,1230,1260,0.5514
1255.0,0.571,0.1435,0.5082,0.918,0.0716,1255.0,1240,1270,0.5082
1265.0,0.571,0.1435,0.5105,0.918,0.0716,1265.0,1250,1280,0.5105
1275.0,0.571,0.1435,0.5896,0.918,0.0716,1275.0,1260,1290,0.5896
1285.0,0.571,0.1435,0.5926,0.918,0.0716,1285.0,1270,1300,0.5926
1295.0,0.571,0.1435,0.5889,0.918,0.0716,1295.0,1280,1310,0.5889
1305.0,0.571,0.1435,0.5185,0.918,0.0716,1305.0,1290,1320,0.5185
1315.0,0.571,0.1435,0.549,0.918,0.0716,1315.0,1300,1330,0.549
1325.0,0.571,0.1435,0.5538,0.918,0.0716,1325.0,1310,1340,0.5538
1335.0,0.571,0.1435,0.6057,0.918,0.0716,1335.0,1320,1350,0.6057
1345.0,0.571,0.1435,0.6799,0.918,0.0716,1345.0,1330,1360,0.6799
1355.0,0.571,0.1435,0.6496,0.918,0.0716,1355.0,1340,1370,0.6496
1365.0,0.571,0.1435,0.5504,0.918,0.0716,1365.0,1350,1380,0.5504
1375.0,0.571,0.1435,0.508,0.918,0.0716,1375.0,1360,1390,0.508
1385.0,0.571,0.1435,0.5402,0.918,0.0716,1385.0,1370,1400,0.5402
1395.0,0.571,0.1435,0.6815,0.918,0.0716,1395.0,1380,1410,0.6815
1405.0,0.571,0.1435,0.6154,0.918,0.0716,1405.0,1390,1420,0.6154
1415.0,0.571,0.1435,0.5289,0.918,0.0716,1415.0,1400,1430,0.5289
1425.0,0.571,0.1435,0.3837,0.918,0.0716,1425.0,1410,1440,0.3837
1435.0,0.571,0.1435,0.4166,0.918,0.0716,1435.0,1420,1450,0.4166
1445.0,0.571,0.1435,0.4225,0.918,0.0716,1445.0,1430,1460,0.4225
1455.0,0.571,0.1435,0.5337,0.918,0.0716,1455.0,1440,1470,0.5337
1465.0,0.571,0.1435,0.5204,0.918,0.0716,1465.0,1450,1480,0.5204
1475.0,0.571,0.1435,0.5292,0.918,0.0716,1475.0,1460,1490,0.5292
1485.0,0.571,0.1435,0.4925,0.918,0.0716,1485.0,1470,1500,0.4925
1495.0,0.571,0.1435,0.3845,0.918,0.0716,1495.0,1480,1510,0.3845
1505.0,0.571,0.1435,0.423,0.918,0.0716,1505.0,1490,1520,0.423
1515.0,0.571,0.1435,0.4056,0.918,0.0716,1515.0,1500,1530,0.4056
1525.0,0.571,0.1435,0.529,0.918,0.0716,1525.0,1510,1540,0.529
1535.0,0.571,0.1435,0.6002,0.918,0.0716,1535.0,1520,1550,0.6002
1545.0,0.571,0.1435,0.5978,0.918,0.0716,1545.0,1530,1560,0.5978
1555.0,0.571,0.1435,0.6394,0.918,0.0716,1555.0,1540,1570,0.6394
1565.0,0.571,0.1435,0.5695,0.918,0.0716,1565.0,1550,1580,0.5695
1575.0,0.571,0.1435,0.5241,0.918,0.0716,1575.0,1560,1590,0.5241
1585.0,0.571,0.1435,0.4509,0.918,0.0716,1585.0,1570,1600,0.4509
1595.0,0.571,0.1435,0.3877,0.918,0.0716,1595.0,1580,1610,0.3877
1605.0,0.571,0.1435,0.4938,0.918,0.0716,1605.0,1590,1620,0.4938
1615.0,0.571,0.1435,0.4877,0.918,0.0716,1615.0,1600,1630,0.4877
1625.0,0.571,0.1435,0.5756,0.918,0.0716,1625.0,1610,1640,0.5756
1635.0,0.571,0.1435,0.479,0.918,0.0716,1635.0,1620,1650,0.479
1645.0,0.571,0.1435,0.4723,0.918,0.0716,1645.0,1630,1660,0.4723
1655.0,0.571,0.1435,0.5234,0.918,0.0716,1655.0,1640,1670,0.5234
1665.0,0.571,0.1435,0.6176,0.918,0.0716,1665.0,1650,1680,0.6176
1675.0,0.571,0.1435,0.6607,0.918,0.0716,1675.0,1660,1690,0.6607
1685.0,0.571,0.1435,0.5244,0.918,0.0716,1685.0,1670,1700,0.5244
1695.0,0.571,0.1435,0.4843,0.918,0.0716,1695.0,1680,1710,0.4843
1705.0,0.571,0.1435,0.4418,0.918,0.0716,1705.0,1690,1720,0.4418
1715.0,0.571,0.1435,0.5882,0.918,0.0716,1715.0,1700,1730,0.5882
1725.0,0.571,0.1435,0.6593,0.918,0.0716,1725.0,1710,1740,0.6593
1735.0,0.571,0.1435,0.7236,0.918,0.0716,1735.0,1720,1750,0.7236
1745.0,0.571,0.1435,0.6418,0.918,0.0716,1745.0,1730,1760,0.6418
1755.0,0.571,0.1435,0.554,0.918,0.0716,1755.0,1740,1770,0.554
1765.0,0.571,0.1435,0.5537,0.918,0.0716,1765.0,1750,1780,0.5537
1775.0,0.571,0.1435,0.51,0.918,0.0716,1775.0,1760,1790,0.51
1785.0,0.571,0.1435,0.5587,0.918,0.0716,1785.0,1770,1800,0.5587
1795.0,0.571,0.1435,0.4066,0.918,0.0716,1795.0,1780,1810,0.4066
1805.0,0.571,0.1435,0.4635,0.918,0.0716,1805.0,1790,1820,0.4635
1815.0,0.571,0.1435,0.4037,0.918,0.0716,1815.0,1800,1830,0.4037
1825.0,0.571,0.1435,0.3844,0.918,0.0716,1825.0,1810,1840,0.3844
1835.0,0.571,0.1435,0.3694,0.918,0.0716,1835.0,1820,1850,0.3694
1845.0,0.571,0.1435,0.4688,0.918,0.0716,1845.0,1830,1860,0.4688
1855.0,0.571,0.1435,0.6055,0.918,0.0716,1855.0,1840,1870,0.6055
1865.0,0.571,0.1435,0.5822,0.918,0.0716,1865.0,1850,1880,0.5822
1875.0,0.571,0.1435,0.5436,0.918,0.0716,1875.0,1860,1890,0.5436
1885.0,0.571,0.1435,0.4884,0.918,0.0716,1885.0,1870,1900,0.4884
1895.0,0.571,0.1435,0.4982,0.918,0.0716,1895.0,1880,1910,0.4982
1905.0,0.571,0.1435,0.5082,0.918,0.0716,1905.0,1890,1920,0.5082
1915.0,0.571,0.1435,0.4742,0.918,0.0716,1915.0,1900,1930,0.4742
1925.0,0.571,0.1435,0.5115,0.918,0.0716,1925.0,1910,1940,0.5115
1935.0,0.571,0.1435,0.4651,0.918,0.0716,1935.0,1920,1950,0.4651
1945.0,0.571,0.1435,0.495,0.918,0.0716,1945.0,1930,1960,0.495
1955.0,0.571,0.1435,0.5274,0.918,0.0716,1955.0,1940,1970,0.5274
1965.0,0.571,0.1435,0.6566,0.918,0.0716,1965.0,1950,1980,0.6566
1975.0,0.571,0.1435,0.6529,0.918,0.0716,1975.0,1960,1990,0.6529
1985.0,0.571,0.1435,0.6578,0.918,0.0716,1985.0,1970,2000,0.6578
1995.0,0.571,0.1435,0.6358,0.918,0.0716,1995.0,1980,2010,0.6358
2005.0,0.571,0.1435,0.703,0.918,0.0716,2005.0,1990,2020,0.703
2015.0,0.571,0.1435,0.6254,0.918,0.0716,2015.0,2000,2030,0.6254
2025.0,0.571,0.1435,0.4725,0.918,0.0716,2025.0,2010,2040,0.4725
2035.0,0.571,0.1435,0.4811,0.918,0.0716,2035.0,2020,2050,0.4811
2045.0,0.571,0.1435,0.6175,0.918,0.0716,2045.0,2030,2060,0.6175
2055.0,0.571,0.1435,0.7362,0.918,0.0716,2055.0,2040,2070,0.7362
2065.0,0.571,0.1435,0.6724,0.918,0.0716,2065.0,2050,2080,0.6724
2075.0,0.571,0.1435,0.567,0.918,0.0716,2075.0,2060,2090,0.567
2085.0,0.571,0.1435,0.5284,0.918,0.0716,2085.0,2070,2100,0.5284
2095.0,0.571,0.1435,0.5209,0.918,0.0716,2095.0,2080,2110,0.5209
2105.0,0.571,0.1435,0.5822,0.918,0.0716,2105.0,2090,2120,0.5822
2115.0,0.571,0.1435,0.6559,0.918,0.0716,2115.0,2100,2130,0.6559
2125.0,0.571,0.1435,0.6398,0.918,0.0716,2125.0,2110,2140,0.6398
2135.0,0.571,0.1435,0.6848,0.918,0.0716,2135.0,2120,2150,0.6848
2145.0,0.571,0.1435,0.6619,0.918,0.0716,2145.0,2130,2160,0.6619
2155.0,0.571,0.1435,0.6117,0.918,0.0716,2155.0,2140,2170,0.6117
2165.0,0.571,0.1435,0.5566,0.918,0.0716,2165.0,2150,2180,0.5566
2175.0,0.571,0.1435,0.515,0.918,0.0716,2175.0,2160,2190,0.515
2185.0,0.571,0.1435,0.6512,0.918,0.0716,2185.0,2170,2200,0.6512
2195.0,0.571,0.1435,0.6075,0.918,0.0716,2195.0,2180,2210,0.6075
2205.0,0.571,0.1435,0.6096,0.918,0.0716,2205.0,2190,2220,0.6096
2215.0,0.571,0.1435,0.562,0.918,0.0716,2215.0,2200,2230,0.562
2225.0,0.571,0.1435,0.4678,0.918,0.0716,2225.0,2210,2240,0.4678
2235.0,0.571,0.1435,0.4265,0.918,0.0716,2235.0,2220,2250,0.4265
2245.0,0.571,0.1435,0.4281,0.918,0.0716,2245.0,2230,2260,0.4281
2255.0,0.571,0.1435,0.5113,0.918,0.0716,2255.0,2240,2270,0.5113
2265.0,0.571,0.1435,0.5899,0.918,0.0716,2265.0,2250,2280,0.5899
2275.0,0.571,0.1435,0.6498,0.918,0.0716,2275.0,2260,2290,0.6498
2285.0,0.571,0.1435,0.7288,0.918,0.0716,2285.0,2270,2300,0.7288
2295.0,0.571,0.1435,0.7883,0.918,0.0716,2295.0,2280,2310,0.7883
2305.0,0.571,0.1435,0.7121,0.918,0.0716,2305.0,2290,2320,0.7121
2315.0,0.571,0.1435,0.6397,0.918,0.0716,2315.0,2300,2330,0.6397
2325.0,0.571,0.1435,0.5286,0.918,0.0716,2325.0,2310,2340,0.5286
2335.0,0.571,0.1435,0.5004,0.918,0.0716,2335.0,2320,2350,0.5004
2345.0,0.571,0.1435,0.5199,0.918,0.0716,2345.0,2330,2360,0.5199
2355.0,0.571,0.1435,0.5099,0.918,0.0716,2355.0,2340,2370,0.5099
2365.0,0.571,0.1435,0.5118,0.918,0.0716,2365.0,2350,2380,0.5118
