,tmean,tstart,tstop,size_mean,size_max,num_bursts,burst_width,burst_width_high,phrate_mean
343,2620.0,2530.0,2710.0,136.37,645.9,417,3.41,3.04,225036.6
344,2630.0,2540.0,2720.0,137.43,1003.3,405,3.42,3.02,228303.0
345,2640.0,2550.0,2730.0,138.09,1003.3,388,3.44,3.05,230606.6
346,2650.0,2560.0,2740.0,137.21,1003.3,366,3.47,3.09,228220.0
347,2660.0,2570.0,2750.0,133.19,1003.3,362,3.39,3.02,227732.6
348,2670.0,2580.0,2760.0,130.58,1003.3,346,3.35,3.01,224427.5
349,2680.0,2590.0,2770.0,130.19,1003.3,345,3.36,3.09,226782.4
350,2690.0,2600.0,2780.0,132.07,1003.3,343,3.37,3.07,228355.7
351,2700.0,2610.0,2790.0,132.46,1003.3,340,3.35,3.06,230922.4
352,2710.0,2620.0,2800.0,132.57,1003.3,352,3.31,3.04,232924.1
353,2720.0,2630.0,2810.0,132.84,1003.3,356,3.32,3.06,226816.3
354,2730.0,2640.0,2820.0,133.83,1003.3,377,3.3,3.05,230455.3
355,2740.0,2650.0,2830.0,133.59,1003.3,364,3.31,3.05,229874.6
356,2750.0,2660.0,2840.0,133.47,1003.3,369,3.29,2.99,229919.2
357,2760.0,2670.0,2850.0,134.45,1003.3,367,3.28,3.01,231020.7
358,2770.0,2680.0,2860.0,135.63,1003.3,366,3.3,3.09,234897.3
359,2780.0,2690.0,2870.0,138.51,1003.3,368,3.31,3.18,240451.7
360,2790.0,2700.0,2880.0,137.57,1003.3,366,3.33,3.2,240131.6
361,2800.0,2710.0,2890.0,135.23,1003.3,396,3.32,3.15,237577.0
362,2810.0,2720.0,2900.0,132.46,639.3,399,3.32,3.18,231230.1
363,2820.0,2730.0,2910.0,133.89,639.3,413,3.33,3.19,231213.2
364,2830.0,2740.0,2920.0,135.11,639.3,434,3.32,3.2,237068.9
365,2840.0,2750.0,2930.0,136.04,639.3,434,3.35,3.23,236870.8
366,2850.0,2760.0,2940.0,137.84,639.3,449,3.36,3.23,239149.3
367,2860.0,2770.0,2950.0,137.01,639.3,467,3.33,3.17,237158.2
368,2870.0,2780.0,2960.0,136.03,639.3,464,3.31,3.19,238077.3
369,2880.0,2790.0,2970.0,136.67,639.3,473,3.33,3.25,237730.4
370,2890.0,2800.0,2980.0,135.47,549.4,464,3.33,3.27,233781.6
371,2900.0,2810.0,2990.0,134.79,549.4,468,3.31,3.28,237694.8
372,2910.0,2820.0,3000.0,135.6,549.4,447,3.32,3.29,238622.7
373,2920.0,2830.0,3010.0,136.6,549.4,443,3.34,3.3,239392.5
374,2930.0,2840.0,3020.0,136.59,498.0,432,3.34,3.3,240215.6
375,2940.0,2850.0,3030.0,135.0,498.0,442,3.31,3.28,238970.4
376,2950.0,2860.0,3040.0,133.51,498.0,436,3.29,3.22,236099.8
377,2960.0,2870.0,3050.0,131.47,498.0,443,3.24,3.15,235712.1
378,2970.0,2880.0,3060.0,131.54,498.0,447,3.24,3.13,236409.1
379,2980.0,2890.0,3070.0,133.15,527.0,431,3.26,3.16,238364.7
380,2990.0,2900.0,3080.0,131.06,527.0,441,3.22,3.1,236851.9
381,3000.0,2910.0,3090.0,129.54,527.0,427,3.19,3.08,236585.8
382,3010.0,2920.0,3100.0,127.86,527.0,430,3.16,3.02,232136.0
383,3020.0,2930.0,3110.0,128.35,567.7,427,3.16,2.99,233435.5
384,3030.0,2940.0,3120.0,129.29,567.7,427,3.2,3.04,234284.4
385,3040.0,2950.0,3130.0,129.22,605.9,432,3.23,3.03,231427.4
386,3050.0,2960.0,3140.0,126.25,605.9,441,3.18,2.97,230030.1
387,3060.0,2970.0,3150.0,126.35,605.9,460,3.17,2.93,232167.4
388,3070.0,2980.0,3160.0,125.24,605.9,452,3.16,2.88,230762.1
389,3080.0,2990.0,3170.0,125.66,605.9,450,3.2,2.87,226060.3
390,3090.0,3000.0,3180.0,126.8,605.9,455,3.21,2.9,228529.3
391,3100.0,3010.0,3190.0,128.18,647.3,468,3.24,2.94,226485.0
392,3110.0,3020.0,3200.0,129.52,647.3,475,3.24,2.98,227114.8
393,3120.0,3030.0,3210.0,130.67,647.3,477,3.26,2.96,227186.7
394,3130.0,3040.0,3220.0,131.95,647.3,487,3.28,2.98,228217.9
395,3140.0,3050.0,3230.0,130.96,647.3,485,3.3,2.97,225741.7
396,3150.0,3060.0,3240.0,131.44,647.3,476,3.28,2.98,225310.9
397,3160.0,3070.0,3250.0,131.23,647.3,476,3.27,2.97,224960.9
398,3170.0,3080.0,3260.0,131.61,647.3,462,3.28,3.0,224777.4
399,3180.0,3090.0,3270.0,135.71,647.3,483,3.34,3.03,227105.3
400,3190.0,3100.0,3280.0,136.84,647.3,472,3.37,3.09,229494.4
401,3200.0,3110.0,3290.0,135.68,647.3,466,3.36,3.1,228264.8
402,3210.0,3120.0,3300.0,133.6,647.3,448,3.3,3.04,225220.1
403,3220.0,3130.0,3310.0,132.58,647.3,437,3.27,3.03,226568.9
404,3230.0,3140.0,3320.0,134.33,647.3,425,3.31,3.02,226490.1
405,3240.0,3150.0,3330.0,133.75,647.3,395,3.31,3.03,223815.7
406,3250.0,3160.0,3340.0,133.63,647.3,424,3.31,3.06,222372.5
407,3260.0,3170.0,3350.0,137.5,665.0,433,3.32,3.09,230227.7
408,3270.0,3180.0,3360.0,136.35,665.0,435,3.28,3.04,226804.7
409,3280.0,3190.0,3370.0,134.56,665.0,427,3.25,3.0,228059.2
410,3290.0,3200.0,3380.0,133.92,665.0,431,3.22,3.0,229566.3
411,3300.0,3210.0,3390.0,133.9,665.0,422,3.24,3.02,229947.4
412,3310.0,3220.0,3400.0,132.84,665.0,424,3.24,3.03,227796.9
413,3320.0,3230.0,3410.0,132.39,665.0,419,3.21,3.01,226832.6
414,3330.0,3240.0,3420.0,132.12,665.0,423,3.21,2.99,229399.4
415,3340.0,3250.0,3430.0,130.59,665.0,429,3.19,2.98,226134.3
416,3350.0,3260.0,3440.0,133.21,680.9,440,3.2,2.97,231114.6
417,3360.0,3270.0,3450.0,129.66,680.9,418,3.14,2.93,228457.2
418,3370.0,3280.0,3460.0,129.53,680.9,418,3.15,2.93,223689.7
419,3380.0,3290.0,3470.0,130.77,680.9,433,3.15,2.95,224448.5
420,3390.0,3300.0,3480.0,128.97,680.9,438,3.12,2.9,224220.9
421,3400.0,3310.0,3490.0,128.95,680.9,438,3.12,2.89,223499.1
422,3410.0,3320.0,3500.0,129.12,747.2,453,3.13,2.95,221087.2
423,3420.0,3330.0,3510.0,129.8,747.2,468,3.12,2.93,222677.9
424,3430.0,3340.0,3520.0,129.7,747.2,443,3.1,2.91,224132.5
425,3440.0,3350.0,3530.0,124.7,747.2,432,3.08,2.89,216825.8
426,3450.0,3360.0,3540.0,122.95,747.2,427,3.09,2.89,216148.8
427,3460.0,3370.0,3550.0,122.74,747.2,433,3.09,2.87,215146.8
428,3470.0,3380.0,3560.0,121.12,747.2,430,3.08,2.83,211889.1
429,3480.0,3390.0,3570.0,120.5,747.2,440,3.04,2.82,212818.1
430,3490.0,3400.0,3580.0,120.63,747.2,428,3.03,2.81,214733.4
431,3500.0,3410.0,3590.0,122.9,747.2,421,3.05,2.84,217809.8
432,3510.0,3420.0,3600.0,124.87,747.2,432,3.08,2.84,216754.9
