,p1_center,p1_sigma,p2_amplitude,p2_center,p2_sigma,tmean,tstart,tstop,kinetics
-570.0,0.559,0.1267,0.1655,0.902,0.0875,-570.0,-600,-540,0.1655
-560.0,0.559,0.1267,0.1629,0.902,0.0875,-560.0,-590,-530,0.1629
-550.0,0.559,0.1267,0.1563,0.902,0.0875,-550.0,-580,-520,0.1563
-540.0,0.559,0.1267,0.1741,0.902,0.0875,-540.0,-570,-510,0.1741
-530.0,0.559,0.1267,0.2357,0.902,0.0875,-530.0,-560,-500,0.2357
-520.0,0.559,0.1267,0.2461,0.902,0.0875,-520.0,-550,-490,0.2461
-510.0,0.559,0.1267,0.2964,0.902,0.0875,-510.0,-540,-480,0.2964
-500.0,0.559,0.1267,0.311,0.902,0.0875,-500.0,-530,-470,0.311
-490.0,0.559,0.1267,0.3146,0.902,0.0875,-490.0,-520,-460,0.3146
-480.0,0.559,0.1267,0.2484,0.902,0.0875,-480.0,-510,-450,0.2484
-470.0,0.559,0.1267,0.2056,0.902,0.0875,-470.0,-500,-440,0.2056
-460.0,0.559,0.1267,0.1673,0.902,0.0875,-460.0,-490,-430,0.1673
-450.0,0.559,0.1267,0.1144,0.902,0.0875,-450.0,-480,-420,0.1144
-440.0,0.559,0.1267,0.1701,0.902,0.0875,-440.0,-470,-410,0.1701
-430.0,0.559,0.1267,0.1908,0.902,0.0875,-430.0,-460,-400,0.1908
-420.0,0.559,0.1267,0.268,0.902,0.0875,-420.0,-450,-390,0.268
-410.0,0.559,0.1267,0.3096,0.902,0.0875,-410.0,-440,-380,0.3096
-400.0,0.559,0.1267,0.3184,0.902,0.0875,-400.0,-430,-370,0.3184
-390.0,0.559,0.1267,0.2948,0.902,0.0875,-390.0,-420,-360,0.2948
-380.0,0.559,0.1267,0.2215,0.902,0.0875,-380.0,-410,-350,0.2215
-370.0,0.559,0.1267,0.177,0.902,0.0875,-370.0,-400,-340,0.177
-360.0,0.559,0.1267,0.159,0.902,0.0875,-360.0,-390,-330,0.159
-350.0,0.559,0.1267,0.13,0.902,0.0875,-350.0,-380,-320,0.13
-340.0,0.559,0.1267,0.11,0.902,0.0875,-340.0,-370,-310,0.11
-330.0,0.559,0.1267,0.1246,0.902,0.0875,-330.0,-360,-300,0.1246
-320.0,0.559,0.1267,0.1333,0.902,0.0875,-320.0,-350,-290,0.1333
-310.0,0.559,0.1267,0.1344,0.902,0.0875,-310.0,-340,-280,0.1344
-300.0,0.559,0.1267,0.0927,0.902,0.0875,-300.0,-330,-270,0.0927
-290.0,0.559,0.1267,0.0773,0.902,0.0875,-290.0,-320,-260,0.0773
-280.0,0.559,0.1267,0.0744,0.902,0.0875,-280.0,-310,-250,0.0744
-270.0,0.559,0.1267,0.0681,0.902,0.0875,-270.0,-300,-240,0.0681
-260.0,0.559,0.1267,0.1145,0.902,0.0875,-260.0,-290,-230,0.1145
-250.0,0.559,0.1267,0.1065,0.902,0.0875,-250.0,-280,-220,0.1065
-240.0,0.559,0.1267,0.1926,0.902,0.0875,-240.0,-270,-210,0.1926
-230.0,0.559,0.1267,0.1917,0.902,0.0875,-230.0,-260,-200,0.1917
-220.0,0.559,0.1267,0.2373,0.902,0.0875,-220.0,-250,-190,0.2373
-210.0,0.559,0.1267,0.2666,0.902,0.0875,-210.0,-240,-180,0.2666
-200.0,0.559,0.1267,0.2661,0.902,0.0875,-200.0,-230,-170,0.2661
-190.0,0.559,0.1267,0.3261,0.902,0.0875,-190.0,-220,-160,0.3261
-180.0,0.559,0.1267,0.2468,0.902,0.0875,-180.0,-210,-150,0.2468
-170.0,0.559,0.1267,0.2488,0.902,0.0875,-170.0,-200,-140,0.2488
-160.0,0.559,0.1267,0.2228,0.902,0.0875,-160.0,-190,-130,0.2228
-150.0,0.559,0.1267,0.2206,0.902,0.0875,-150.0,-180,-120,0.2206
-140.0,0.559,0.1267,0.2333,0.902,0.0875,-140.0,-170,-110,0.2333
-130.0,0.559,0.1267,0.1675,0.902,0.0875,-130.0,-160,-100,0.1675
-120.0,0.559,0.1267,0.2226,0.902,0.0875,-120.0,-150,-90,0.2226
-110.0,0.559,0.1267,0.273,0.902,0.0875,-110.0,-140,-80,0.273
-100.0,0.559,0.1267,0.285,0.902,0.0875,-100.0,-130,-70,0.285
-90.0,0.559,0.1267,0.2606,0.902,0.0875,-90.0,-120,-60,0.2606
-80.0,0.559,0.1267,0.2335,0.902,0.0875,-80.0,-110,-50,0.2335
-70.0,0.559,0.1267,0.2768,0.902,0.0875,-70.0,-100,-40,0.2768
-60.0,0.559,0.1267,0.2441,0.902,0.0875,-60.0,-90,-30,0.2441
-50.0,0.559,0.1267,0.1409,0.902,0.0875,-50.0,-80,-20,0.1409
-40.0,0.559,0.1267,0.1082,0.902,0.0875,-40.0,-70,-10,0.1082
-30.0,0.559,0.1267,0.1297,0.902,0.0875,-30.0,-60,0,0.1297
-20.0,0.559,0.1267,0.1223,0.902,0.0875,-20.0,-50,10,0.1223
-10.0,0.559,0.1267,0.1018,0.902,0.0875,-10.0,-40,20,0.1018
0.0,0.559,0.1267,0.092,0.902,0.0875,0.0,-30,30,0.092
10.0,0.559,0.1267,0.1733,0.902,0.0875,10.0,-20,40,0.1733
20.0,0.559,0.1267,0.288,0.902,0.0875,20.0,-10,50,0.288
30.0,0.559,0.1267,0.288,0.902,0.0875,30.0,0,60,0.288
40.0,0.559,0.1267,0.3381,0.902,0.0875,40.0,10,70,0.3381
50.0,0.559,0.1267,0.4289,0.902,0.0875,50.0,20,80,0.4289
60.0,0.559,0.1267,0.4923,0.902,0.0875,60.0,30,90,0.4923
70.0,0.559,0.1267,0.5301,0.902,0.0875,70.0,40,100,0.5301
80.0,0.559,0.1267,0.5239,0.902,0.0875,80.0,50,110,0.5239
90.0,0.559,0.1267,0.5776,0.902,0.0875,90.0,60,120,0.5776
100.0,0.559,0.1267,0.5963,0.902,0.0875,100.0,70,130,0.5963
110.0,0.559,0.1267,0.5219,0.902,0.0875,110.0,80,140,0.5219
120.0,0.559,0.1267,0.5447,0.902,0.0875,120.0,90,150,0.5447
130.0,0.559,0.1267,0.4998,0.902,0.0875,130.0,100,160,0.4998
140.0,0.559,0.1267,0.5083,0.902,0.0875,140.0,110,170,0.5083
150.0,0.559,0.1267,0.4743,0.902,0.0875,150.0,120,180,0.4743
160.0,0.559,0.1267,0.5279,0.902,0.0875,160.0,130,190,0.5279
170.0,0.559,0.1267,0.5493,0.902,0.0875,170.0,140,200,0.5493
