,p1_center,p1_sigma,p2_amplitude,p2_center,p2_sigma,tmean,tstart,tstop,kinetics
-810.0,0.571,0.1435,0.1748,0.918,0.0716,-810.0,-900,-720,0.1748
-800.0,0.571,0.1435,0.1696,0.918,0.0716,-800.0,-890,-710,0.1696
-790.0,0.571,0.1435,0.1754,0.918,0.0716,-790.0,-880,-700,0.1754
-780.0,0.571,0.1435,0.1692,0.918,0.0716,-780.0,-870,-690,0.1692
-770.0,0.571,0.1435,0.1486,0.918,0.0716,-770.0,-860,-680,0.1486
-760.0,0.571,0.1435,0.1433,0.918,0.0716,-760.0,-850,-670,0.1433
-750.0,0.571,0.1435,0.1501,0.918,0.0716,-750.0,-840,-660,0.1501
-740.0,0.571,0.1435,0.1592,0.918,0.0716,-740.0,-830,-650,0.1592
-730.0,0.571,0.1435,0.1596,0.918,0.0716,-730.0,-820,-640,0.1596
-720.0,0.571,0.1435,0.1617,0.918,0.0716,-720.0,-810,-630,0.1617
-710.0,0.571,0.1435,0.1569,0.918,0.0716,-710.0,-800,-620,0.1569
-700.0,0.571,0.1435,0.1546,0.918,0.0716,-700.0,-790,-610,0.1546
-690.0,0.571,0.1435,0.1552,0.918,0.0716,-690.0,-780,-600,0.1552
-680.0,0.571,0.1435,0.1531,0.918,0.0716,-680.0,-770,-590,0.1531
-670.0,0.571,0.1435,0.1459,0.918,0.0716,-670.0,-760,-580,0.1459
-660.0,0.571,0.1435,0.1413,0.918,0.0716,-660.0,-750,-570,0.1413
-650.0,0.571,0.1435,0.1355,0.918,0.0716,-650.0,-740,-560,0.1355
-640.0,0.571,0.1435,0.127,0.918,0.0716,-640.0,-730,-550,0.127
-630.0,0.571,0.1435,0.1278,0.918,0.0716,-630.0,-720,-540,0.1278
-620.0,0.571,0.1435,0.1252,0.918,0.0716,-620.0,-710,-530,0.1252
-610.0,0.571,0.1435,0.1215,0.918,0.0716,-610.0,-700,-520,0.1215
-600.0,0.571,0.1435,0.1287,0.918,0.0716,-600.0,-690,-510,0.1287
-590.0,0.571,0.1435,0.137,0.918,0.0716,-590.0,-680,-500,0.137
-580.0,0.571,0.1435,0.14,0.918,0.0716,-580.0,-670,-490,0.14
-570.0,0.571,0.1435,0.1393,0.918,0.0716,-570.0,-660,-480,0.1393
-560.0,0.571,0.1435,0.1313,0.918,0.0716,-560.0,-650,-470,0.1313
-550.0,0.571,0.1435,0.1347,0.918,0.0716,-550.0,-640,-460,0.1347
-540.0,0.571,0.1435,0.147,0.918,0.0716,-540.0,-630,-450,0.147
-530.0,0.571,0.1435,0.1472,0.918,0.0716,-530.0,-620,-440,0.1472
-520.0,0.571,0.1435,0.1491,0.918,0.0716,-520.0,-610,-430,0.1491
-510.0,0.571,0.1435,0.1535,0.918,0.0716,-510.0,-600,-420,0.1535
-500.0,0.571,0.1435,0.1554,0.918,0.0716,-500.0,-590,-410,0.1554
-490.0,0.571,0.1435,0.1691,0.918,0.0716,-490.0,-580,-400,0.1691
-480.0,0.571,0.1435,0.185,0.918,0.0716,-480.0,-570,-390,0.185
-470.0,0.571,0.1435,0.1876,0.918,0.0716,-470.0,-560,-380,0.1876
-460.0,0.571,0.1435,0.1939,0.918,0.0716,-460.0,-550,-370,0.1939
-450.0,0.571,0.1435,0.1969,0.918,0.0716,-450.0,-540,-360,0.1969
-440.0,0.571,0.1435,0.2055,0.918,0.0716,-440.0,-530,-350,0.2055
-430.0,0.571,0.1435,0.203,0.918,0.0716,-430.0,-520,-340,0.203
-420.0,0.571,0.1435,0.2001,0.918,0.0716,-420.0,-510,-330,0.2001
-410.0,0.571,0.1435,0.2026,0.918,0.0716,-410.0,-500,-320,0.2026
-400.0,0.571,0.1435,0.1985,0.918,0.0716,-400.0,-490,-310,0.1985
-390.0,0.571,0.1435,0.2042,0.918,0.0716,-390.0,-480,-300,0.2042
