,p1_center,p1_sigma,p2_amplitude,p2_center,p2_sigma,tmean,tstart,tstop,kinetics
-510.0,0.559,0.1267,0.1878,0.902,0.0875,-510.0,-600,-420,0.1878
-500.0,0.559,0.1267,0.2062,0.902,0.0875,-500.0,-590,-410,0.2062
-490.0,0.559,0.1267,0.2188,0.902,0.0875,-490.0,-580,-400,0.2188
-480.0,0.559,0.1267,0.2321,0.902,0.0875,-480.0,-570,-390,0.2321
-470.0,0.559,0.1267,0.2472,0.902,0.0875,-470.0,-560,-380,0.2472
-460.0,0.559,0.1267,0.2421,0.902,0.0875,-460.0,-550,-370,0.2421
-450.0,0.559,0.1267,0.2342,0.902,0.0875,-450.0,-540,-360,0.2342
-440.0,0.559,0.1267,0.2281,0.902,0.0875,-440.0,-530,-350,0.2281
-430.0,0.559,0.1267,0.2249,0.902,0.0875,-430.0,-520,-340,0.2249
-420.0,0.559,0.1267,0.224,0.902,0.0875,-420.0,-510,-330,0.224
-410.0,0.559,0.1267,0.2101,0.902,0.0875,-410.0,-500,-320,0.2101
-400.0,0.559,0.1267,0.2016,0.902,0.0875,-400.0,-490,-310,0.2016
-390.0,0.559,0.1267,0.1803,0.902,0.0875,-390.0,-480,-300,0.1803
-380.0,0.559,0.1267,0.174,0.902,0.0875,-380.0,-470,-290,0.174
-370.0,0.559,0.1267,0.1683,0.902,0.0875,-370.0,-460,-280,0.1683
-360.0,0.559,0.1267,0.1773,0.902,0.0875,-360.0,-450,-270,0.1773
-350.0,0.559,0.1267,0.1739,0.902,0.0875,-350.0,-440,-260,0.1739
-340.0,0.559,0.1267,0.1754,0.902,0.0875,-340.0,-430,-250,0.1754
-330.0,0.559,0.1267,0.169,0.902,0.0875,-330.0,-420,-240,0.169
-320.0,0.559,0.1267,0.1581,0.902,0.0875,-320.0,-410,-230,0.1581
-310.0,0.559,0.1267,0.1406,0.902,0.0875,-310.0,-400,-220,0.1406
-300.0,0.559,0.1267,0.1533,0.902,0.0875,-300.0,-390,-210,0.1533
-290.0,0.559,0.1267,0.1373,0.902,0.0875,-290.0,-380,-200,0.1373
-280.0,0.559,0.1267,0.1466,0.902,0.0875,-280.0,-370,-190,0.1466
-270.0,0.559,0.1267,0.1606,0.902,0.0875,-270.0,-360,-180,0.1606
-260.0,0.559,0.1267,0.1741,0.902,0.0875,-260.0,-350,-170,0.1741
-250.0,0.559,0.1267,0.1914,0.902,0.0875,-250.0,-340,-160,0.1914
-240.0,0.559,0.1267,0.1809,0.902,0.0875,-240.0,-330,-150,0.1809
-230.0,0.559,0.1267,0.1748,0.902,0.0875,-230.0,-320,-140,0.1748
-220.0,0.559,0.1267,0.1808,0.902,0.0875,-220.0,-310,-130,0.1808
-210.0,0.559,0.1267,0.1908,0.902,0.0875,-210.0,-300,-120,0.1908
-200.0,0.559,0.1267,0.2089,0.902,0.0875,-200.0,-290,-110,0.2089
-190.0,0.559,0.1267,0.203,0.902,0.0875,-190.0,-280,-100,0.203
-180.0,0.559,0.1267,0.2187,0.902,0.0875,-180.0,-270,-90,0.2187
-170.0,0.559,0.1267,0.2364,0.902,0.0875,-170.0,-260,-80,0.2364
-160.0,0.559,0.1267,0.2492,0.902,0.0875,-160.0,-250,-70,0.2492
-150.0,0.559,0.1267,0.2516,0.902,0.0875,-150.0,-240,-60,0.2516
-140.0,0.559,0.1267,0.2448,0.902,0.0875,-140.0,-230,-50,0.2448
-130.0,0.559,0.1267,0.2601,0.902,0.0875,-130.0,-220,-40,0.2601
-120.0,0.559,0.1267,0.2381,0.902,0.0875,-120.0,-210,-30,0.2381
-110.0,0.559,0.1267,0.2174,0.902,0.0875,-110.0,-200,-20,0.2174
-100.0,0.559,0.1267,0.1984,0.902,0.0875,-100.0,-190,-10,0.1984
-90.0,0.559,0.1267,0.1991,0.902,0.0875,-90.0,-180,0,0.1991
-80.0,0.559,0.1267,0.1966,0.902,0.0875,-80.0,-170,10,0.1966
-70.0,0.559,0.1267,0.1873,0.902,0.0875,-70.0,-160,20,0.1873
-60.0,0.559,0.1267,0.1923,0.902,0.0875,-60.0,-150,30,0.1923
-50.0,0.559,0.1267,0.1989,0.902,0.0875,-50.0,-140,40,0.1989
-40.0,0.559,0.1267,0.2004,0.902,0.0875,-40.0,-130,50,0.2004
-30.0,0.559,0.1267,0.2019,0.902,0.0875,-30.0,-120,60,0.2019
-20.0,0.559,0.1267,0.2017,0.902,0.0875,-20.0,-110,70,0.2017
-10.0,0.559,0.1267,0.2431,0.902,0.0875,-10.0,-100,80,0.2431
0.0,0.559,0.1267,0.2472,0.902,0.0875,0.0,-90,90,0.2472
10.0,0.559,0.1267,0.2538,0.902,0.0875,10.0,-80,100,0.2538
20.0,0.559,0.1267,0.2559,0.902,0.0875,20.0,-70,110,0.2559
30.0,0.559,0.1267,0.2715,0.902,0.0875,30.0,-60,120,0.2715
40.0,0.559,0.1267,0.2907,0.902,0.0875,40.0,-50,130,0.2907
50.0,0.559,0.1267,0.299,0.902,0.0875,50.0,-40,140,0.299
60.0,0.559,0.1267,0.3242,0.902,0.0875,60.0,-30,150,0.3242
70.0,0.559,0.1267,0.4096,0.902,0.0875,70.0,-20,160,0.4096
80.0,0.559,0.1267,0.4705,0.902,0.0875,80.0,-10,170,0.4705
90.0,0.559,0.1267,0.4754,0.902,0.0875,90.0,0,180,0.4754
100.0,0.559,0.1267,0.5064,0.902,0.0875,100.0,10,190,0.5064
110.0,0.559,0.1267,0.4993,0.902,0.0875,110.0,20,200,0.4993
120.0,0.559,0.1267,0.5291,0.902,0.0875,120.0,30,210,0.5291
130.0,0.559,0.1267,0.5315,0.902,0.0875,130.0,40,220,0.5315
140.0,0.559,0.1267,0.5239,0.902,0.0875,140.0,50,230,0.5239
150.0,0.559,0.1267,0.572,0.902,0.0875,150.0,60,240,0.572
160.0,0.559,0.1267,0.5618,0.902,0.0875,160.0,70,250,0.5618
170.0,0.559,0.1267,0.5443,0.902,0.0875,170.0,80,260,0.5443
180.0,0.559,0.1267,0.5302,0.902,0.0875,180.0,90,270,0.5302
190.0,0.559,0.1267,0.5217,0.902,0.0875,190.0,100,280,0.5217
200.0,0.559,0.1267,0.5323,0.902,0.0875,200.0,110,290,0.5323
210.0,0.559,0.1267,0.5509,0.902,0.0875,210.0,120,300,0.5509
220.0,0.559,0.1267,0.5809,0.902,0.0875,220.0,130,310,0.5809
230.0,0.559,0.1267,0.5985,0.902,0.0875,230.0,140,320,0.5985
240.0,0.559,0.1267,0.5922,0.902,0.0875,240.0,150,330,0.5922
250.0,0.559,0.1267,0.5869,0.902,0.0875,250.0,160,340,0.5869
260.0,0.559,0.1267,0.5953,0.902,0.0875,260.0,170,350,0.5953
270.0,0.559,0.1267,0.6113,0.902,0.0875,270.0,180,360,0.6113
280.0,0.559,0.1267,0.6182,0.902,0.0875,280.0,190,370,0.6182
290.0,0.559,0.1267,0.6138,0.902,0.0875,290.0,200,380,0.6138
300.0,0.559,0.1267,0.6016,0.902,0.0875,300.0,210,390,0.6016
310.0,0.559,0.1267,0.6003,0.902,0.0875,310.0,220,400,0.6003
320.0,0.559,0.1267,0.6263,0.902,0.0875,320.0,230,410,0.6263
330.0,0.559,0.1267,0.5869,0.902,0.0875,330.0,240,420,0.5869
340.0,0.559,0.1267,0.5804,0.902,0.0875,340.0,250,430,0.5804
350.0,0.559,0.1267,0.5812,0.902,0.0875,350.0,260,440,0.5812
360.0,0.559,0.1267,0.6028,0.902,0.0875,360.0,270,450,0.6028
370.0,0.559,0.1267,0.5865,0.902,0.0875,370.0,280,460,0.5865
