,p1_center,p1_sigma,p2_amplitude,p2_center,p2_sigma,tmean,tstart,tstop,kinetics
-885.0,0.571,0.1435,0.205,0.918,0.0716,-885.0,-900,-870,0.205
-875.0,0.571,0.1435,0.2023,0.918,0.0716,-875.0,-890,-860,0.2023
-865.0,0.571,0.1435,0.2371,0.918,0.0716,-865.0,-880,-850,0.2371
-855.0,0.571,0.1435,0.1996,0.918,0.0716,-855.0,-870,-840,0.1996
-845.0,0.571,0.1435,0.1378,0.918,0.0716,-845.0,-860,-830,0.1378
-835.0,0.571,0.1435,0.1171,0.918,0.0716,-835.0,-850,-820,0.1171
-825.0,0.571,0.1435,0.1382,0.918,0.0716,-825.0,-840,-810,0.1382
-815.0,0.571,0.1435,0.1678,0.918,0.0716,-815.0,-830,-800,0.1678
-805.0,0.571,0.1435,0.2084,0.918,0.0716,-805.0,-820,-790,0.2084
-795.0,0.571,0.1435,0.247,0.918,0.0716,-795.0,-810,-780,0.247
-785.0,0.571,0.1435,0.2259,0.918,0.0716,-785.0,-800,-770,0.2259
-775.0,0.571,0.1435,0.1881,0.918,0.0716,-775.0,-790,-760,0.1881
-765.0,0.571,0.1435,0.1588,0.918,0.0716,-765.0,-780,-750,0.1588
-755.0,0.571,0.1435,0.1623,0.918,0.0716,-755.0,-770,-740,0.1623
-745.0,0.571,0.1435,0.1654,0.918,0.0716,-745.0,-760,-730,0.1654
-735.0,0.571,0.1435,0.1252,0.918,0.0716,-735.0,-750,-720,0.1252
-725.0,0.571,0.1435,0.1371,0.918,0.0716,-725.0,-740,-710,0.1371
-715.0,0.571,0.1435,0.1529,0.918,0.0716,-715.0,-730,-700,0.1529
-705.0,0.571,0.1435,0.1621,0.918,0.0716,-705.0,-720,-690,0.1621
-695.0,0.571,0.1435,0.0946,0.918,0.0716,-695.0,-710,-680,0.0946
-685.0,0.571,0.1435,0.0673,0.918,0.0716,-685.0,-700,-670,0.0673
-675.0,0.571,0.1435,0.0975,0.918,0.0716,-675.0,-690,-660,0.0975
-665.0,0.571,0.1435,0.2069,0.918,0.0716,-665.0,-680,-650,0.2069
-655.0,0.571,0.1435,0.2251,0.918,0.0716,-655.0,-670,-640,0.2251
-645.0,0.571,0.1435,0.2043,0.918,0.0716,-645.0,-660,-630,0.2043
-635.0,0.571,0.1435,0.1532,0.918,0.0716,-635.0,-650,-620,0.1532
-625.0,0.571,0.1435,0.1636,0.918,0.0716,-625.0,-640,-610,0.1636
-615.0,0.571,0.1435,0.1808,0.918,0.0716,-615.0,-630,-600,0.1808
-605.0,0.571,0.1435,0.1787,0.918,0.0716,-605.0,-620,-590,0.1787
-595.0,0.571,0.1435,0.128,0.918,0.0716,-595.0,-610,-580,0.128
-585.0,0.571,0.1435,0.0763,0.918,0.0716,-585.0,-600,-570,0.0763
-575.0,0.571,0.1435,0.0632,0.918,0.0716,-575.0,-590,-560,0.0632
-565.0,0.571,0.1435,0.061,0.918,0.0716,-565.0,-580,-550,0.061
-555.0,0.571,0.1435,0.0506,0.918,0.0716,-555.0,-570,-540,0.0506
-545.0,0.571,0.1435,0.0636,0.918,0.0716,-545.0,-560,-530,0.0636
-535.0,0.571,0.1435,0.1187,0.918,0.0716,-535.0,-550,-520,0.1187
-525.0,0.571,0.1435,0.1731,0.918,0.0716,-525.0,-540,-510,0.1731
-515.0,0.571,0.1435,0.1631,0.918,0.0716,-515.0,-530,-500,0.1631
-505.0,0.571,0.1435,0.1722,0.918,0.0716,-505.0,-520,-490,0.1722
-495.0,0.571,0.1435,0.1584,0.918,0.0716,-495.0,-510,-480,0.1584
-485.0,0.571,0.1435,0.1599,0.918,0.0716,-485.0,-500,-470,0.1599
-475.0,0.571,0.1435,0.1737,0.918,0.0716,-475.0,-490,-460,0.1737
-465.0,0.571,0.1435,0.239,0.918,0.0716,-465.0,-480,-450,0.239
-455.0,0.571,0.1435,0.2405,0.918,0.0716,-455.0,-470,-440,0.2405
-445.0,0.571,0.1435,0.2624,0.918,0.0716,-445.0,-460,-430,0.2624
-435.0,0.571,0.1435,0.2348,0.918,0.0716,-435.0,-450,-420,0.2348
-425.0,0.571,0.1435,0.2328,0.918,0.0716,-425.0,-440,-410,0.2328
-415.0,0.571,0.1435,0.2426,0.918,0.0716,-415.0,-430,-400,0.2426
-405.0,0.571,0.1435,0.2538,0.918,0.0716,-405.0,-420,-390,0.2538
-395.0,0.571,0.1435,0.2377,0.918,0.0716,-395.0,-410,-380,0.2377
-385.0,0.571,0.1435,0.1828,0.918,0.0716,-385.0,-400,-370,0.1828
-375.0,0.571,0.1435,0.115,0.918,0.0716,-375.0,-390,-360,0.115
-365.0,0.571,0.1435,0.1921,0.918,0.0716,-365.0,-380,-350,0.1921
-355.0,0.571,0.1435,0.1881,0.918,0.0716,-355.0,-370,-340,0.1881
-345.0,0.571,0.1435,0.1963,0.918,0.0716,-345.0,-360,-330,0.1963
-335.0,0.571,0.1435,0.1414,0.918,0.0716,-335.0,-350,-320,0.1414
-325.0,0.571,0.1435,0.1448,0.918,0.0716,-325.0,-340,-310,0.1448
-315.0,0.571,0.1435,0.1804,0.918,0.0716,-315.0,-330,-300,0.1804
-305.0,0.571,0.1435,0.1836,0.918,0.0716,-305.0,-320,-290,0.1836
-295.0,0.571,0.1435,0.1947,0.918,0.0716,-295.0,-310,-280,0.1947
-285.0,0.571,0.1435,0.1333,0.918,0.0716,-285.0,-300,-270,0.1333
-275.0,0.571,0.1435,0.1731,0.918,0.0716,-275.0,-290,-260,0.1731
-265.0,0.571,0.1435,0.2325,0.918,0.0716,-265.0,-280,-250,0.2325
-255.0,0.571,0.1435,0.2706,0.918,0.0716,-255.0,-270,-240,0.2706
-245.0,0.571,0.1435,0.2061,0.918,0.0716,-245.0,-260,-230,0.2061
-235.0,0.571,0.1435,0.2035,0.918,0.0716,-235.0,-250,-220,0.2035
-225.0,0.571,0.1435,0.1581,0.918,0.0716,-225.0,-240,-210,0.1581
-215.0,0.571,0.1435,0.1463,0.918,0.0716,-215.0,-230,-200,0.1463
-205.0,0.571,0.1435,0.0689,0.918,0.0716,-205.0,-220,-190,0.0689
-195.0,0.571,0.1435,0.1049,0.918,0.0716,-195.0,-210,-180,0.1049
-185.0,0.571,0.1435,0.129,0.918,0.0716,-185.0,-200,-170,0.129
