,E,S,bp,max_rate,na,naa,nd,nda,nt,size_raw,t_end,t_start,width_ms,max_rate_Dem,max_rate_Aem
158,0.040503,1.03766,0,78111.248,0.479,-0.429,11.35,-0.03,11.4,14,8.166690124999999,8.166281175,0.409,58466.081,
159,-0.044047,1.001734,0,465654.74,-1.493,-0.059,35.398,0.926,33.846,42,8.175640462499999,8.174632025,1.0084,466590.15,
160,-0.000132,1.036696,0,97758.29,-0.002,-0.538,15.187,-0.038,14.647,18,8.185089012499999,8.184577025,0.512,60223.517,
161,0.202775,0.663772,0,164142.914,2.69,6.721,10.578,-0.02,19.989,22,8.272893224999999,8.272627325,0.2659,101971.528,
162,-0.025084,1.052679,0,46042.039,-0.205,-0.409,8.381,-0.029,7.767,10,8.650931425,8.6505417,0.3897,,
163,-0.155686,1.046735,0,50526.645,-1.273,-0.365,9.448,-0.026,7.81,10,8.6539300125,8.6535823375,0.3477,51462.055,
164,-0.048666,1.042074,0,77187.295,-0.526,-0.437,11.339,-0.031,10.377,13,8.659048412499999,8.65863255,0.4159,63631.264,
165,0.007079,0.9684,0,77686.8,0.101,0.466,14.193,-0.037,14.76,18,8.663036049999999,8.6625278,0.5082,67073.818,
166,-0.034813,0.939953,0,47150.261,-0.315,0.578,9.361,-0.03,9.624,12,8.663285887499999,8.662883837499999,0.402,48085.671,
167,-0.161953,0.897478,0,50588.28,-1.961,1.383,14.066,-0.043,13.489,17,8.6638302,8.663242375,0.5878,51523.69,
168,0.003835,0.68848,0,73903.283,0.054,6.403,14.097,-0.042,20.554,24,8.6688974125,8.6683287,0.5687,72127.391,
169,0.164626,0.634705,0,196853.194,5.979,20.902,30.338,-0.077,57.218,64,8.6820398875,8.680993599999999,1.0463,113333.546,24302.178
170,0.045359,1.045866,0,106560.958,0.755,-0.73,15.895,-0.051,15.92,20,8.699430225,8.6987346875,0.6955,107496.368,
171,0.204992,1.043207,0,45419.913,1.912,-0.386,7.416,-0.027,8.941,11,8.699547837499999,8.69917985,0.368,,
172,0.364841,1.045337,0,48484.456,3.124,-0.371,5.438,-0.026,8.191,10,8.755645,8.7552912875,0.3537,,
173,0.417837,0.914478,0,170169.178,6.613,1.48,9.213,-0.036,17.306,20,8.8651319,8.8646366375,0.4953,47386.251,
174,0.094968,0.761791,0,176197.275,2.176,7.164,20.736,-0.058,30.076,35,8.877542974999999,8.8767470125,0.796,146525.52,
175,-0.013773,0.617619,0,356623.273,-0.645,29.011,47.504,-0.069,75.869,84,8.915531575,8.9145894625,0.9421,306400.107,
176,0.238052,0.524355,0,44106.484,1.99,7.584,6.37,-0.029,15.944,18,8.915841675,8.915445112499999,0.3966,,
177,0.188197,0.565856,0,305316.555,6.39,26.051,27.564,-0.066,60.006,66,8.916639325,8.915735549999999,0.9038,163402.634,23241.079
178,0.239097,1.046112,0,48025.177,2.022,-0.373,6.436,-0.026,8.085,10,9.084936175,9.0845810375,0.3551,,
179,-0.03389,0.777987,0,50641.225,-0.307,2.588,9.377,-0.029,11.658,14,9.2818822875,9.281489987499999,0.3923,46229.947,
180,0.06375,0.783061,0,133907.712,1.04,4.519,15.273,-0.034,20.832,24,9.531389825,9.5309318625,0.458,103657.505,
181,0.107583,0.839241,0,43456.562,0.888,1.581,7.366,-0.029,9.835,12,9.5315370375,9.53113805,0.399,,
182,-0.034078,0.716537,0,46197.319,-0.309,3.586,9.374,-0.029,12.651,15,9.531685012499999,9.531290725,0.3943,45668.542,
183,-0.074377,0.6225,0,72077.017,-0.899,7.33,12.987,-0.047,19.418,23,9.532027625,9.531389825,0.6378,73012.426,
184,0.147611,0.584223,0,174516.358,2.751,13.264,15.887,-0.051,31.903,36,9.5431903875,9.5424896375,0.7008,135134.579,
185,0.124496,0.510069,0,85291.834,1.984,15.308,13.953,-0.048,31.245,35,9.5436939875,9.5430349125,0.6591,51409.338,
186,0.239341,1.044651,0,51370.984,2.03,-0.363,6.452,-0.025,8.119,10,9.5603357625,9.559990449999999,0.3453,,
187,-0.155726,0.833348,0,50425.697,-1.273,1.635,9.447,-0.026,9.809,12,9.561740024999999,9.5613920625,0.348,51361.107,
188,-0.047714,0.558329,0,76381.438,-0.517,8.576,11.358,-0.03,19.416,22,9.796837425,9.7964331375,0.4043,70048.102,
189,0.202545,0.704406,0,244104.378,7.217,14.953,28.416,0.927,50.587,58,9.897142225,9.896145075,0.9972,194851.19,32287.182
190,0.131286,0.51001,0,170076.031,5.279,38.634,34.933,1.904,78.846,89,9.8982811625,9.896979875,1.3013,123533.847,19649.987
191,-0.153409,0.86165,0,56636.905,-1.512,1.583,11.368,-0.029,11.439,14,10.081237074999999,10.080839475,0.3976,57572.315,
192,0.319527,0.782832,0,66190.011,3.016,2.618,6.423,-0.027,12.057,14,10.0817979,10.081434325,0.3636,,
193,0.035296,0.769663,0,59939.648,0.41,3.477,11.209,-0.037,15.097,18,10.1604278125,10.1599299375,0.4979,50575.648,
194,0.365181,0.648716,0,46851.344,3.098,4.594,5.385,-0.028,13.077,15,10.160485075,10.16009805,0.387,,
195,-0.02667,1.03697,0,63585.12,-0.247,-0.33,9.501,-0.023,8.924,11,10.349347287499999,10.349033024999999,0.3143,53389.752,
196,0.346072,1.057111,0,59347.864,3.763,-0.587,7.111,0.959,10.287,14,10.4404961125,10.4399365,0.5596,,
197,0.20391,0.466424,0,53176.856,1.885,10.578,7.361,-0.03,19.824,22,10.477988374999999,10.47758605,0.4023,,
198,0.013289,0.489395,0,328396.619,0.299,23.466,22.193,-0.037,45.958,50,10.48009205,10.479583824999999,0.5082,270058.516,
199,0.101255,0.643639,0,95230.944,2.208,12.072,19.596,-0.065,33.875,39,10.514827125,10.5139429625,0.8842,79568.137,
200,0.128562,0.554471,0,544484.794,8.286,51.786,56.163,-0.085,116.235,126,10.536847762499999,10.5356913625,1.1564,412919.429,33976.22
201,0.015797,0.363791,0,68319.727,0.212,23.481,13.214,-0.036,36.907,40,10.5674285125,10.5669339375,0.4946,52566.336,
202,0.064777,0.462592,0,50934.316,0.642,11.52,9.274,-0.034,21.437,24,10.567646762499999,10.567189687499999,0.4571,40127.209,
203,0.066524,1.008436,0,121965.646,2.425,-0.305,34.026,-0.091,36.146,44,10.60793565,10.60669265,1.243,112575.053,
204,-0.03462,1.048654,0,46016.255,-0.313,-0.42,9.365,-0.029,8.631,11,10.6080942625,10.60769425,0.4,44122.678,
