,E,S,bg_a,bg_aa,bg_d,bp,i_end,i_start,na,naa,nd,nda,nt,size_raw,t_end,t_start,width_ms
0,0.164173,0.523659,7.293,7.051,5.213,0,251,72,13.707,75.949,69.787,0.506,159.443,180,0.01983765,0.0111360375,8.7016
1,0.283482,0.370347,4.366,4.221,3.121,0,687,575,10.634,63.779,26.879,-0.296,101.293,113,0.07675547499999999,0.071546325,5.2092
2,0.367216,0.398274,5.038,4.871,3.602,0,821,672,19.962,82.129,34.398,-0.341,136.489,150,0.08180526249999999,0.0757937375,6.0115
3,0.212103,0.375798,3.954,3.823,2.827,0,932,834,7.046,55.177,26.173,-0.268,88.396,99,0.0889553875,0.08423726249999999,4.7181
4,0.280587,0.734421,2.343,2.265,1.675,0,1006,949,10.657,13.735,27.325,-0.159,51.718,58,0.0989469625,0.096151825,2.7951
5,0.358387,0.86695,3.194,3.088,2.283,0,1421,1369,13.806,5.912,24.717,-0.216,44.435,53,0.1800030875,0.1761920125,3.8111
6,0.168464,0.68947,4.748,4.59,3.394,0,1981,1881,10.252,27.41,50.606,-0.321,88.268,101,0.29285171249999997,0.2871868375,5.6649
7,0.278088,0.698014,1.89,1.828,1.351,0,2067,2016,9.11,14.172,23.649,-0.128,46.931,52,0.305000275,0.302744725,2.2556
8,0.115018,0.914289,6.32,6.11,4.518,0,3173,3065,9.68,7.89,74.482,-0.428,92.052,109,0.667347975,0.659807025,7.541
9,0.178785,0.512761,3.182,3.076,2.275,0,3318,3247,5.818,30.924,26.725,-0.215,63.468,72,0.6916957625,0.6878993375,3.7964
10,0.224207,0.581556,2.011,1.945,1.438,0,3555,3474,9.989,32.055,34.562,-0.136,76.606,82,0.724697825,0.7222977125,2.4001
11,0.193766,0.609555,4.229,4.089,3.024,0,3808,3698,11.771,38.911,48.976,-0.286,99.658,111,0.7456356625,0.7405892125,5.0464
12,0.111281,0.93869,4.521,4.371,3.232,0,3984,3929,4.479,2.629,35.768,0.694,42.875,56,0.7882494124999999,0.7828544374999999,5.395
13,0.241904,0.769553,4.909,4.746,3.509,0,4046,3984,9.091,11.254,28.491,0.668,48.836,63,0.7941066375,0.7882494124999999,5.8572
14,-0.041136,1.017951,3.982,3.849,2.846,0,4330,4273,-1.982,-0.849,50.154,-0.27,47.322,58,0.8774409,0.8726899874999999,4.7509
15,0.071576,1.021553,5.04,4.873,3.603,0,4630,4576,2.96,-0.873,38.397,0.659,40.485,55,0.9835559625,0.977542375,6.0136
16,0.291867,0.678923,3.314,3.204,2.369,0,4797,4715,14.686,23.796,35.631,-0.224,74.112,83,1.0187469624999999,1.0147922624999999,3.9547
17,0.379496,0.515268,4.388,4.243,3.137,0,5087,4889,36.612,90.757,59.863,-0.297,187.232,199,1.0459362749999999,1.040700175,5.2361
18,0.251093,0.540912,2.561,2.476,1.831,0,5367,5299,8.439,28.524,25.169,-0.173,62.131,69,1.1233516625,1.1202953375,3.0563
19,0.2413,0.775091,7.195,6.957,5.144,0,6025,5842,30.805,37.043,96.856,-0.487,164.704,184,1.2543381375,1.245752375,8.5858
20,0.226375,0.639844,7.256,7.016,5.188,0,6300,6089,27.744,68.984,94.812,0.509,191.54,212,1.2815514,1.2728929375,8.6585
21,0.324493,0.575817,5.452,5.271,3.898,0,6499,6354,24.548,55.729,51.102,-0.369,131.379,146,1.3068518875,1.3003464875,6.5054
22,0.202902,0.808502,1.689,1.633,1.207,0,7215,7172,6.311,7.367,24.793,0.886,38.47,44,1.5063554875,1.5043400875,2.0154
23,0.316553,0.709181,2.973,2.875,2.126,0,7340,7226,24.027,31.125,51.874,-0.201,107.026,115,1.5153979375,1.5118501625,3.5478
24,0.240734,0.655458,2.934,2.836,2.097,0,7541,7464,11.066,24.164,34.903,-0.199,70.133,78,1.5584367124999998,1.5549362,3.5005
25,0.356615,0.50292,5.623,5.436,4.02,0,8083,7933,24.377,67.564,43.98,-0.381,135.922,151,1.722255825,1.715546925,6.7089
26,0.314545,0.598776,5.527,5.343,3.951,0,8676,8510,28.473,60.657,62.049,0.626,151.179,167,1.8933478,1.8867533875,6.5944
27,0.363848,0.52905,4.782,4.624,3.419,0,9184,9007,31.218,76.376,54.581,2.676,162.175,178,1.9962066625,1.9905003625,5.7063
28,0.247513,0.72206,2.444,2.363,1.747,0,9540,9453,14.556,22.637,44.253,-0.165,81.446,88,2.0670524375,2.0641360875,2.9164
29,0.181902,0.489864,3.032,2.931,2.167,0,9959,9839,9.968,57.069,44.833,0.795,111.87,121,2.1691564,2.1655390999999997,3.6173
30,0.271016,0.515003,5.45,5.269,3.896,0,10692,10480,27.55,95.731,74.104,0.631,197.384,213,2.3533440624999997,2.3468405999999997,6.5035
31,0.250424,0.734177,2.592,2.506,1.853,0,10774,10706,11.408,16.494,34.147,-0.176,62.049,69,2.3614380125,2.358345275,3.0927
32,0.21453,0.542683,4.604,4.451,3.291,0,11666,11530,14.396,56.549,52.709,0.688,123.653,137,2.5743950499999997,2.5689013249999997,5.4937
33,0.230024,0.997113,5.958,5.76,4.259,0,12484,12386,19.042,0.24,63.741,-0.403,83.022,99,2.8253053374999997,2.81819615,7.1092
34,0.213889,0.576471,4.317,4.173,3.086,0,12741,12660,8.683,29.827,31.914,-0.292,70.424,82,2.8740459124999997,2.8688952125,5.1507
35,0.374055,0.45329,6.534,6.317,4.671,0,14819,14611,32.466,104.683,54.329,-0.442,191.478,209,3.504886,3.4970896375,7.7964
36,0.112932,0.997409,4.019,3.885,2.873,0,14936,14879,4.981,0.115,39.127,2.728,44.223,58,3.5255921375,3.520796875,4.7953
37,0.369459,0.471494,3.28,3.171,2.345,0,15171,15050,19.72,59.829,33.655,-0.222,113.203,122,3.5607496624999997,3.5568356375,3.914
38,0.263307,0.520524,3.146,3.041,2.249,0,15411,15265,18.854,65.959,52.751,0.787,137.564,147,3.5694910749999997,3.565737425,3.7536
39,0.20425,0.433525,4.009,3.876,2.866,0,15557,15457,7.991,51.124,31.134,-0.271,90.25,101,3.5836901625,3.578907025,4.7831
40,0.283668,0.498267,6.288,6.08,4.495,0,16083,15864,28.712,101.92,72.505,-0.426,203.137,220,3.646452975,3.6389498249999996,7.5031
41,0.380834,0.549755,4.278,4.136,3.058,0,16645,16525,22.722,48.864,36.942,0.71,108.527,121,3.8212460375,3.8161413625,5.1047
42,0.24523,0.623508,5.06,4.892,3.617,0,16995,16767,32.94,81.108,101.383,-0.343,215.43,229,3.8582444875,3.8522066374999997,6.0378
43,0.165299,0.590744,6.458,6.243,4.617,0,17231,17075,13.542,56.757,68.383,0.563,138.682,157,3.8782979625,3.870592425,7.7055
44,0.216609,0.580304,6.502,6.286,4.648,0,17403,17310,9.498,31.714,34.352,0.56,75.564,94,3.9164053625,3.9086475125,7.7578
45,0.367702,0.481211,2.939,2.841,2.101,0,17736,17644,15.061,44.159,25.899,-0.199,85.119,93,3.9796030625,3.9760963,3.5068
46,0.178565,0.459868,3.346,3.235,2.392,0,18944,18855,6.654,43.765,30.608,-0.227,81.026,90,4.3115465625,4.307553475,3.9931
47,0.155399,1.009814,5.647,5.46,4.037,0,19007,18946,7.353,-0.46,39.963,-0.382,46.856,62,4.3198425375,4.313104174999999,6.7384
48,0.08491,0.764012,4.77,4.611,3.41,0,19105,19027,4.23,15.389,45.59,0.677,65.209,79,4.331687575,4.3259962125,5.6914
49,0.353075,0.348007,3.857,3.729,2.757,0,19881,19723,18.143,96.271,33.243,0.739,147.656,159,4.4571995,4.4525971625,4.6023
50,0.254066,0.399338,3.562,3.444,2.547,0,20043,19902,13.438,79.556,39.453,-0.241,132.447,142,4.467237775,4.462987425,4.2504
51,0.094653,0.683001,3.385,3.272,2.42,0,20296,20232,3.615,17.728,34.58,-0.229,55.923,65,4.5359417125,4.5319030875,4.0386
52,0.366505,0.447974,9.435,9.122,6.745,0,21020,20503,80.565,270.878,139.255,1.361,490.698,518,4.5746962125,4.5634383,11.2579
53,0.259359,0.50699,3.318,3.208,2.372,0,21242,21054,23.682,88.792,67.628,-0.225,180.102,189,4.584394575,4.5804356625,3.9589
54,0.371013,0.459637,4.646,4.492,3.321,0,21735,21569,26.354,83.508,44.679,-0.315,154.541,167,4.678892125,4.673348475,5.5436
55,0.198678,0.721033,3.435,3.321,2.456,0,22497,22428,8.565,16.679,34.544,0.767,59.788,70,4.9391963125,4.9350973625,4.0989
56,0.303397,0.715687,3.886,3.757,2.778,0,24263,24207,10.114,13.243,23.222,-0.263,46.579,57,5.4362862375,5.4316494375,4.6368
57,0.228274,0.575904,5.356,5.179,3.829,0,25290,25112,21.644,69.821,73.171,-0.363,164.636,179,5.6954371125,5.6890458125,6.3913
58,0.30951,0.429655,3.86,3.731,2.759,0,25542,25306,30.14,129.269,67.241,-0.261,226.65,237,5.704351525,5.69974625,4.6053
59,0.344724,0.461572,4.99,4.825,3.568,0,26130,26017,16.01,54.175,30.432,-0.338,100.617,114,5.8276933625,5.821738874999999,5.9545
60,0.215647,0.552135,3.985,3.853,2.849,0,26643,26566,8.015,30.147,29.151,-0.27,67.312,78,6.0069020625,6.0021466624999995,4.7554
61,0.340381,0.437809,3.174,3.069,2.269,0,26882,26775,14.826,55.931,28.731,-0.215,99.488,108,6.060942525,6.0571551375,3.7874
62,0.213956,0.702826,5.355,5.178,3.829,0,27422,27276,19.645,38.822,72.171,1.637,130.638,147,6.1760468625,6.1696566,6.3903
63,0.14576,0.650947,5.229,5.056,3.739,0,27690,27574,9.771,35.944,57.261,-0.354,102.976,117,6.243044325,6.236804475,6.2398
64,0.562016,0.31387,2.248,2.174,1.607,0,28006,27888,19.752,76.826,15.393,0.848,111.97,119,6.29873955,6.2960566374999996,2.6829
65,0.535729,0.363674,3.064,2.963,2.191,0,28215,28047,30.936,101.037,26.809,1.793,158.782,169,6.3094988625,6.3058423999999995,3.6565
66,0.048985,1.008845,3.556,3.438,2.542,0,29835,29777,2.444,-0.438,47.458,-0.241,49.465,59,6.7868426374999995,6.782600137499999,4.2425
67,0.332343,0.540955,2.429,2.348,1.736,0,30421,30340,13.571,34.652,27.264,-0.164,75.487,82,6.9322001375,6.929302037499999,2.8981
