,E,S,bp,max_rate,na,naa,nd,nda,nt,size_raw,t_end,t_start,width_ms,max_rate_Dem,max_rate_Aem
61,0.272502,0.477622,0,65695.759,2.915,11.701,7.783,-0.022,22.399,24,1.7181377249999998,1.7177774499999998,0.3603,,
62,0.573765,0.681027,0,121135.382,11.585,9.457,8.606,-0.04,29.647,32,1.7186472499999998,1.717992925,0.6543,,50184.387
63,0.001774,0.486632,0,267687.227,0.028,16.611,15.718,-0.029,32.356,35,1.7194964,1.7190276,0.4688,268531.384,
64,0.270938,0.695148,0,84367.392,2.883,4.667,7.758,-0.025,15.308,17,1.7203321875,1.7199308999999998,0.4013,,
65,0.399877,0.597176,0,345061.351,14.939,25.201,22.421,0.941,62.561,68,1.8902949875,1.8893330874999998,0.9619,148408.135,93788.402
66,0.104998,0.763154,0,46587.124,0.913,2.698,7.781,-0.022,11.392,13,1.890994525,1.8906311,0.3634,,
67,-0.023896,0.761637,0,48444.365,-0.205,2.68,8.768,-0.024,11.243,13,1.8912769249999999,1.890891575,0.3853,,
68,0.440717,0.50188,0,506087.204,16.017,36.071,20.326,1.932,72.414,79,1.9931458125,1.9920270624999998,1.1188,221234.747,58985.702
69,0.105481,0.530458,0,48565.222,0.918,7.704,7.785,-0.022,16.407,18,1.9934900375,1.9931332,0.3568,,
70,0.467599,0.42887,0,56294.389,7.504,21.371,8.544,-0.046,37.419,40,1.9939983874999998,1.9932413249999998,0.7571,,
71,0.584263,0.575903,0,47393.55,5.316,6.7,3.783,-0.022,15.799,17,1.9940442875,1.9936836125,0.3607,,
72,0.248268,0.84463,0,225906.964,7.086,5.25,21.456,0.945,33.793,39,1.9946858875,1.9937832875,0.9026,116313.99,38173.096
73,0.289505,1.036109,0,94204.375,5.115,-0.616,12.553,-0.045,17.053,20,2.027835725,2.0270942874999998,0.7414,50952.354,
74,0.338341,0.780643,0,106479.302,10.898,9.051,21.311,-0.07,41.26,46,2.0651884625,2.0640452375,1.1432,57903.92,31456.236
75,0.15589,0.661602,0,286841.789,2.882,9.456,15.605,-0.04,27.944,31,2.0657907375,2.06513575,0.655,124373.249,
76,-0.021636,1.036195,0,47130.351,-0.186,-0.3,8.782,-0.022,8.296,10,2.066492025,2.0661304625,0.3616,,
77,0.125757,0.558748,0,380415.076,4.804,30.167,33.396,-0.061,68.366,74,2.168596825,2.167593625,1.0032,230946.139,
78,0.197313,0.782272,0,100675.728,1.913,2.698,7.781,-0.022,12.392,14,2.3297455375,2.3293819,0.3636,,
79,0.173516,0.515374,0,194932.758,4.316,23.387,20.555,-0.045,48.258,52,2.3493321125,2.348594125,0.738,98946.577,
80,0.180705,0.632466,0,130132.448,6.254,20.113,28.357,-0.065,54.724,60,2.3501960625,2.34912785,1.0682,75788.205,25427.342
81,-0.039582,0.449617,0,62515.124,-0.41,12.675,10.764,-0.024,23.03,25,2.3512836125,2.3508923375,0.3913,59082.448,
82,0.399316,0.551031,0,114202.218,9.005,18.373,13.546,-0.046,40.924,44,2.352487025,2.351732625,0.7544,58739.336,39940.956
83,0.205829,0.730152,0,278641.028,7.373,13.238,28.448,-0.056,49.059,54,2.3599952749999997,2.3590783374999997,0.9169,100759.711,24821.547
84,0.247085,0.683186,0,116612.9,3.513,6.593,10.705,-0.03,20.812,23,2.5146291499999998,2.5141395625,0.4896,105340.383,
85,0.001412,0.714698,0,327941.046,0.024,6.712,16.791,-0.021,23.528,26,2.5706824249999998,2.5703362375,0.3462,248715.928,
86,0.242719,0.660361,0,128926.286,6.219,13.179,19.405,-0.06,38.803,43,2.572236125,2.5712475625,0.9886,74931.707,
87,0.10312,0.425786,0,47363.751,0.893,11.677,7.766,-0.024,20.336,22,2.5733812499999997,2.57299235,0.3889,,
88,0.186647,0.955628,0,309837.548,10.078,2.507,43.917,-0.11,56.502,65,2.8217433625,2.81994575,1.7976,139074.655,27675.071
89,0.125566,1.031785,0,79158.035,1.54,-0.378,10.726,-0.028,11.888,14,2.82299065,2.82253565,0.455,56591.581,
90,0.045686,0.812254,0,84114.998,0.512,2.593,10.705,-0.03,13.81,16,2.8442848499999998,2.84379445,0.4904,45929.576,
91,0.133402,0.681899,0,192316.746,2.714,9.491,17.63,-0.037,29.835,33,2.8722916625,2.8716782125,0.6134,184797.426,
92,0.414551,0.385459,0,53550.493,4.07,15.652,5.748,-0.026,25.469,27,2.9422973249999997,2.94187825,0.4191,,
93,0.194423,0.579938,0,265220.168,5.199,19.37,21.543,-0.046,46.113,50,3.1582892874999997,3.1575310874999998,0.7582,116442.281,
94,0.217329,0.489594,0,141794.325,7.282,34.929,26.223,-0.079,68.434,74,3.4988367375,3.4975473,1.2894,113703.784,18182.51
95,0.211357,0.425765,0,63304.614,2.598,16.577,9.693,-0.031,28.868,31,3.49909685,3.4985873124999998,0.5095,36010.93,
96,0.69715,0.54453,0,53305.832,6.43,7.715,2.793,-0.021,16.939,18,3.4997831374999997,3.49944015,0.343,,
97,-0.070879,0.997148,0,85711.338,-2.074,0.084,31.335,1.933,29.345,37,3.5234821875,3.52237885,1.1033,86555.496,
98,0.381157,0.607848,0,157087.065,11.35,19.211,18.428,-0.058,48.989,53,3.560197375,3.5592475374999997,0.9498,84132.201,52838.111
99,0.197778,0.615972,0,225584.363,4.588,14.464,18.611,-0.039,37.663,41,3.566335525,3.5656896999999996,0.6458,226428.52,
100,0.264923,0.622476,0,157441.286,10.897,24.947,30.236,0.922,66.08,73,3.567246825,3.5659787499999998,1.2681,131683.727,36203.6
101,0.27123,0.477132,0,60431.099,2.889,11.673,7.763,-0.024,22.325,24,3.5675888125,3.56719515,0.3937,,
102,0.082832,0.532814,0,653620.031,2.479,26.245,27.452,-0.056,56.177,61,3.581736625,3.5808274375,0.9092,135683.859,
103,0.215534,0.618713,0,54458.462,2.681,7.665,9.757,-0.025,20.102,22,3.5847475875,3.5843439124999996,0.4037,44171.689,
104,0.113544,0.967593,0,212029.151,2.012,0.593,15.705,-0.03,18.31,21,3.5932293375,3.5927397125,0.4896,95696.184,
105,0.034422,0.543368,0,316486.934,0.874,21.345,24.525,-0.048,46.744,51,3.6406800374999997,3.6398909374999997,0.7891,189703.932,
106,0.061918,0.691603,0,98835.544,0.642,4.624,9.727,-0.028,14.993,17,3.6427437625,3.6422907374999998,0.453,39417.668,
107,0.254527,0.509483,0,241807.017,5.63,21.295,16.489,-0.052,43.413,47,3.6435927125,3.6427437625,0.849,109476.777,
108,0.246841,0.665342,0,97258.004,4.114,8.383,12.553,-0.045,25.05,28,3.6451394749999997,3.6443965625,0.7429,50540.378,
109,0.298661,0.620554,0,77283.972,3.704,7.583,8.697,-0.031,19.984,22,3.820839875,3.8203376624999996,0.5022,,
110,0.16956,0.402367,0,61838.382,1.789,15.674,8.763,-0.024,26.226,28,3.8525910125,3.8521978875,0.3931,,
111,0.184646,0.612634,0,340616.569,16.67,57.084,73.61,-0.141,147.364,160,3.8548845624999997,3.8525771124999997,2.3074,252162.271,48637.828
112,0.199644,0.867168,0,160990.049,3.135,2.406,12.569,-0.044,18.11,21,3.8568948749999996,3.856179075,0.7158,133009.349,
113,0.050008,0.47208,0,188239.334,1.131,25.298,21.491,0.948,47.92,53,3.8729937875,3.8721487125,0.8451,126180.542,
114,-0.024905,0.30293,0,45361.078,-0.213,19.671,8.762,0.976,28.22,31,3.873132075,3.8727361625,0.3959,,
115,0.037015,0.950549,0,100156.93,0.451,0.634,11.734,-0.027,12.819,15,3.8768843874999996,3.8764436,0.4408,71510.334,
116,0.274728,0.652157,0,69279.548,2.962,5.75,7.819,-0.018,16.53,18,3.9785458,3.978244625,0.3012,,
117,0.423357,0.427381,0,49598.325,4.934,15.614,6.72,-0.028,27.268,29,3.9788951,3.9784302874999997,0.4648,,
118,0.385618,0.416583,0,58127.177,4.857,17.639,7.738,-0.027,30.233,32,3.9791303499999997,3.9786953625,0.435,,
119,0.209508,0.588811,0,62985.193,2.562,8.539,9.665,-0.034,20.766,23,4.309888862499999,4.309333275,0.5556,33436.59,
120,0.227214,0.532832,0,45515.638,1.988,7.672,6.762,-0.024,16.422,18,4.31008855,4.3096932,0.3954,,
121,0.102673,0.649308,0,45629.632,0.888,4.672,7.762,-0.024,13.322,15,4.31022995,4.3098350125,0.3949,,
122,-0.155344,0.759753,0,45581.203,-1.313,2.672,9.762,-0.024,11.121,13,4.31048285,4.3100877375,0.3951,46425.36,
123,-0.024102,0.761695,0,47780.483,-0.206,2.678,8.767,-0.024,11.238,13,4.3105301874999995,4.310142675,0.3875,,
124,0.227053,0.606717,0,44702.91,1.986,5.669,6.76,-0.024,14.415,16,4.3106931374999995,4.3102947875,0.3984,,
125,0.042998,1.023456,0,131416.279,0.795,-0.424,17.693,-0.031,18.064,21,4.3156413625,4.315131174999999,0.5102,84436.191,
126,0.168681,1.03342,0,49683.963,1.776,-0.34,8.753,-0.025,10.189,12,4.31779345,4.3173834499999995,0.41,,
127,0.311225,1.022562,0,71771.668,3.091,-0.219,6.841,-0.016,9.713,11,4.3178416749999995,4.3175778,0.2639,,
128,0.044694,0.699919,0,103231.29,0.777,7.451,16.602,-0.04,24.829,28,4.3284918625,4.327830475,0.6614,99444.555,
129,-0.057489,0.890335,0,151298.131,-1.55,3.32,28.507,-0.05,30.278,35,4.329698025,4.328879725,0.8183,95914.021,
130,0.290291,0.452784,0,190400.024,5.144,21.414,12.575,-0.043,39.134,42,4.365794875,4.3650898625,0.705,53143.039,
131,0.338022,0.372273,0,56703.601,6.86,34.22,13.434,-0.057,54.514,58,4.3918777,4.390938537499999,0.9392,42480.795,
132,-0.024956,1.04006,0,45217.737,-0.213,-0.329,8.761,-0.024,8.219,10,4.398282174999999,4.3978857375,0.3964,,
133,0.227102,0.344143,0,44950.485,1.986,16.67,6.761,-0.024,25.417,27,4.4550336249999996,4.4546361999999995,0.3974,,
134,0.061054,0.361543,0,69334.302,0.948,27.42,14.579,-0.043,42.947,46,4.45548255,4.454783787499999,0.6988,47981.883,
135,0.521415,0.598611,0,47008.982,5.185,6.667,4.759,0.976,16.611,19,4.4560784,4.4556777875,0.4006,,
136,-0.036534,0.347525,0,50811.197,-0.343,17.639,9.738,-0.027,27.035,29,4.4639327125,4.4634984625,0.4342,50418.066,
137,0.508088,0.348418,0,136663.125,6.969,25.652,6.747,-0.026,39.368,41,4.4645977875,4.4641783625,0.4194,,
138,0.274073,0.581677,0,90613.34,3.685,9.669,9.76,-0.024,23.114,25,4.46557965,4.465181325,0.3983,72365.393,
139,0.104747,0.701617,0,45622.707,0.91,3.695,7.779,-0.022,12.385,14,4.5345980625,4.534231225,0.3668,,
140,0.102506,0.649317,0,68991.537,1.773,9.34,15.522,-0.049,26.635,30,4.5351849875,4.5343906,0.7944,55112.814,
141,0.232032,0.922335,0,57654.064,2.06,0.747,6.817,-0.019,9.624,11,4.56579465,4.5654905375,0.3041,,
142,0.272336,0.563912,0,140617.874,5.096,14.47,13.616,-0.039,33.181,36,4.5665849,4.565946725,0.6382,52837.872,
143,0.259889,0.499767,0,294712.686,5.849,22.528,16.657,0.965,45.034,49,4.5682475625,4.5676786625,0.5689,174692.098,
144,0.35627,0.524572,0,510144.228,29.369,74.713,53.066,-0.095,157.148,166,4.5709428,4.5693926125,1.5502,227236.747,82969.358
145,0.228002,0.315706,0,179959.397,10.41,98.962,35.247,-0.076,144.619,151,4.5735423375,4.5722923875,1.2499,94339.061,40472.821
146,0.266916,0.65291,0,60186.783,4.203,8.371,11.544,-0.046,24.118,27,4.5813914,4.5806343125,0.7571,47608.581,
147,0.185861,0.487844,0,286323.285,12.359,69.807,54.135,-0.088,136.301,145,4.5825788625,4.581142775,1.4361,224908.581,52013.458
148,0.247819,0.3968,0,116265.474,4.143,25.414,12.575,-0.043,42.132,45,4.676148575,4.6754427,0.7059,113887.819,
149,0.584235,0.286367,0,50505.77,5.324,22.709,3.789,-0.021,31.821,33,4.6764341625,4.6760833,0.3509,,
150,0.353352,0.620222,0,196634.59,12.768,22.126,23.366,-0.064,58.26,63,4.6780869375,4.6770342,1.0527,101683.098,43992.609
151,-0.025314,1.027224,0,81498.032,-0.242,-0.254,9.816,-0.019,9.32,11,4.818945125,4.8186396125,0.3055,57893.225,
152,0.102797,1.039226,0,46098.26,0.889,-0.327,7.763,-0.024,8.326,10,4.8677346375,4.867341375,0.3933,,
153,0.081967,1.036314,0,52561.94,0.782,-0.334,8.758,-0.025,9.205,11,4.8679407625,4.86753825,0.4025,,
154,0.005601,1.041921,0,99851.38,0.077,-0.55,13.601,-0.041,13.127,16,4.8684930625,4.867830437499999,0.6626,100695.537,
155,0.032712,0.725427,0,105469.639,0.395,4.575,11.692,-0.031,16.662,19,4.936444675,4.9359328625,0.5118,93321.932,
156,0.469612,0.61928,0,63953.051,5.13,6.716,5.794,-0.021,17.639,19,5.205735475,5.2053929125,0.3426,,
157,-0.031277,1.033932,0,97015.039,-0.593,-0.622,19.549,-0.046,18.334,22,5.2184885375,5.2177394625,0.7491,97859.197,
158,0.330006,0.456022,0,105900.029,6.225,22.5,12.638,0.963,41.362,45,5.6378929125,5.6372912,0.6017,62720.108,
159,0.225869,0.641114,0,747968.021,14.995,37.163,51.393,-0.062,103.551,111,5.694043775,5.6930358375,1.0079,376533.781,66460.502
160,0.2409,0.41409,0,301010.968,14.925,87.664,47.031,-0.098,149.62,158,5.702498449999999,5.7008897124999995,1.6087,280963.87,37463.139
161,0.404257,0.42213,0,227124.929,9.833,33.298,14.491,-0.052,57.622,61,5.7031325125,5.7022872125,0.8453,82959.481,34396.193
162,0.350063,0.60952,0,88948.981,4.671,8.548,8.672,-0.033,21.891,24,5.7377823249999995,5.737238275,0.544,,
163,0.231851,0.503607,0,56169.633,2.057,8.745,6.815,-0.019,17.616,19,5.8256395375,5.8253319375,0.3076,,
164,0.192114,0.725472,0,51258.763,1.836,3.617,7.722,-0.028,13.176,15,5.8304395875,5.8299785625,0.461,,
165,0.274246,0.614938,0,60437.082,2.952,6.739,7.811,-0.019,17.502,19,5.9769951,5.9766810375,0.3141,,
166,0.196009,0.499533,0,49018.727,1.893,9.678,7.766,-0.024,19.337,21,5.97718645,5.976798137499999,0.3883,,
167,0.349084,0.4113,0,46529.513,3.091,12.675,5.764,-0.024,21.53,23,5.977332725,5.976940975,0.3918,,
168,0.154379,0.74168,0,141251.383,2.844,6.415,15.576,-0.043,24.835,28,6.004995675,6.004291675,0.704,112133.258,
169,0.102683,0.328632,0,45667.753,0.888,17.672,7.762,-0.024,26.323,28,6.0577289625,6.0573341625,0.3948,,
170,0.305075,0.519222,0,203091.692,7.753,23.532,17.66,-0.034,48.945,52,6.05809225,6.0575286125,0.5636,115486.902,40895.881
171,0.206371,0.74334,0,248944.737,14.007,23.434,53.865,1.885,91.306,103,6.175779899999999,6.1738948124999995,1.8851,207527.739,29852.759
172,0.105841,0.616299,0,301727.352,1.984,11.67,16.761,-0.024,30.415,33,6.239241487499999,6.23884455,0.3969,171302.036,
173,0.208895,0.662283,0,424368.537,7.547,18.423,28.582,-0.042,54.552,59,6.2410349499999995,6.240340175,0.6948,178468.727,66545.545
174,0.227203,1.039008,0,45460.566,1.988,-0.328,6.762,-0.024,8.421,10,6.2570434,6.256647849999999,0.3956,,
175,0.38532,0.622465,0,54812.291,4.845,7.626,7.729,-0.028,20.2,22,6.293946225,6.293496237499999,0.45,,
176,0.468468,0.339368,0,72756.399,13.485,56.035,15.3,0.929,84.821,90,6.298841674999999,6.2976802124999995,1.1615,45190.446,30410.421
177,0.551377,0.522571,0,77439.24,6.965,11.541,5.667,-0.034,24.173,26,6.307182162499999,6.306629549999999,0.5526,,
178,0.385236,0.59309,0,50747.27,4.842,8.623,7.726,-0.028,21.191,23,6.3073829749999994,6.3069287375,0.4542,,
179,0.513075,0.502467,0,55865.223,5.998,11.576,5.693,0.969,23.267,26,6.307692325,6.307182162499999,0.5102,,
180,0.431135,0.365489,0,78925.22,5.875,23.658,7.752,-0.025,37.286,39,6.308695912499999,6.308284662499999,0.4112,,
181,-0.147836,0.85984,0,59850.312,-1.515,1.67,11.761,0.976,11.916,15,6.3606278,6.360230662499999,0.3971,60694.469,
182,0.227343,0.766021,0,46190.271,1.99,2.674,6.763,-0.024,11.427,13,6.5702898124999995,6.5698968749999995,0.3929,,
183,-0.154642,1.039732,0,85616.486,-1.962,-0.485,14.648,-0.036,12.202,15,6.784931537499999,6.7843477875,0.5838,86460.643,
184,0.017897,1.039877,0,101068.317,0.23,-0.494,12.642,-0.036,12.379,15,6.785633225,6.785038837499999,0.5944,95048.532,
185,0.105451,0.762988,0,48436.587,0.918,2.703,7.785,-0.022,11.406,13,6.857397187499999,6.8570399375,0.3572,,
186,0.349108,0.654491,0,46739.015,3.092,4.675,5.764,-0.024,13.532,15,6.864789549999999,6.8643985249999995,0.391,,
187,0.521407,0.598606,0,52421.02,5.184,6.666,4.758,-0.025,16.608,18,6.9303339374999995,6.9299319624999995,0.402,,
188,0.202949,0.591869,0,133120.364,3.996,13.577,15.693,-0.031,33.265,36,6.932192075,6.9316822625,0.5098,102507.051,
189,0.227515,0.839341,0,47119.292,1.993,1.676,6.765,0.976,10.434,13,6.991887224999999,6.9914974999999995,0.3897,,
190,0.038797,0.952436,0,91428.265,0.904,1.163,22.393,-0.062,24.461,29,7.0458854375,7.044878124999999,1.0073,74904.973,
191,-0.011076,1.024093,0,73076.091,-0.097,-0.206,8.851,-0.015,8.548,10,7.1629341625,7.162686187499999,0.248,,
192,-0.024132,1.039098,0,47686.005,-0.207,-0.322,8.766,-0.024,8.238,10,7.16313465,7.162746824999999,0.3878,,
193,0.189931,0.629889,0,47614.444,1.805,5.584,7.698,-0.031,15.087,17,7.164037887499999,7.1635367625,0.5011,,
194,0.424402,0.875746,0,55957.752,4.983,1.666,6.758,-0.025,13.406,15,7.1642900375,7.163887525,0.4025,,
195,0.468568,0.927472,0,48761.393,4.219,0.704,4.785,-0.022,9.709,11,7.1643941,7.164037887499999,0.3562,,
196,0.40517,0.629771,0,157599.227,9.911,14.381,14.551,-0.046,38.843,42,7.3926776625,7.391932274999999,0.7454,57242.922,57189.938
197,0.132926,0.600071,0,100092.451,2.086,10.46,13.608,0.96,26.154,30,7.395727474999999,7.3950770875,0.6504,80451.356,
198,0.323611,0.458974,0,215208.883,6.991,25.465,14.612,-0.039,47.069,50,7.3987814875,7.3981376375,0.6438,101846.834,
199,0.129134,0.748058,0,241437.751,5.383,14.04,36.304,-0.071,55.727,62,7.4050829625,7.4039269,1.1561,168396.866,15479.458
200,0.584236,0.614832,0,50455.212,5.324,5.708,3.789,-0.021,14.821,16,7.4763324875,7.475981474999999,0.351,,
201,0.271119,0.664519,0,418776.745,18.604,34.642,50.015,0.9,103.262,113,7.477780875,7.4761461375,1.6347,263642.084,49238.009
202,-0.032547,0.551969,0,52855.215,-0.308,7.677,9.766,-0.024,17.135,19,7.768979562499999,7.768590499999999,0.3891,53699.372,
203,0.171347,0.692718,0,62758.958,1.816,4.702,8.784,-0.022,15.303,17,7.8085928125,7.8082342124999995,0.3586,,
204,0.166884,0.57869,0,85865.916,1.749,7.631,8.732,-0.027,18.113,20,7.80878405,7.8083398125,0.4442,,
205,0.337432,0.523291,0,623553.501,19.974,53.925,39.221,-0.079,113.12,120,7.9045300124999995,7.903236,1.294,345156.707,155596.811
206,0.296116,0.380441,0,107992.625,9.859,54.222,23.436,-0.057,87.518,92,8.1908837375,8.189947525,0.9362,108148.72,34952.028
207,0.521735,0.565017,0,88201.911,5.226,7.711,4.79,-0.021,17.727,19,8.3133835375,8.313035337499999,0.3482,,
