,E,S,bg_a,bg_aa,bg_d,bp,i_end,i_start,na,naa,nd,nda,nt,size_raw,t_end,t_start,width_ms
0,0.208896,0.983501,1.726,1.336,0.664,0,325,282,8.274,0.664,31.336,-0.065,40.275,44,0.071394,0.0698455625,1.5484
1,0.097622,0.992748,2.112,1.634,0.813,0,860,806,4.888,0.366,45.187,-0.079,50.442,55,0.210289975,0.20839525,1.8947
2,0.164392,1.033688,1.631,1.263,0.628,0,1144,1103,6.369,-1.263,32.372,0.939,37.478,42,0.266815125,0.26535126249999996,1.4639
3,-0.011534,1.035851,1.348,1.043,0.519,0,1229,1198,-0.348,-1.043,30.481,-0.051,29.091,32,0.2827966375,0.281587425,1.2092
4,0.89029,0.491088,4.471,3.46,1.721,0,1642,1424,91.529,106.54,11.279,-0.168,209.348,219,0.3299527625,0.3259409,4.0119
5,0.061432,0.950042,1.656,1.282,0.638,0,2623,2545,4.344,3.718,66.362,0.938,74.424,79,0.5712405875,0.5697542875,1.4863
6,0.071416,1.030524,1.745,1.35,0.672,0,3157,3110,3.255,-1.35,42.328,-0.066,44.234,48,0.7112522,0.7096867375,1.5655
7,0.143172,0.980233,2.291,1.773,0.882,0,3881,3815,8.709,1.227,52.118,-0.086,62.053,67,0.8958515499999999,0.8937954625,2.0561
8,0.172973,0.940622,2.41,1.865,0.928,0,4478,4421,8.59,3.135,41.072,-0.091,52.798,58,1.0479669875,1.0458047,2.1623
9,0.8873,0.406269,3.503,2.711,1.348,0,4738,4608,44.497,73.289,5.652,-0.132,123.438,131,1.0761236875,1.0729806874999999,3.143
10,0.90361,0.514191,2.539,1.965,0.977,0,5294,5168,56.461,59.035,6.023,-0.095,121.52,127,1.1233206249999999,1.1210427375,2.2779
11,0.856912,0.555934,2.238,1.732,0.861,0,5368,5287,36.762,34.268,6.139,-0.084,77.168,82,1.1249047125,1.1228964625,2.0082
12,0.082996,0.933165,1.997,1.545,0.769,0,7063,7008,4.003,3.455,44.231,-0.075,51.689,56,1.60159375,1.5998020375,1.7917
13,0.954399,0.601123,2.643,2.045,1.017,0,8520,8370,83.357,57.955,3.983,-0.099,145.295,151,1.8775635874999999,1.8751923375,2.3713
14,0.246489,1.000967,1.336,1.034,0.514,0,8714,8676,8.664,-0.034,26.486,0.95,35.116,39,1.8972458374999999,1.8960470249999999,1.1988
15,0.938668,0.434306,1.885,1.459,0.725,0,9045,8919,50.115,69.541,3.275,-0.071,122.931,127,1.9571210874999998,1.9554297875,1.6913
16,0.932282,0.402333,1.931,1.494,0.743,0,10781,10695,31.069,49.506,2.257,-0.073,82.831,87,2.5051720875,2.503439425,1.7327
17,0.894487,0.393761,1.728,1.337,0.665,0,11065,10982,28.272,48.663,3.335,-0.065,80.27,84,2.5687387624999998,2.5671884375,1.5503
18,0.972838,0.583797,6.483,5.018,2.495,0,15096,14862,125.517,91.982,3.505,-0.244,221.004,235,3.786004925,3.7801873625,5.8176
19,0.942701,0.497191,2.317,1.793,0.892,0,15178,15100,34.683,37.207,2.108,-0.087,73.998,79,3.7886550624999997,3.7865758375,2.0792
20,0.939115,0.577103,2.369,1.834,0.912,0,15837,15745,47.631,37.166,3.088,-0.089,87.885,93,3.9653178374999998,3.9631917249999997,2.1261
21,0.662773,0.630893,1.707,1.321,0.657,0,17686,17630,22.293,19.679,11.343,-0.064,53.315,57,4.4565943875,4.4550625125,1.5319
22,0.937744,0.471126,2.123,1.643,0.817,0,20200,20122,32.877,39.357,2.183,-0.08,74.416,79,5.20120385,5.1992984125,1.9054
23,0.836748,0.599917,2.318,1.794,0.892,0,21303,21205,46.682,37.206,9.108,0.913,92.996,99,5.4418442124999995,5.4397641875,2.08
24,0.09017,0.997012,2.341,1.812,0.901,0,22007,21940,5.659,0.188,57.099,-0.088,62.946,68,5.585503999999999,5.583403225,2.1008
25,0.919941,0.609436,1.742,1.348,0.671,0,25927,25855,38.258,26.652,3.329,0.934,68.239,73,6.7814809,6.7799176625,1.5632
26,0.244565,1.002301,2.745,2.124,1.057,0,26601,26542,13.255,-0.124,40.943,-0.103,54.074,60,6.9100564625,6.90759335,2.4631
27,0.970386,0.586487,2.457,1.902,0.946,0,26741,26676,34.543,25.098,1.054,-0.092,60.695,66,6.926994649999999,6.9247896875,2.205
28,0.084364,1.014061,2.467,1.909,0.95,0,27579,27509,5.533,-0.909,60.05,0.907,64.674,71,7.1987517625,7.19653795,2.2138
29,0.15258,1.028503,1.331,1.03,0.512,0,28661,28623,5.669,-1.03,31.488,-0.05,36.128,39,7.515342137499999,7.514148225,1.1939
30,0.856125,0.609494,2.793,2.161,1.075,0,29807,29723,41.207,30.839,6.925,-0.105,78.971,85,7.781848774999999,7.779342799999999,2.506
31,0.85525,0.520222,1.923,1.488,0.74,0,31337,31264,31.077,33.512,5.26,-0.072,69.848,74,8.2644815625,8.262755775,1.7258
32,1.02421,0.483211,2.025,1.567,0.779,0,31492,31422,32.975,34.433,-0.779,-0.076,66.628,71,8.2869957125,8.285178587499999,1.8171
33,0.929866,0.494653,3.483,2.696,1.341,0,33063,32951,48.517,53.304,3.659,-0.131,105.481,113,8.747477374999999,8.744351974999999,3.1254
34,0.173532,0.932435,1.851,1.432,0.712,0,33811,33770,6.149,2.568,29.288,-0.07,38.005,42,9.0208540625,9.0191935375,1.6605
35,0.142203,0.978103,1.457,1.127,0.561,0,35365,35323,5.543,0.873,33.439,-0.055,39.856,43,9.434094074999999,9.432787099999999,1.307
36,0.143079,0.994804,1.059,0.82,0.408,0,35408,35372,4.941,0.18,29.592,-0.04,34.714,37,9.43705405,9.436103775,0.9503
37,1.018403,0.546658,2.152,1.666,0.829,0,35732,35646,45.848,37.334,-0.829,-0.081,82.353,87,9.5113443875,9.50941295,1.9314
38,0.107469,0.943973,1.076,0.833,0.414,0,36010,35970,3.924,2.167,32.586,-0.04,38.676,41,9.565190549999999,9.5642246625,0.9659
39,0.144863,1.006771,3.343,2.588,1.287,0,39513,39420,12.657,-0.588,74.713,-0.126,86.782,94,10.58148875,10.578488649999999,3.0001
40,0.077918,0.9747,1.514,1.172,0.583,0,39583,39548,2.486,0.828,29.417,-0.057,32.731,36,10.596901975,10.595543249999999,1.3587
41,0.933907,0.752953,1.665,1.289,0.641,0,43626,43576,33.335,11.711,2.359,-0.063,47.406,51,11.8530374,11.85154335,1.4941
42,0.848087,0.476668,2.173,1.682,0.836,0,44795,44720,28.827,37.318,5.164,-0.082,71.309,76,12.134249125,12.132299312499999,1.9498
43,0.957883,0.601898,4.54,3.514,1.748,0,45057,44841,119.46,82.486,5.252,-0.171,207.199,217,12.1398867875,12.135812824999999,4.074
44,0.89213,0.634036,1.869,1.447,0.72,0,46537,46485,27.131,17.553,3.28,0.93,47.964,53,12.6215749125,12.6198974,1.6775
45,0.894336,0.499657,1.708,1.322,0.657,0,47688,47622,28.292,31.678,3.343,-0.064,63.313,67,12.9590314125,12.9574990125,1.5324
46,0.090501,0.931543,1.578,1.221,0.607,0,47762,47719,3.422,2.779,34.393,-0.059,40.594,44,12.964901874999999,12.963486175,1.4157
47,0.11665,0.981645,3.123,2.417,1.202,0,48554,48462,9.877,1.583,74.798,-0.117,86.259,93,13.228445812499999,13.2256438,2.802
48,0.132818,0.968062,2.412,1.867,0.928,0,48741,48670,8.588,2.133,56.072,-0.091,66.793,72,13.251853062499999,13.249688675,2.1644
49,0.927669,0.440951,2.363,1.829,0.909,0,49386,49285,39.637,54.171,3.091,-0.089,96.899,102,13.431698325,13.4295781125,2.1202
50,0.957759,0.255075,4.273,3.307,1.645,0,50284,50150,30.727,93.693,1.355,-0.161,125.775,135,13.654612275,13.650777824999999,3.8344
51,0.069796,0.988267,1.904,1.473,0.733,0,51310,51262,3.096,0.527,41.267,-0.072,44.89,49,14.00150435,13.9997961875,1.7082
52,0.178767,1.030244,1.225,0.948,0.472,0,54209,54175,5.775,-0.948,26.528,0.954,31.355,35,14.910252912499999,14.909153425,1.0995
53,0.176153,0.866214,1.337,1.035,0.515,0,54249,54210,5.663,4.965,26.485,-0.05,37.114,40,14.9117420625,14.9105423875,1.1997
54,0.923637,0.646453,2.67,2.067,1.028,0,57682,57536,84.33,49.933,6.972,-0.1,141.235,147,16.00350005,16.0011037875,2.3963
55,-0.005491,0.893201,2.197,1.701,0.846,0,58153,58109,-0.197,4.299,36.154,-0.083,40.256,45,16.129562375,16.1275905625,1.9718
56,0.722233,0.512304,2.583,1.999,0.994,0,58922,58819,36.417,48.001,14.006,-0.097,98.424,104,16.295157075,16.29283945,2.3176
57,0.154296,0.910703,1.351,1.046,0.52,0,59228,59193,4.649,2.954,25.48,-0.051,33.083,36,16.3895423875,16.3883298375,1.2126
58,0.095411,0.921223,2.239,1.733,0.862,0,60354,60296,4.761,4.267,45.138,-0.084,54.166,59,16.7357634125,16.7337542,2.0092
59,0.848136,0.550468,2.33,1.803,0.897,0,61603,61511,39.67,38.197,7.103,2.912,84.97,93,16.96584545,16.963754662499998,2.0908
60,0.942676,0.465689,5.796,4.486,2.231,0,62777,62435,144.204,175.514,8.769,1.782,328.487,343,17.211006537499998,17.205805625,5.2009
61,0.93586,0.40701,1.9,1.471,0.731,0,62924,62834,33.1,51.529,2.269,-0.071,86.897,91,17.2283817625,17.2266764625,1.7053
62,0.957694,0.730434,1.721,1.332,0.662,0,65416,65370,30.279,11.668,1.338,-0.065,43.285,47,17.972042675,17.970498425,1.5442
63,0.955341,0.333495,3.48,2.693,1.34,0,65594,65476,35.52,74.307,1.66,-0.131,111.487,119,17.985479025,17.9823561875,3.1228
64,0.034997,1.037686,2.291,1.773,0.882,0,65836,65785,1.709,-1.773,47.118,-0.086,47.054,52,18.0216019,18.019545925,2.056
65,0.129856,1.027436,1.679,1.3,0.646,0,65914,65864,6.321,-1.3,42.354,-0.063,47.374,51,18.0247488875,18.023241925,1.507
66,-0.016016,0.973477,1.495,1.157,0.576,0,65949,65915,-0.495,0.843,31.424,-0.056,31.772,35,18.0264364375,18.0250946,1.3418
67,0.08709,0.987487,2.458,1.903,0.946,0,66467,66375,7.542,1.097,79.054,-0.092,87.693,93,18.1386977375,18.136491687499998,2.206
68,0.977389,0.383137,2.906,2.249,1.119,0,67100,66992,38.094,62.751,0.881,0.891,101.725,109,18.2840152625,18.2814072,2.6081
69,0.913989,0.525543,1.984,1.536,0.764,0,67249,67151,45.016,44.464,4.236,0.925,93.716,99,18.291596775,18.2898162,1.7806
70,0.960008,0.68252,2.672,2.068,1.028,0,69328,69251,47.328,22.932,1.972,-0.1,72.232,78,18.814651899999998,18.8122544125,2.3975
71,0.155392,1.014465,1.06,0.82,0.408,0,69668,69610,8.94,-0.82,48.592,-0.04,56.712,59,18.886153937499998,18.8852028,0.9511
72,0.214414,0.960167,2.225,1.722,0.856,0,72197,72134,11.775,2.278,43.144,1.916,57.198,64,19.6554431,19.65344695,1.9962
73,0.100259,0.950719,1.615,1.25,0.622,0,72425,72386,3.385,1.75,30.378,0.939,35.514,40,19.6852883625,19.68383925,1.4491
74,0.08217,0.994018,2.227,1.724,0.857,0,72493,72441,3.773,0.276,42.143,1.916,46.192,53,19.6910035125,19.6890050375,1.9985
75,0.962353,0.562826,1.711,1.324,0.659,0,74487,74421,34.289,27.676,1.341,-0.064,63.306,67,20.3274174375,20.32588205,1.5354
76,0.977461,0.651697,2.086,1.614,0.803,0,75013,74928,51.914,28.386,1.197,-0.078,81.497,86,20.4195655125,20.417693637499998,1.8719
77,0.981747,0.589234,2.11,1.633,0.812,0,75194,75080,63.89,45.367,1.188,-0.079,110.445,115,20.426589999999997,20.4246966625,1.8933
78,0.87108,0.577926,2.836,2.195,1.092,0,76419,76348,33.164,27.805,4.908,-0.107,65.876,72,20.7394268125,20.7368815625,2.5452
79,0.779101,0.608423,4.153,3.215,1.599,0,76626,76496,57.847,47.785,16.401,-0.156,122.033,131,20.7611547,20.757427725,3.727
80,0.879794,0.652199,3.933,3.044,1.514,0,76798,76641,84.067,50.956,11.486,2.852,146.509,158,20.765570725,20.762041274999998,3.5294
81,0.094936,0.927941,2.04,1.579,0.785,0,77507,77470,2.96,2.421,28.215,-0.077,33.595,38,20.9175061,20.91567515,1.831
82,0.951112,0.503711,2.214,1.713,0.852,0,77820,77729,41.786,43.287,2.148,-0.083,87.221,92,20.940600099999997,20.938613512499998,1.9866
83,0.906967,0.41645,2.45,1.896,0.943,0,78787,78678,39.55,61.104,4.057,-0.092,104.71,110,21.22387065,21.2216719,2.1987
84,0.853581,0.649243,3.044,2.356,1.172,0,83090,82960,68.956,43.644,11.828,-0.114,124.429,131,22.443179425,22.440448,2.7314
85,0.769088,0.652763,2.231,1.727,0.859,0,83461,83370,43.769,30.273,13.141,-0.084,87.183,92,22.511604275,22.5096021375,2.0021
86,0.857022,0.625226,3.024,2.34,1.164,0,83538,83456,40.976,28.66,6.836,-0.114,76.472,83,22.514011425,22.511298224999997,2.7132
87,0.908735,0.621494,2.058,1.593,0.792,0,84071,84011,31.942,21.407,3.208,-0.077,56.558,61,22.669342462499998,22.6674960625,1.8464
88,0.893187,0.625766,2.168,1.678,0.835,0,84548,84482,34.832,23.322,4.165,-0.082,62.319,67,22.758899624999998,22.756954025,1.9456
89,0.047555,0.992124,2.195,1.699,0.845,0,84994,84951,1.805,0.301,36.155,0.917,38.262,44,22.8532615375,22.8512921,1.9694
90,0.090141,1.033728,1.275,0.986,0.491,0,87373,87342,2.725,-0.986,27.509,-0.048,29.248,32,23.6473892125,23.646245462499998,1.1438
91,0.159918,0.969265,2.111,1.634,0.813,0,88307,88259,6.889,1.366,36.187,-0.079,44.442,49,23.914436575,23.912541975,1.8946
92,0.077445,1.009826,1.95,1.509,0.75,0,88526,88471,4.05,-0.509,48.25,-0.073,51.791,56,23.9708981,23.969148625,1.7495
93,0.064277,0.998638,1.216,0.941,0.468,0,88573,88528,2.784,0.059,40.532,-0.046,43.375,46,23.9729943625,23.971903412499998,1.091
94,0.895373,0.525397,2.381,1.843,0.917,0,89648,89515,60.619,61.157,7.083,-0.09,128.859,134,24.25666385,24.2545271875,2.1367
95,0.198281,0.969509,1.782,1.379,0.686,0,91254,91198,10.218,1.621,41.314,-0.067,53.152,57,24.69889425,24.697295,1.5992
96,1.014183,0.685838,1.893,1.465,0.729,0,94096,94018,52.107,23.535,-0.729,-0.071,74.913,79,25.54024875,25.53854995,1.6988
97,0.132369,1.030647,1.35,1.045,0.52,0,94398,94362,4.65,-1.045,30.48,-0.051,34.086,37,25.652402074999998,25.6511908875,1.2112
98,0.974725,0.734663,1.815,1.405,0.699,0,96302,96229,50.185,18.595,1.301,-0.068,70.081,74,26.1499563125,26.1483275625,1.6288
99,0.93828,0.541134,1.156,0.894,0.445,0,97914,97836,38.844,35.106,2.555,-0.043,76.505,79,26.5735152125,26.5724782375,1.037
100,0.9727,0.411727,2.616,2.025,1.007,0,98092,97999,35.384,51.975,0.993,-0.098,88.353,94,26.5909384375,26.5885911,2.3473
101,1.015654,0.50586,1.694,1.311,0.652,0,100892,100807,42.306,40.689,-0.652,-0.064,82.343,86,27.541925499999998,27.540405375,1.5201
102,0.797205,0.863593,2.554,1.977,0.983,0,101361,101305,35.446,7.023,9.017,-0.096,51.485,57,27.6171922375,27.614900012499998,2.2922
