,E,S,bg_a,bg_aa,bg_d,bp,i_end,i_start,na,naa,nd,nda,nt,size_raw,t_end,t_start,width_ms
0,0.216161,0.991421,2.125,1.645,0.818,0,327,282,8.875,0.355,32.182,-0.08,41.412,46,0.071752475,0.0698455625,1.9069
1,0.084279,0.999964,2.582,1.998,0.994,0,861,804,4.418,0.002,48.006,-0.097,52.426,58,0.210506125,0.20818947499999998,2.3166
2,0.082565,1.057052,2.289,1.772,0.881,0,1102,1067,2.711,-1.772,30.119,-0.086,31.057,36,0.2652426125,0.2631882375,2.0544
3,0.156843,1.043499,2.556,1.978,0.984,0,1146,1095,7.444,-1.978,40.016,0.904,45.481,52,0.26729415,0.26500035,2.2938
4,0.019022,1.054933,2.339,1.81,0.9,0,1230,1193,0.661,-1.81,34.1,-0.088,32.951,38,0.2832528125,0.28115416249999997,2.0986
5,0.884586,0.492337,5.283,4.089,2.033,0,1643,1422,91.717,106.911,11.967,-0.199,210.595,222,0.3304937625,0.3257532125,4.7406
6,0.062926,0.958898,2.498,1.934,0.962,0,2624,2544,4.502,3.066,67.038,0.906,74.607,81,0.5717989,0.5695571374999999,2.2418
7,0.076641,1.039408,2.34,1.811,0.901,0,3160,3110,3.66,-1.811,44.099,-0.088,45.949,51,0.71178615,0.7096867375,2.0994
8,0.16143,0.989406,3.021,2.338,1.163,0,3881,3813,9.979,0.662,51.837,-0.114,62.478,69,0.8958515499999999,0.8931406749999999,2.7109
9,0.158991,0.975416,4.003,3.098,1.541,0,4477,4392,11.997,1.902,63.459,-0.151,77.358,86,1.047940975,1.0443488125,3.5922
10,0.886048,0.424514,3.226,2.497,1.242,0,4735,4610,44.774,68.503,5.758,-0.121,119.035,126,1.075997675,1.0731028,2.8949
11,0.854281,0.546883,5.193,4.019,1.999,0,5379,5168,93.807,90.981,16.001,-0.195,200.789,212,1.125702725,1.1210427375,4.66
12,0.136508,0.941561,3.128,2.421,1.204,0,7069,7002,7.872,3.579,49.796,-0.118,61.247,68,1.6020036125,1.5991969124999998,2.8067
13,0.955844,0.612108,2.896,2.241,1.115,0,8518,8369,84.104,55.759,3.885,-0.109,143.748,150,1.8773456,1.87474695,2.5986
14,0.225856,1.009433,1.734,1.342,0.667,0,8714,8674,8.266,-0.342,28.333,0.935,36.257,41,1.8972458374999999,1.8956898875,1.556
15,0.941881,0.461257,2.066,1.599,0.795,0,9040,8917,51.934,64.401,3.205,-0.078,119.539,124,1.9568899375,1.95503565,1.8543
16,0.034749,1.049492,1.91,1.479,0.735,0,10188,10155,1.09,-1.479,30.265,-0.072,29.876,34,2.3517071,2.349992775,1.7143
17,0.938289,0.435622,2.187,1.693,0.842,0,10777,10693,32.813,45.307,2.158,-0.082,80.278,85,2.5049484625,2.502985775,1.9627
18,0.908208,0.402133,2.342,1.812,0.901,0,11065,10977,30.658,50.188,3.099,-0.088,83.944,89,2.5687387624999998,2.5666374,2.1014
19,0.216655,1.030665,2.906,2.249,1.118,0,11881,11834,9.094,-1.249,32.882,0.891,40.727,48,2.80860645,2.80599905,2.6074
20,0.972838,0.583797,6.483,5.018,2.495,0,15096,14862,125.517,91.982,3.505,-0.244,221.004,235,3.786004925,3.7801873625,5.8176
21,0.968663,0.518879,2.278,1.763,0.877,0,15181,15108,34.722,33.237,1.123,-0.086,69.083,74,3.7890486374999996,3.7870048374999996,2.0438
22,0.956315,0.593024,2.111,1.634,0.812,0,15835,15747,47.889,34.366,2.188,-0.079,84.443,89,3.9651921375,3.9632982125,1.8939
23,0.045192,0.993243,2.242,1.735,0.863,0,16374,16331,1.758,0.265,37.137,-0.084,39.159,44,4.111855837499999,4.1098437625,2.0121
24,0.662537,0.639184,1.953,1.512,0.752,0,17686,17626,24.047,20.488,12.248,-0.073,56.783,61,4.4565943875,4.4548414625,1.7529
25,0.156677,0.984727,1.936,1.499,0.745,0,19035,18999,5.064,0.501,27.255,-0.073,32.819,37,4.8738448375,4.8721071625,1.7377
26,0.937744,0.471126,2.123,1.643,0.817,0,20200,20122,32.877,39.357,2.183,-0.08,74.416,79,5.20120385,5.1992984125,1.9054
27,0.765333,0.662579,3.783,2.927,1.456,0,21327,21206,57.217,38.073,17.544,0.858,112.834,122,5.4432439375,5.439849775,3.3942
