,E,S,bg_a,bg_aa,bg_d,bp,i_end,i_start,na,naa,nd,nda,nt,size_raw,t_end,t_start,width_ms
0,0.172691,0.651955,1.527,1.714,2.616,0,164,75,9.473,29.286,45.384,-0.122,84.143,90,0.017848375,0.0161981,1.6503
1,0.222366,0.576628,1.108,1.245,1.899,0,300,243,6.892,22.755,24.101,-0.089,53.748,58,0.03244845,0.0312504125,1.198
2,0.168874,0.656955,0.788,0.885,1.351,0,943,894,5.212,16.115,25.649,-0.063,46.975,50,0.156155975,0.15530365,0.8523
3,0.209234,0.976805,1.623,1.822,2.781,0,2014,1958,10.377,1.178,39.219,-0.13,50.774,57,0.3912932875,0.3895391875,1.7541
4,0.169271,0.841937,1.305,1.466,2.237,0,2165,2106,7.695,8.534,37.763,0.896,53.992,60,0.41384846249999996,0.4124375125,1.411
5,0.204053,0.767694,0.963,1.081,1.65,0,2219,2165,8.037,11.919,31.35,-0.077,51.306,55,0.4148894125,0.41384846249999996,1.0409
6,0.112087,0.977597,1.064,1.195,1.824,0,3510,3471,3.936,0.805,31.176,-0.085,35.916,40,0.67545315,0.6743024999999999,1.1506
7,0.198071,0.994798,1.535,1.724,2.63,0,4488,4429,10.465,0.276,42.37,0.877,53.111,60,0.8366487874999999,0.8349895749999999,1.6592
8,0.077434,0.970626,1.428,1.604,2.448,0,4880,4827,3.572,1.396,42.552,0.886,47.52,54,0.9207504999999999,0.9192063749999999,1.5441
9,0.221809,0.677355,1.152,1.293,1.973,0,7712,7663,6.848,14.707,24.027,-0.092,45.582,50,1.5469390625,1.545694125,1.2449
10,0.106067,0.995676,1.659,1.863,2.843,0,10804,10767,3.341,0.137,28.157,-0.133,31.635,38,2.2869464749999997,2.2851529999999998,1.7935
11,0.185963,0.750648,1.842,2.068,3.156,0,16518,16432,11.158,19.932,48.844,-0.147,79.934,87,3.5836425875,3.5816516,1.991
12,0.259705,0.705082,2.031,2.281,3.48,0,21673,21579,15.969,25.719,45.52,-0.162,87.208,95,4.837642424999999,4.835446875,2.1956
13,0.149046,0.829535,1.065,1.196,1.825,0,21715,21672,4.935,6.804,28.175,-0.085,39.914,44,4.8386523125,4.8375009625,1.1514
14,0.09514,0.994643,1.61,1.808,2.759,0,27396,27353,3.39,0.192,32.241,1.871,35.823,44,5.9120919375,5.9103515,1.7404
15,0.126172,0.56964,1.627,1.827,2.788,0,28321,28241,5.373,32.173,37.212,-0.13,74.758,81,6.0939471375,6.0921884375,1.7587
